dt,PY_P06_ON,PY_P03_ON,PY_P04_ON,PY_P05_ON,UNIXTIME
1991-04-29,95.0,2180.6,95.0,95.0,"{""numberLong"":""672876000""}"
1991-04-30,94.62,2271.8,93.0,95.0,"{""numberLong"":""672962400""}"
1991-05-01,90.91,2158.4,90.0,93.0,"{""numberLong"":""673048800""}"
1991-05-02,88.7,2231.2,88.0,90.0,"{""numberLong"":""673135200""}"
1991-05-03,86.96,1849.6,86.0,88.0,"{""numberLong"":""673221600""}"
1991-05-06,86.0,1664.0,86.0,86.0,"{""numberLong"":""673480800""}"
1991-05-07,85.0,2057.8,85.0,85.0,"{""numberLong"":""673567200""}"
1991-05-08,83.0,2692.2,83.0,83.0,"{""numberLong"":""673653600""}"
1991-05-09,81.99,2312.6,81.0,82.0,"{""numberLong"":""673740000""}"
1991-05-10,80.67,2546.0,80.0,81.0,"{""numberLong"":""673826400""}"
1991-05-13,79.98,3557.0,79.75,80.0,"{""numberLong"":""674085600""}"
1991-05-14,79.98,3801.0,79.75,80.0,"{""numberLong"":""674172000""}"
1991-05-15,79.93,2998.8,79.75,80.0,"{""numberLong"":""674258400""}"
1991-05-16,79.89,2677.0,79.75,80.0,"{""numberLong"":""674344800""}"
1991-05-17,79.89,2494.6,79.75,80.0,"{""numberLong"":""674431200""}"
1991-05-20,77.91,2659.0,77.75,78.0,"{""numberLong"":""674690400""}"
1991-05-21,77.79,2162.2,75.25,78.0,"{""numberLong"":""674776800""}"
1991-05-22,77.87,2158.6,77.75,78.0,"{""numberLong"":""674863200""}"
1991-05-23,77.86,1984.4,77.75,78.0,"{""numberLong"":""674949600""}"
1991-05-24,77.88,1993.4,77.75,78.0,"{""numberLong"":""675036000""}"
1991-05-27,77.89,2084.8,77.75,78.0,"{""numberLong"":""675295200""}"
1991-05-28,77.78,1893.2,75.25,78.0,"{""numberLong"":""675381600""}"
1991-05-29,77.83,1665.6,77.75,78.0,"{""numberLong"":""675468000""}"
1991-05-30,76.82,2040.6,76.75,77.0,"{""numberLong"":""675554400""}"
1991-05-31,75.36,2098.6,73.0,76.0,"{""numberLong"":""675640800""}"
1991-06-03,75.85,2677.8,75.75,76.0,"{""numberLong"":""675900000""}"
1991-06-04,75.83,2120.6,75.75,76.0,"{""numberLong"":""675986400""}"
1991-06-05,75.89,2717.6,75.75,76.0,"{""numberLong"":""676072800""}"
1991-06-06,74.82,2184.0,74.75,75.0,"{""numberLong"":""676159200""}"
1991-06-07,73.87,2161.0,73.75,74.0,"{""numberLong"":""676245600""}"
1991-06-10,72.79,1640.6,70.0,73.0,"{""numberLong"":""676504800""}"
1991-06-11,72.79,1576.6,72.75,73.0,"{""numberLong"":""676591200""}"
1991-06-12,70.11,2941.2,70.0,70.25,"{""numberLong"":""676677600""}"
1991-06-13,69.62,2741.4,69.5,70.75,"{""numberLong"":""676764000""}"
1991-06-14,70.78,3279.0,70.0,71.0,"{""numberLong"":""676850400""}"
1991-06-17,70.92,3174.2,70.75,71.0,"{""numberLong"":""677109600""}"
1991-06-18,70.89,3024.8,70.75,71.0,"{""numberLong"":""677196000""}"
1991-06-19,70.87,3170.6,70.75,71.0,"{""numberLong"":""677282400""}"
1991-06-20,70.83,2928.4,70.75,71.0,"{""numberLong"":""677368800""}"
1991-06-21,70.9,2959.8,70.75,71.0,"{""numberLong"":""677455200""}"
1991-06-24,,,,,"{""numberLong"":""677714400""}"
1991-06-25,,,,,"{""numberLong"":""677800800""}"
1991-06-26,,,,,"{""numberLong"":""677887200""}"
1991-06-27,69.96,3861.8,69.75,70.0,"{""numberLong"":""677973600""}"
1991-06-28,68.21,2376.4,66.0,69.0,"{""numberLong"":""678060000""}"
1991-07-01,68.81,2694.6,68.75,69.0,"{""numberLong"":""678319200""}"
1991-07-02,68.81,2236.0,68.75,69.0,"{""numberLong"":""678405600""}"
1991-07-03,68.83,2028.4,68.75,69.0,"{""numberLong"":""678492000""}"
1991-07-04,67.77,1552.0,67.75,68.0,"{""numberLong"":""678578400""}"
1991-07-05,67.77,1956.4,67.75,68.0,"{""numberLong"":""678664800""}"
1991-07-08,66.39,2133.2,64.0,66.75,"{""numberLong"":""678924000""}"
1991-07-09,64.75,2386.2,64.0,65.75,"{""numberLong"":""679010400""}"
1991-07-10,64.0,2863.4,64.0,64.0,"{""numberLong"":""679096800""}"
1991-07-11,64.43,2312.8,64.0,65.75,"{""numberLong"":""679183200""}"
1991-07-12,65.85,3260.2,65.75,66.0,"{""numberLong"":""679269600""}"
1991-07-15,65.89,3127.4,65.75,66.0,"{""numberLong"":""679528800""}"
1991-07-16,65.85,2517.8,65.75,66.0,"{""numberLong"":""679615200""}"
1991-07-17,65.45,1628.0,63.0,66.0,"{""numberLong"":""679701600""}"
1991-07-18,65.75,2232.0,65.75,66.0,"{""numberLong"":""679788000""}"
1991-07-19,65.75,2411.6,65.75,65.75,"{""numberLong"":""679874400""}"
1991-07-22,65.75,3003.6,65.75,66.0,"{""numberLong"":""680133600""}"
1991-07-23,65.35,3384.8,65.0,65.75,"{""numberLong"":""680220000""}"
1991-07-24,65.79,2513.6,65.75,66.0,"{""numberLong"":""680306400""}"
1991-07-25,65.75,1970.4,65.75,65.75,"{""numberLong"":""680392800""}"
1991-07-26,65.75,1804.6,65.75,66.0,"{""numberLong"":""680479200""}"
1991-07-29,65.75,1920.6,65.75,65.75,"{""numberLong"":""680738400""}"
1991-07-30,65.75,2020.8,65.75,65.75,"{""numberLong"":""680824800""}"
1991-07-31,65.75,2366.4,65.75,65.75,"{""numberLong"":""680911200""}"
1991-08-01,65.75,3048.2,65.75,65.75,"{""numberLong"":""680997600""}"
1991-08-02,65.77,2965.2,65.75,66.0,"{""numberLong"":""681084000""}"
1991-08-05,65.79,2260.2,65.75,66.0,"{""numberLong"":""681343200""}"
1991-08-06,65.1,2238.2,64.5,66.0,"{""numberLong"":""681429600""}"
1991-08-07,63.15,3293.6,63.0,64.5,"{""numberLong"":""681516000""}"
1991-08-08,61.05,4246.0,61.0,61.25,"{""numberLong"":""681602400""}"
1991-08-09,60.04,4512.0,60.0,60.25,"{""numberLong"":""681688800""}"
1991-08-12,60.04,4259.0,60.0,60.25,"{""numberLong"":""681948000""}"
1991-08-13,60.1,3644.6,60.0,60.25,"{""numberLong"":""682034400""}"
1991-08-14,60.15,4050.4,60.0,60.25,"{""numberLong"":""682120800""}"
1991-08-15,60.15,3986.8,60.0,60.25,"{""numberLong"":""682207200""}"
1991-08-16,62.19,3433.2,61.0,63.75,"{""numberLong"":""682293600""}"
1991-08-19,64.25,4693.2,62.0,65.0,"{""numberLong"":""682552800""}"
1991-08-20,66.71,5280.8,65.75,67.0,"{""numberLong"":""682639200""}"
1991-08-21,67.78,3160.0,67.75,68.0,"{""numberLong"":""682725600""}"
1991-08-22,67.75,2483.4,67.75,67.75,"{""numberLong"":""682812000""}"
1991-08-23,67.5,3364.8,65.0,67.75,"{""numberLong"":""682898400""}"
1991-08-26,67.7,3040.0,67.5,67.75,"{""numberLong"":""683157600""}"
1991-08-27,67.55,3224.4,67.5,67.75,"{""numberLong"":""683244000""}"
1991-08-28,67.79,2234.0,67.75,68.0,"{""numberLong"":""683330400""}"
1991-08-29,67.84,1746.4,67.75,68.0,"{""numberLong"":""683416800""}"
1991-08-30,,,,,"{""numberLong"":""683503200""}"
1991-09-02,66.9,2696.8,66.75,67.0,"{""numberLong"":""683762400""}"
1991-09-03,65.89,2352.2,65.75,66.0,"{""numberLong"":""683848800""}"
1991-09-04,65.75,3018.4,65.75,65.75,"{""numberLong"":""683935200""}"
1991-09-05,64.78,3291.2,64.75,65.0,"{""numberLong"":""684021600""}"
1991-09-06,63.8,2951.2,63.75,64.0,"{""numberLong"":""684108000""}"
1991-09-09,62.8,3125.2,62.75,63.0,"{""numberLong"":""684367200""}"
1991-09-10,61.8,2735.8,61.75,62.0,"{""numberLong"":""684453600""}"
1991-09-11,61.86,2497.4,61.75,62.0,"{""numberLong"":""684540000""}"
1991-09-12,61.9,3716.4,61.75,62.0,"{""numberLong"":""684626400""}"
1991-09-13,61.92,3172.6,61.75,62.0,"{""numberLong"":""684712800""}"
1991-09-16,61.94,2666.6,61.75,62.0,"{""numberLong"":""684972000""}"
1991-09-17,61.91,3085.8,61.75,62.0,"{""numberLong"":""685058400""}"
1991-09-18,61.9,3156.8,61.75,62.0,"{""numberLong"":""685144800""}"
1991-09-19,61.84,4415.0,61.75,62.0,"{""numberLong"":""685231200""}"
1991-09-20,61.8,3329.0,61.75,62.0,"{""numberLong"":""685317600""}"
1991-09-23,61.78,2624.8,61.75,62.0,"{""numberLong"":""685576800""}"
1991-09-24,61.82,1992.8,61.75,62.0,"{""numberLong"":""685663200""}"
1991-09-25,61.87,1820.0,61.75,62.0,"{""numberLong"":""685749600""}"
1991-09-26,61.85,2226.4,61.75,62.0,"{""numberLong"":""685836000""}"
1991-09-27,61.85,2605.4,61.75,62.0,"{""numberLong"":""685922400""}"
1991-09-30,61.94,2167.4,61.75,62.0,"{""numberLong"":""686185200""}"
1991-10-01,61.91,2436.2,61.75,62.0,"{""numberLong"":""686271600""}"
1991-10-02,61.82,3305.6,61.75,62.0,"{""numberLong"":""686358000""}"
1991-10-03,61.75,4620.2,61.75,61.75,"{""numberLong"":""686444400""}"
1991-10-04,61.75,3701.2,61.75,61.75,"{""numberLong"":""686530800""}"
1991-10-07,61.75,2986.8,61.75,61.75,"{""numberLong"":""686790000""}"
1991-10-08,61.75,3522.2,61.75,61.75,"{""numberLong"":""686876400""}"
1991-10-09,61.75,3938.2,61.75,61.75,"{""numberLong"":""686962800""}"
1991-10-10,61.75,2889.8,61.75,61.75,"{""numberLong"":""687049200""}"
1991-10-11,61.78,1771.8,61.75,62.0,"{""numberLong"":""687135600""}"
1991-10-14,61.9,3794.0,61.75,62.0,"{""numberLong"":""687394800""}"
1991-10-15,61.82,2748.0,61.75,62.0,"{""numberLong"":""687481200""}"
1991-10-16,61.86,3093.2,61.75,62.0,"{""numberLong"":""687567600""}"
1991-10-17,61.84,2482.0,61.75,62.0,"{""numberLong"":""687654000""}"
1991-10-18,61.83,2492.6,61.75,62.0,"{""numberLong"":""687740400""}"
1991-10-21,61.92,3243.0,61.75,62.0,"{""numberLong"":""687999600""}"
1991-10-22,61.79,1984.0,61.75,62.0,"{""numberLong"":""688086000""}"
1991-10-23,61.93,1958.8,61.75,62.0,"{""numberLong"":""688172400""}"
1991-10-24,61.91,2129.0,61.75,62.0,"{""numberLong"":""688258800""}"
1991-10-25,61.87,1822.4,61.75,62.0,"{""numberLong"":""688345200""}"
1991-10-28,61.81,1021.4,61.75,62.0,"{""numberLong"":""688604400""}"
1991-10-29,,,,,"{""numberLong"":""688690800""}"
1991-10-30,61.75,1208.2,61.75,61.75,"{""numberLong"":""688777200""}"
1991-10-31,61.75,1234.6,61.75,61.75,"{""numberLong"":""688863600""}"
1991-11-01,61.75,1747.8,61.75,61.75,"{""numberLong"":""688950000""}"
1991-11-04,61.83,878.2,61.75,62.0,"{""numberLong"":""689209200""}"
1991-11-05,61.75,1027.8,61.75,62.0,"{""numberLong"":""689295600""}"
1991-11-06,61.75,1239.6,61.75,61.75,"{""numberLong"":""689382000""}"
1991-11-07,61.75,1854.8,61.75,61.75,"{""numberLong"":""689468400""}"
1991-11-08,61.75,947.4,61.75,61.75,"{""numberLong"":""689554800""}"
1991-11-11,61.75,1364.6,61.75,61.75,"{""numberLong"":""689814000""}"
1991-11-12,61.76,1119.2,61.75,62.0,"{""numberLong"":""689900400""}"
1991-11-13,61.75,1306.8,61.75,61.75,"{""numberLong"":""689986800""}"
1991-11-14,61.86,3790.8,61.75,62.0,"{""numberLong"":""690073200""}"
1991-11-15,61.89,3056.6,61.75,62.0,"{""numberLong"":""690159600""}"
1991-11-18,61.93,2508.6,61.75,62.0,"{""numberLong"":""690418800""}"
1991-11-19,61.84,2252.0,61.75,62.0,"{""numberLong"":""690505200""}"
1991-11-20,61.83,2130.2,61.75,62.0,"{""numberLong"":""690591600""}"
1991-11-21,61.75,1490.8,61.75,61.75,"{""numberLong"":""690678000""}"
1991-11-22,61.75,860.2,61.75,61.75,"{""numberLong"":""690764400""}"
1991-11-25,61.83,807.0,61.75,62.0,"{""numberLong"":""691023600""}"
1991-11-26,61.75,1317.0,61.75,61.75,"{""numberLong"":""691110000""}"
1991-11-27,61.75,3434.8,61.75,61.75,"{""numberLong"":""691196400""}"
1991-11-28,60.75,3602.2,60.75,60.75,"{""numberLong"":""691282800""}"
1991-11-29,60.75,2554.8,60.75,60.75,"{""numberLong"":""691369200""}"
1991-12-02,59.75,1652.4,59.75,59.75,"{""numberLong"":""691628400""}"
1991-12-03,59.77,1881.0,59.75,60.0,"{""numberLong"":""691714800""}"
1991-12-04,59.92,2361.2,59.75,60.0,"{""numberLong"":""691801200""}"
1991-12-05,59.92,2369.4,59.75,60.0,"{""numberLong"":""691887600""}"
1991-12-06,59.96,2166.4,59.75,60.0,"{""numberLong"":""691974000""}"
1991-12-09,59.95,2178.4,59.75,60.0,"{""numberLong"":""692233200""}"
1991-12-10,59.9,2112.6,59.75,60.0,"{""numberLong"":""692319600""}"
1991-12-11,59.95,2569.6,59.75,60.0,"{""numberLong"":""692406000""}"
1991-12-12,59.94,2578.8,59.75,60.0,"{""numberLong"":""692492400""}"
1991-12-13,59.89,2592.2,59.75,60.0,"{""numberLong"":""692578800""}"
1991-12-16,59.97,2906.8,59.75,60.0,"{""numberLong"":""692838000""}"
1991-12-17,59.94,3018.8,59.75,60.0,"{""numberLong"":""692924400""}"
1991-12-18,59.97,3502.8,59.75,60.0,"{""numberLong"":""693010800""}"
1991-12-19,59.91,2446.8,59.75,60.0,"{""numberLong"":""693097200""}"
1991-12-20,59.9,1782.8,59.75,60.0,"{""numberLong"":""693183600""}"
1991-12-23,59.89,1506.2,59.75,60.0,"{""numberLong"":""693442800""}"
1991-12-24,59.89,1537.2,59.75,60.0,"{""numberLong"":""693529200""}"
1991-12-25,59.75,3521.0,59.75,59.75,"{""numberLong"":""693615600""}"
1991-12-26,59.75,4373.4,59.75,59.75,"{""numberLong"":""693702000""}"
1991-12-27,59.75,2741.4,59.75,59.75,"{""numberLong"":""693788400""}"
1991-12-30,59.75,1560.4,59.75,59.75,"{""numberLong"":""694047600""}"
1991-12-31,59.75,2998.8,59.75,59.75,"{""numberLong"":""694134000""}"
1992-01-01,,,,,"{""numberLong"":""694220400""}"
1992-01-02,59.75,6609.8,59.75,59.75,"{""numberLong"":""694306800""}"
1992-01-03,59.75,6689.6,59.75,59.75,"{""numberLong"":""694393200""}"
1992-01-06,59.75,7141.2,59.75,59.75,"{""numberLong"":""694652400""}"
1992-01-07,59.75,6911.2,59.75,59.75,"{""numberLong"":""694738800""}"
1992-01-08,59.75,4110.4,59.75,59.75,"{""numberLong"":""694825200""}"
1992-01-09,59.75,4416.2,59.75,59.75,"{""numberLong"":""694911600""}"
1992-01-10,59.75,2916.2,59.75,59.75,"{""numberLong"":""694998000""}"
1992-01-13,59.75,2506.6,59.75,59.75,"{""numberLong"":""695257200""}"
1992-01-14,60.75,3997.0,60.75,60.75,"{""numberLong"":""695343600""}"
1992-01-15,60.75,1811.6,60.75,60.75,"{""numberLong"":""695430000""}"
1992-01-16,60.75,1995.0,60.75,60.75,"{""numberLong"":""695516400""}"
1992-01-17,60.75,1783.8,60.75,60.75,"{""numberLong"":""695602800""}"
1992-01-20,60.75,1447.8,60.75,60.75,"{""numberLong"":""695862000""}"
1992-01-21,60.75,1397.4,60.75,60.75,"{""numberLong"":""695948400""}"
1992-01-22,60.75,4604.0,60.75,60.75,"{""numberLong"":""696034800""}"
1992-01-23,60.75,5393.2,60.75,60.75,"{""numberLong"":""696121200""}"
1992-01-24,60.75,5368.4,60.75,60.75,"{""numberLong"":""696207600""}"
1992-01-27,60.75,4516.4,60.75,60.75,"{""numberLong"":""696466800""}"
1992-01-28,60.75,3882.8,60.75,60.75,"{""numberLong"":""696553200""}"
1992-01-29,60.75,3928.4,60.75,60.75,"{""numberLong"":""696639600""}"
1992-01-30,60.75,4120.0,60.75,60.75,"{""numberLong"":""696726000""}"
1992-01-31,60.75,2692.8,60.75,60.75,"{""numberLong"":""696812400""}"
1992-02-03,60.75,2139.2,60.75,60.75,"{""numberLong"":""697071600""}"
1992-02-04,60.75,1731.6,60.75,60.75,"{""numberLong"":""697158000""}"
1992-02-05,61.75,807.6,61.75,61.75,"{""numberLong"":""697244400""}"
1992-02-06,61.75,551.8,61.75,61.75,"{""numberLong"":""697330800""}"
1992-02-07,62.75,731.0,62.75,62.75,"{""numberLong"":""697417200""}"
1992-02-10,62.75,411.0,62.75,62.75,"{""numberLong"":""697676400""}"
1992-02-11,62.75,504.4,62.75,62.75,"{""numberLong"":""697762800""}"
1992-02-12,62.75,1895.4,62.75,62.75,"{""numberLong"":""697849200""}"
1992-02-13,62.75,2230.6,62.75,62.75,"{""numberLong"":""697935600""}"
1992-02-14,63.75,2196.4,63.75,63.75,"{""numberLong"":""698022000""}"
1992-02-17,63.94,2083.0,63.75,64.0,"{""numberLong"":""698281200""}"
1992-02-18,63.94,1838.8,63.75,64.0,"{""numberLong"":""698367600""}"
1992-02-19,63.86,1957.0,63.75,64.0,"{""numberLong"":""698454000""}"
1992-02-20,63.78,1358.4,63.75,64.0,"{""numberLong"":""698540400""}"
1992-02-21,63.75,3649.8,63.75,63.75,"{""numberLong"":""698626800""}"
1992-02-24,63.75,3224.4,63.75,63.75,"{""numberLong"":""698886000""}"
1992-02-25,63.75,4525.4,63.75,63.75,"{""numberLong"":""698972400""}"
1992-02-26,63.75,4082.6,63.75,63.75,"{""numberLong"":""699058800""}"
1992-02-27,63.75,3128.2,63.75,63.75,"{""numberLong"":""699145200""}"
1992-02-28,63.75,640.2,63.75,63.75,"{""numberLong"":""699231600""}"
1992-03-02,63.75,524.4,63.75,63.75,"{""numberLong"":""699490800""}"
1992-03-03,63.75,567.8,63.75,63.75,"{""numberLong"":""699577200""}"
1992-03-04,63.75,622.4,63.75,63.75,"{""numberLong"":""699663600""}"
1992-03-05,63.75,576.6,63.75,63.75,"{""numberLong"":""699750000""}"
1992-03-06,63.75,460.2,63.75,63.75,"{""numberLong"":""699836400""}"
1992-03-09,63.75,461.8,63.75,63.75,"{""numberLong"":""700095600""}"
1992-03-10,63.75,760.6,63.75,63.75,"{""numberLong"":""700182000""}"
1992-03-11,63.75,1252.2,63.75,63.75,"{""numberLong"":""700268400""}"
1992-03-12,63.75,661.6,63.75,63.75,"{""numberLong"":""700354800""}"
1992-03-13,63.75,1903.4,63.75,63.75,"{""numberLong"":""700441200""}"
1992-03-16,63.78,889.6,63.75,64.0,"{""numberLong"":""700700400""}"
1992-03-17,63.75,532.2,63.75,63.75,"{""numberLong"":""700786800""}"
1992-03-18,63.75,2157.6,63.75,63.75,"{""numberLong"":""700873200""}"
1992-03-19,63.75,2358.8,63.75,63.75,"{""numberLong"":""700959600""}"
1992-03-20,63.75,3244.8,63.75,63.75,"{""numberLong"":""701046000""}"
1992-03-23,63.75,3880.8,63.75,63.75,"{""numberLong"":""701305200""}"
1992-03-24,63.75,3162.6,63.75,63.75,"{""numberLong"":""701391600""}"
1992-03-25,63.75,2016.8,63.75,63.75,"{""numberLong"":""701478000""}"
1992-03-26,63.75,1640.4,63.75,63.75,"{""numberLong"":""701564400""}"
1992-03-27,63.83,622.4,63.75,64.0,"{""numberLong"":""701650800""}"
1992-03-30,63.84,536.2,63.75,64.0,"{""numberLong"":""701906400""}"
1992-03-31,63.75,1097.2,63.75,63.75,"{""numberLong"":""701992800""}"
1992-04-01,63.77,654.6,63.75,64.0,"{""numberLong"":""702079200""}"
1992-04-02,63.75,722.8,63.75,63.75,"{""numberLong"":""702165600""}"
1992-04-03,63.75,1285.2,63.75,63.75,"{""numberLong"":""702252000""}"
1992-04-06,,,,,"{""numberLong"":""702511200""}"
1992-04-07,63.75,743.0,63.75,63.75,"{""numberLong"":""702597600""}"
1992-04-08,63.75,528.0,63.75,63.75,"{""numberLong"":""702684000""}"
1992-04-09,63.75,2357.0,63.75,63.75,"{""numberLong"":""702770400""}"
1992-04-10,65.75,1129.6,65.75,65.75,"{""numberLong"":""702856800""}"
1992-04-13,66.93,1983.2,66.75,67.0,"{""numberLong"":""703116000""}"
1992-04-14,66.95,2310.2,66.75,67.0,"{""numberLong"":""703202400""}"
1992-04-15,66.85,1861.2,66.75,67.0,"{""numberLong"":""703288800""}"
1992-04-16,66.75,1251.2,66.75,66.75,"{""numberLong"":""703375200""}"
1992-04-17,66.76,1062.8,66.75,67.0,"{""numberLong"":""703461600""}"
1992-04-20,66.75,1007.0,66.75,66.75,"{""numberLong"":""703720800""}"
1992-04-21,66.75,1565.2,66.75,66.75,"{""numberLong"":""703807200""}"
1992-04-22,66.75,1301.2,66.75,66.75,"{""numberLong"":""703893600""}"
1992-04-23,,,,,"{""numberLong"":""703980000""}"
1992-04-24,66.75,2847.0,66.75,66.75,"{""numberLong"":""704066400""}"
1992-04-27,66.75,2666.6,66.75,66.75,"{""numberLong"":""704325600""}"
1992-04-28,66.75,2350.0,66.75,66.75,"{""numberLong"":""704412000""}"
1992-04-29,66.75,2359.2,66.75,66.75,"{""numberLong"":""704498400""}"
1992-04-30,66.75,2597.4,66.75,66.75,"{""numberLong"":""704584800""}"
1992-05-01,66.75,1844.8,66.75,66.75,"{""numberLong"":""704671200""}"
1992-05-04,66.75,687.8,66.75,66.75,"{""numberLong"":""704930400""}"
1992-05-05,66.75,712.8,66.75,66.75,"{""numberLong"":""705016800""}"
1992-05-06,67.75,832.6,67.75,67.75,"{""numberLong"":""705103200""}"
1992-05-07,67.75,1053.0,67.75,67.75,"{""numberLong"":""705189600""}"
1992-05-08,67.75,837.4,67.75,67.75,"{""numberLong"":""705276000""}"
1992-05-11,67.75,1262.0,67.75,67.75,"{""numberLong"":""705535200""}"
1992-05-12,67.75,520.0,67.75,67.75,"{""numberLong"":""705621600""}"
1992-05-13,67.75,965.8,67.75,67.75,"{""numberLong"":""705708000""}"
1992-05-14,67.75,2490.0,67.75,67.75,"{""numberLong"":""705794400""}"
1992-05-15,67.83,1640.0,67.75,68.0,"{""numberLong"":""705880800""}"
1992-05-18,67.91,2316.0,67.75,68.0,"{""numberLong"":""706140000""}"
1992-05-19,,,,,"{""numberLong"":""706226400""}"
1992-05-20,67.92,1581.2,67.75,68.0,"{""numberLong"":""706312800""}"
1992-05-21,67.83,1364.8,67.75,68.0,"{""numberLong"":""706399200""}"
1992-05-22,67.75,353.4,67.75,67.75,"{""numberLong"":""706485600""}"
1992-05-25,67.75,602.2,67.75,67.75,"{""numberLong"":""706744800""}"
1992-05-26,67.75,816.4,67.75,67.75,"{""numberLong"":""706831200""}"
1992-05-27,67.75,1923.0,67.75,67.75,"{""numberLong"":""706917600""}"
1992-05-28,67.75,2897.4,67.75,67.75,"{""numberLong"":""707004000""}"
1992-05-29,67.81,1351.2,67.75,68.0,"{""numberLong"":""707090400""}"
1992-06-01,67.8,387.6,67.75,68.0,"{""numberLong"":""707349600""}"
1992-06-02,67.86,490.8,67.75,68.0,"{""numberLong"":""707436000""}"
1992-06-03,68.75,459.4,68.75,68.75,"{""numberLong"":""707522400""}"
1992-06-04,68.82,2250.0,68.75,69.0,"{""numberLong"":""707608800""}"
1992-06-05,68.92,1578.0,68.75,69.0,"{""numberLong"":""707695200""}"
1992-06-08,68.97,2320.8,68.75,69.0,"{""numberLong"":""707954400""}"
1992-06-09,68.98,3092.2,68.75,69.0,"{""numberLong"":""708040800""}"
1992-06-10,68.97,2510.8,68.75,69.0,"{""numberLong"":""708127200""}"
1992-06-11,,,,,"{""numberLong"":""708213600""}"
1992-06-12,,,,,"{""numberLong"":""708300000""}"
1992-06-15,68.85,1383.0,68.75,69.0,"{""numberLong"":""708559200""}"
1992-06-16,68.75,1435.6,68.75,68.75,"{""numberLong"":""708645600""}"
1992-06-17,68.75,2647.2,68.75,68.75,"{""numberLong"":""708732000""}"
1992-06-18,68.75,3785.0,68.75,68.75,"{""numberLong"":""708818400""}"
1992-06-19,68.75,2030.4,68.75,68.75,"{""numberLong"":""708904800""}"
1992-06-22,67.93,704.4,67.5,68.75,"{""numberLong"":""709164000""}"
1992-06-23,68.37,1842.0,67.0,68.75,"{""numberLong"":""709250400""}"
1992-06-24,68.31,1368.2,67.0,68.75,"{""numberLong"":""709336800""}"
1992-06-25,68.25,3280.0,66.5,68.75,"{""numberLong"":""709423200""}"
1992-06-26,67.65,2450.6,66.25,68.75,"{""numberLong"":""709509600""}"
1992-06-29,68.61,1364.6,67.5,68.75,"{""numberLong"":""709768800""}"
1992-06-30,67.8,575.0,67.75,68.0,"{""numberLong"":""709855200""}"
1992-07-01,67.75,454.8,67.75,67.75,"{""numberLong"":""709941600""}"
1992-07-02,66.75,843.0,66.75,66.75,"{""numberLong"":""710028000""}"
1992-07-03,66.75,725.8,66.75,66.75,"{""numberLong"":""710114400""}"
1992-07-06,66.75,301.0,66.75,66.75,"{""numberLong"":""710373600""}"
1992-07-07,66.81,626.0,66.75,67.0,"{""numberLong"":""710460000""}"
1992-07-08,66.79,923.8,66.75,67.0,"{""numberLong"":""710546400""}"
1992-07-09,66.77,1239.6,66.75,67.0,"{""numberLong"":""710632800""}"
1992-07-10,66.97,1419.4,66.75,67.0,"{""numberLong"":""710719200""}"
1992-07-13,66.99,3050.0,66.75,67.0,"{""numberLong"":""710978400""}"
1992-07-14,66.94,2652.6,66.75,67.0,"{""numberLong"":""711064800""}"
1992-07-15,66.75,1143.2,66.75,66.75,"{""numberLong"":""711151200""}"
1992-07-16,66.75,1980.8,66.75,66.75,"{""numberLong"":""711237600""}"
1992-07-17,66.75,2262.0,66.75,66.75,"{""numberLong"":""711324000""}"
1992-07-20,66.75,514.0,66.75,66.75,"{""numberLong"":""711583200""}"
1992-07-21,66.75,1306.0,66.75,66.75,"{""numberLong"":""711669600""}"
1992-07-22,66.75,1415.4,66.75,66.75,"{""numberLong"":""711756000""}"
1992-07-23,66.75,4756.2,66.75,66.75,"{""numberLong"":""711842400""}"
1992-07-24,66.38,3323.4,65.0,66.75,"{""numberLong"":""711928800""}"
1992-07-27,66.23,1609.4,65.0,66.75,"{""numberLong"":""712188000""}"
1992-07-28,66.38,2299.4,65.0,66.75,"{""numberLong"":""712274400""}"
1992-07-29,66.04,1434.0,65.5,66.75,"{""numberLong"":""712360800""}"
1992-07-30,66.32,1469.6,65.75,66.75,"{""numberLong"":""712447200""}"
1992-07-31,66.75,491.0,66.75,66.75,"{""numberLong"":""712533600""}"
1992-08-03,66.94,1542.4,66.75,67.0,"{""numberLong"":""712792800""}"
1992-08-04,66.75,490.4,66.75,66.75,"{""numberLong"":""712879200""}"
1992-08-05,66.75,629.0,66.75,66.75,"{""numberLong"":""712965600""}"
1992-08-06,66.75,651.2,66.75,66.75,"{""numberLong"":""713052000""}"
1992-08-07,66.22,1047.4,65.5,66.75,"{""numberLong"":""713138400""}"
1992-08-10,66.75,840.2,66.75,66.75,"{""numberLong"":""713397600""}"
1992-08-11,66.49,2269.2,65.0,66.75,"{""numberLong"":""713484000""}"
1992-08-12,66.15,2404.2,64.75,66.75,"{""numberLong"":""713570400""}"
1992-08-13,66.06,2633.2,64.0,66.75,"{""numberLong"":""713656800""}"
1992-08-14,65.45,3864.0,64.0,66.75,"{""numberLong"":""713743200""}"
1992-08-17,66.64,1761.8,64.0,66.75,"{""numberLong"":""714002400""}"
1992-08-18,66.53,2255.4,66.5,66.75,"{""numberLong"":""714088800""}"
1992-08-19,65.19,2649.2,64.0,66.75,"{""numberLong"":""714175200""}"
1992-08-20,62.22,4514.0,62.0,63.0,"{""numberLong"":""714261600""}"
1992-08-21,62.07,5585.2,62.0,62.25,"{""numberLong"":""714348000""}"
