dt,PY_P06_ON,PY_P03_ON,PY_P04_ON,PY_P05_ON,UNIXTIME
1996-10-22,74.8,80951.0,74.75,75.0,"{""numberLong"":""845935200""}"
1996-10-23,74.9,106582.6,74.75,75.0,"{""numberLong"":""846021600""}"
1996-10-24,74.9,98833.6,74.75,75.0,"{""numberLong"":""846108000""}"
1996-10-25,74.88,72423.0,74.75,75.0,"{""numberLong"":""846194400""}"
1996-10-28,74.01,39209.2,71.0,75.0,"{""numberLong"":""846457200""}"
1996-10-29,,,,,"{""numberLong"":""846543600""}"
1996-10-30,74.84,87142.8,74.75,75.0,"{""numberLong"":""846630000""}"
1996-10-31,74.81,66631.6,74.75,75.0,"{""numberLong"":""846716400""}"
1996-11-01,74.79,51590.4,74.75,75.0,"{""numberLong"":""846802800""}"
1996-11-04,74.87,77252.0,74.75,75.0,"{""numberLong"":""847062000""}"
1996-11-05,74.86,82162.4,74.5,75.0,"{""numberLong"":""847148400""}"
1996-11-06,72.87,112540.0,70.0,75.0,"{""numberLong"":""847234800""}"
1996-11-07,74.9,132854.8,74.75,75.0,"{""numberLong"":""847321200""}"
1996-11-08,74.87,118145.8,74.75,75.0,"{""numberLong"":""847407600""}"
1996-11-11,74.78,82439.0,74.75,75.0,"{""numberLong"":""847666800""}"
1996-11-12,74.88,94742.2,74.75,75.0,"{""numberLong"":""847753200""}"
1996-11-13,74.87,103378.0,74.0,75.0,"{""numberLong"":""847839600""}"
1996-11-14,74.89,124265.2,74.75,75.0,"{""numberLong"":""847926000""}"
1996-11-15,74.96,140583.6,74.75,75.0,"{""numberLong"":""848012400""}"
1996-11-18,74.96,127887.2,74.75,75.0,"{""numberLong"":""848271600""}"
1996-11-19,74.95,123837.8,74.75,75.0,"{""numberLong"":""848358000""}"
1996-11-20,79.51,95291.6,77.5,80.0,"{""numberLong"":""848444400""}"
1996-11-21,79.84,111416.8,79.75,80.0,"{""numberLong"":""848530800""}"
1996-11-22,79.97,130698.6,79.75,80.0,"{""numberLong"":""848617200""}"
1996-11-25,79.97,132363.4,79.75,80.0,"{""numberLong"":""848876400""}"
1996-11-26,79.95,110071.6,79.75,80.0,"{""numberLong"":""848962800""}"
1996-11-27,79.93,84664.6,79.75,80.0,"{""numberLong"":""849049200""}"
1996-11-28,79.93,122890.2,79.75,80.0,"{""numberLong"":""849135600""}"
1996-11-29,79.97,144276.0,79.75,80.0,"{""numberLong"":""849222000""}"
1996-12-02,79.92,138848.6,79.75,80.0,"{""numberLong"":""849481200""}"
1996-12-03,79.93,128454.2,79.75,80.0,"{""numberLong"":""849567600""}"
1996-12-04,78.89,68901.6,74.5,80.0,"{""numberLong"":""849654000""}"
1996-12-05,77.79,67841.0,76.5,78.0,"{""numberLong"":""849740400""}"
1996-12-06,76.92,31745.2,75.0,77.75,"{""numberLong"":""849826800""}"
1996-12-09,77.76,40002.2,77.5,78.0,"{""numberLong"":""850086000""}"
1996-12-10,73.95,29841.6,58.0,77.75,"{""numberLong"":""850172400""}"
1996-12-11,77.81,54701.8,77.5,78.0,"{""numberLong"":""850258800""}"
1996-12-12,72.27,49399.6,57.0,77.75,"{""numberLong"":""850345200""}"
1996-12-13,59.98,64951.2,57.0,77.5,"{""numberLong"":""850431600""}"
1996-12-16,77.61,51471.0,75.0,78.0,"{""numberLong"":""850690800""}"
1996-12-17,77.75,37466.4,77.5,78.0,"{""numberLong"":""850777200""}"
1996-12-18,77.77,28825.0,77.25,78.0,"{""numberLong"":""850863600""}"
1996-12-19,58.73,36173.2,57.0,77.75,"{""numberLong"":""850950000""}"
1996-12-20,77.94,109983.6,77.5,78.0,"{""numberLong"":""851036400""}"
1996-12-23,77.39,74336.0,75.0,77.75,"{""numberLong"":""851295600""}"
1996-12-24,77.93,87061.4,77.75,78.0,"{""numberLong"":""851382000""}"
1996-12-25,57.51,64779.2,57.0,68.0,"{""numberLong"":""851468400""}"
1996-12-26,73.09,44109.4,64.0,78.0,"{""numberLong"":""851554800""}"
1996-12-27,77.45,40797.2,75.0,78.0,"{""numberLong"":""851641200""}"
1996-12-30,77.63,52768.2,71.0,78.0,"{""numberLong"":""851900400""}"
1996-12-31,57.62,108953.4,57.0,77.0,"{""numberLong"":""851986800""}"
