dt,YEARWEEK,AB_TOPLAM,AB_C1,AB_C2,UNIXTIME
1994-04-01,1994-13,4759.5,1488.1,3271.4,"{""numberLong"":""765151200""}"
1994-04-08,1994-14,4526.9,1488.1,3038.8,"{""numberLong"":""765756000""}"
1994-04-15,1994-15,4608.9,1488.1,3120.8,"{""numberLong"":""766360800""}"
1994-04-22,1994-16,4772.2,1488.1,3284.1,"{""numberLong"":""766965600""}"
1994-04-29,1994-17,4808.8,1488.1,3320.7,"{""numberLong"":""767570400""}"
1994-05-06,1994-18,4631.3,1488.1,3143.2,"{""numberLong"":""768175200""}"
1994-05-13,1994-19,4760.8,1488.1,3272.7,"{""numberLong"":""768780000""}"
1994-05-20,1994-20,4728.8,1488.1,3240.7,"{""numberLong"":""769384800""}"
1994-05-27,1994-21,4935.6,1488.1,3447.5,"{""numberLong"":""769989600""}"
1994-06-03,1994-22,5081.59,1476.3,3605.29,"{""numberLong"":""770594400""}"
1994-06-10,1994-23,5271.1,1476.3,3794.8,"{""numberLong"":""771199200""}"
1994-06-17,1994-24,5415.9,1476.3,3939.6,"{""numberLong"":""771804000""}"
1994-06-24,1994-25,5663.8,1476.3,4187.5,"{""numberLong"":""772408800""}"
1994-07-01,1994-26,5733.6,1476.3,4257.3,"{""numberLong"":""773013600""}"
1994-07-08,1994-27,6045.7,1476.3,4569.4,"{""numberLong"":""773618400""}"
1994-07-15,1994-28,6565.3,1476.3,5089.0,"{""numberLong"":""774223200""}"
1994-07-22,1994-29,6788.0,1478.9,5309.1,"{""numberLong"":""774828000""}"
1994-07-29,1994-30,6974.9,1478.9,5496.0,"{""numberLong"":""775432800""}"
1994-08-05,1994-31,7169.8,1478.9,5690.9,"{""numberLong"":""776037600""}"
1994-08-12,1994-32,7504.3,1481.0,6023.3,"{""numberLong"":""776642400""}"
1994-08-19,1994-33,7855.96,1480.98,6374.98,"{""numberLong"":""777247200""}"
1994-08-26,1994-34,7957.1,1461.8,6495.3,"{""numberLong"":""777852000""}"
1994-09-02,1994-35,7613.5,1449.0,6164.5,"{""numberLong"":""778456800""}"
1994-09-09,1994-36,7675.9,1438.9,6237.0,"{""numberLong"":""779061600""}"
1994-09-16,1994-37,7699.5,1438.9,6260.6,"{""numberLong"":""779666400""}"
1994-09-23,1994-38,7874.2,1438.9,6435.3,"{""numberLong"":""780271200""}"
1994-09-30,1994-39,8180.1,1438.9,6741.2,"{""numberLong"":""780879600""}"
1994-10-07,1994-40,8339.6,1438.9,6900.7,"{""numberLong"":""781484400""}"
1994-10-14,1994-41,8360.6,1438.9,6921.7,"{""numberLong"":""782089200""}"
1994-10-21,1994-42,8283.1,1433.8,6849.3,"{""numberLong"":""782694000""}"
1994-10-28,1994-43,8142.9,1419.5,6723.4,"{""numberLong"":""783298800""}"
1994-11-04,1994-44,8105.4,1410.0,6695.4,"{""numberLong"":""783903600""}"
1994-11-11,1994-45,8037.0,1410.0,6627.0,"{""numberLong"":""784508400""}"
1994-11-18,1994-46,8059.8,1410.0,6649.8,"{""numberLong"":""785113200""}"
1994-11-25,1994-47,8479.5,1410.0,7069.5,"{""numberLong"":""785718000""}"
1994-12-02,1994-48,8693.9,1410.0,7283.9,"{""numberLong"":""786322800""}"
1994-12-09,1994-49,8969.9,1410.0,7559.9,"{""numberLong"":""786927600""}"
1994-12-16,1994-50,8903.3,1410.0,7493.3,"{""numberLong"":""787532400""}"
1994-12-23,1994-51,8520.2,1410.0,7110.2,"{""numberLong"":""788137200""}"
1994-12-30,1994-52,8475.4,1410.0,7065.4,"{""numberLong"":""788742000""}"
1995-01-06,1995-1,8315.9,1410.0,6905.9,"{""numberLong"":""789346800""}"
1995-01-13,1995-2,9064.5,1410.0,7654.5,"{""numberLong"":""789951600""}"
1995-01-20,1995-3,10414.1,1410.0,9004.1,"{""numberLong"":""790556400""}"
1995-01-27,1995-4,10541.1,1402.9,9138.2,"{""numberLong"":""791161200""}"
1995-02-03,1995-5,10756.3,1400.3,9356.0,"{""numberLong"":""791766000""}"
1995-02-10,1995-6,10937.6,1400.3,9537.3,"{""numberLong"":""792370800""}"
1995-02-17,1995-7,11619.7,1400.3,10219.4,"{""numberLong"":""792975600""}"
1995-02-24,1995-8,11854.9,1400.3,10454.6,"{""numberLong"":""793580400""}"
1995-03-03,1995-9,12377.3,1400.3,10977.0,"{""numberLong"":""794185200""}"
1995-03-10,1995-10,12647.8,1400.3,11247.5,"{""numberLong"":""794790000""}"
1995-03-17,1995-11,12324.0,1400.3,10923.7,"{""numberLong"":""795394800""}"
1995-03-24,1995-12,12357.4,1400.3,10957.1,"{""numberLong"":""795999600""}"
1995-03-31,1995-13,12692.7,1400.3,11292.4,"{""numberLong"":""796600800""}"
1995-04-07,1995-14,13133.2,1400.1,11733.1,"{""numberLong"":""797205600""}"
1995-04-14,1995-15,12836.5,1392.2,11444.3,"{""numberLong"":""797810400""}"
1995-04-21,1995-16,12683.8,1386.4,11297.4,"{""numberLong"":""798415200""}"
1995-04-28,1995-17,13697.2,1382.8,12314.4,"{""numberLong"":""799020000""}"
1995-05-05,1995-18,14195.8,1382.9,12812.9,"{""numberLong"":""799624800""}"
1995-05-12,1995-19,13942.15,1382.88,12559.27,"{""numberLong"":""800229600""}"
1995-05-19,1995-20,13435.2,1382.9,12052.3,"{""numberLong"":""800834400""}"
1995-05-26,1995-21,13323.3,1382.9,11940.4,"{""numberLong"":""801439200""}"
1995-06-02,1995-22,13642.1,1383.0,12259.1,"{""numberLong"":""802044000""}"
1995-06-09,1995-23,14178.6,1383.0,12795.6,"{""numberLong"":""802648800""}"
1995-06-16,1995-24,14393.0,1383.0,13010.0,"{""numberLong"":""803253600""}"
1995-06-23,1995-25,14799.5,1383.0,13416.5,"{""numberLong"":""803858400""}"
1995-06-30,1995-26,14732.5,1383.0,13349.5,"{""numberLong"":""804463200""}"
1995-07-07,1995-27,14889.4,1383.0,13506.4,"{""numberLong"":""805068000""}"
1995-07-14,1995-28,14538.8,1383.0,13155.8,"{""numberLong"":""805672800""}"
1995-07-21,1995-29,14971.0,1383.1,13587.9,"{""numberLong"":""806277600""}"
1995-07-28,1995-30,15933.5,1383.1,14550.4,"{""numberLong"":""806882400""}"
1995-08-04,1995-31,16232.2,1383.1,14849.1,"{""numberLong"":""807487200""}"
1995-08-11,1995-32,16177.4,1383.1,14794.3,"{""numberLong"":""808092000""}"
1995-08-18,1995-33,15669.9,1383.5,14286.4,"{""numberLong"":""808696800""}"
1995-08-25,1995-34,16258.5,1383.5,14875.0,"{""numberLong"":""809301600""}"
1995-09-01,1995-35,16744.2,1383.5,15360.7,"{""numberLong"":""809906400""}"
1995-09-08,1995-36,16779.1,1383.4,15395.7,"{""numberLong"":""810511200""}"
1995-09-15,1995-37,16552.5,1383.3,15169.2,"{""numberLong"":""811116000""}"
1995-09-22,1995-38,16943.9,1383.3,15560.6,"{""numberLong"":""811720800""}"
1995-09-29,1995-39,17557.7,1383.4,16174.3,"{""numberLong"":""812329200""}"
1995-10-06,1995-40,17955.0,1383.4,16571.6,"{""numberLong"":""812934000""}"
1995-10-13,1995-41,17563.7,1383.0,16180.7,"{""numberLong"":""813538800""}"
1995-10-20,1995-42,17896.0,1383.0,16513.0,"{""numberLong"":""814143600""}"
1995-10-27,1995-43,18202.5,1383.1,16819.4,"{""numberLong"":""814748400""}"
1995-11-03,1995-44,17994.2,1383.1,16611.1,"{""numberLong"":""815353200""}"
1995-11-10,1995-45,18012.8,1383.1,16629.7,"{""numberLong"":""815958000""}"
1995-11-17,1995-46,17727.2,1383.1,16344.1,"{""numberLong"":""816562800""}"
1995-11-24,1995-47,16639.2,1383.1,15256.1,"{""numberLong"":""817167600""}"
1995-12-01,1995-48,16063.3,1383.1,14680.2,"{""numberLong"":""817768800""}"
1995-12-08,1995-49,15531.5,1383.1,14148.4,"{""numberLong"":""818377200""}"
1995-12-15,1995-50,15240.4,1383.1,13857.3,"{""numberLong"":""818982000""}"
1995-12-22,1995-51,14559.1,1383.1,13176.0,"{""numberLong"":""819586800""}"
1995-12-29,1995-52,13766.8,1383.1,12383.7,"{""numberLong"":""820191600""}"
1996-01-05,1996-1,13426.0,1383.2,12042.8,"{""numberLong"":""820796400""}"
1996-01-12,1996-2,14728.8,1383.2,13345.6,"{""numberLong"":""821401200""}"
1996-01-19,1996-3,14421.4,1383.2,13038.2,"{""numberLong"":""822006000""}"
1996-01-26,1996-4,14992.6,1383.2,13609.4,"{""numberLong"":""822610800""}"
1996-02-02,1996-5,14349.7,1383.2,12966.5,"{""numberLong"":""823215600""}"
1996-02-09,1996-6,14931.7,1383.4,13548.3,"{""numberLong"":""823820400""}"
1996-02-16,1996-7,15840.7,1383.3,14457.4,"{""numberLong"":""824425200""}"
1996-02-23,1996-8,15790.3,1383.3,14407.0,"{""numberLong"":""825030000""}"
1996-03-01,1996-9,15795.5,1383.2,14412.3,"{""numberLong"":""825634800""}"
1996-03-08,1996-10,15678.8,1383.2,14295.6,"{""numberLong"":""826239600""}"
1996-03-15,1996-11,15487.9,1383.2,14104.7,"{""numberLong"":""826844400""}"
1996-03-22,1996-12,15252.5,1383.2,13869.3,"{""numberLong"":""827449200""}"
1996-03-29,1996-13,15298.5,1383.2,13915.3,"{""numberLong"":""828054000""}"
1996-04-05,1996-14,15545.3,1383.2,14162.1,"{""numberLong"":""828655200""}"
1996-04-12,1996-15,15514.4,1383.2,14131.2,"{""numberLong"":""829260000""}"
1996-04-19,1996-16,15870.0,1383.2,14486.8,"{""numberLong"":""829864800""}"
1996-04-26,1996-17,16805.8,1383.2,15422.6,"{""numberLong"":""830469600""}"
1996-05-03,1996-18,16681.3,1383.2,15298.1,"{""numberLong"":""831074400""}"
1996-05-10,1996-19,16425.7,1383.2,15042.5,"{""numberLong"":""831679200""}"
1996-05-17,1996-20,16303.5,1383.2,14920.3,"{""numberLong"":""832284000""}"
1996-05-24,1996-21,16419.4,1383.2,15036.2,"{""numberLong"":""832888800""}"
1996-05-31,1996-22,16571.0,1383.2,15187.8,"{""numberLong"":""833493600""}"
1996-06-07,1996-23,16717.5,1383.2,15334.3,"{""numberLong"":""834098400""}"
1996-06-14,1996-24,17290.9,1383.2,15907.7,"{""numberLong"":""834703200""}"
1996-06-21,1996-25,17094.0,1383.2,15710.8,"{""numberLong"":""835308000""}"
1996-06-28,1996-26,17252.7,1383.2,15869.5,"{""numberLong"":""835912800""}"
1996-07-05,1996-27,16864.5,1383.2,15481.3,"{""numberLong"":""836517600""}"
1996-07-12,1996-28,16826.7,1383.2,15443.5,"{""numberLong"":""837122400""}"
1996-07-19,1996-29,16467.2,1383.2,15084.0,"{""numberLong"":""837727200""}"
1996-07-26,1996-30,16682.5,1383.2,15299.3,"{""numberLong"":""838332000""}"
1996-08-02,1996-31,17054.2,1383.2,15671.0,"{""numberLong"":""838936800""}"
1996-08-09,1996-32,17321.7,1383.2,15938.5,"{""numberLong"":""839541600""}"
1996-08-16,1996-33,17152.5,1382.9,15769.6,"{""numberLong"":""840146400""}"
1996-08-23,1996-34,17079.0,1382.9,15696.1,"{""numberLong"":""840751200""}"
1996-08-30,1996-35,17598.2,1382.9,16215.3,"{""numberLong"":""841356000""}"
1996-09-06,1996-36,18163.8,1382.9,16780.9,"{""numberLong"":""841960800""}"
1996-09-13,1996-37,17632.4,1382.9,16249.5,"{""numberLong"":""842565600""}"
1996-09-20,1996-38,17326.3,1382.9,15943.4,"{""numberLong"":""843170400""}"
1996-09-27,1996-39,18645.9,1382.9,17263.0,"{""numberLong"":""843775200""}"
1996-10-04,1996-40,18715.1,1382.9,17332.2,"{""numberLong"":""844380000""}"
1996-10-11,1996-41,18917.2,1382.9,17534.3,"{""numberLong"":""844984800""}"
1996-10-18,1996-42,18753.1,1382.9,17370.2,"{""numberLong"":""845589600""}"
1996-10-25,1996-43,18624.9,1382.9,17242.0,"{""numberLong"":""846194400""}"
1996-11-01,1996-44,18656.9,1382.9,17274.0,"{""numberLong"":""846802800""}"
1996-11-08,1996-45,18607.9,1382.9,17225.0,"{""numberLong"":""847407600""}"
1996-11-15,1996-46,18582.1,1382.8,17199.3,"{""numberLong"":""848012400""}"
1996-11-22,1996-47,18655.5,1383.0,17272.5,"{""numberLong"":""848617200""}"
1996-11-29,1996-48,18930.1,1383.0,17547.1,"{""numberLong"":""849222000""}"
1996-12-06,1996-49,19321.6,1383.0,17938.6,"{""numberLong"":""849826800""}"
1996-12-13,1996-50,19448.9,1383.2,18065.7,"{""numberLong"":""850431600""}"
1996-12-20,1996-51,18635.8,1383.2,17252.6,"{""numberLong"":""851036400""}"
1996-12-27,1996-52,17874.1,1383.2,16490.9,"{""numberLong"":""851641200""}"
1997-01-03,1997-1,17769.3,1383.2,16386.1,"{""numberLong"":""852242400""}"
