dt,MK.F.BILESIK,MK.F.MALI
1999-08-27,52.7731,69.2404
1999-08-30,,
1999-08-31,50.1828,65.3048
1999-09-01,51.3775,66.7016
1999-09-02,52.3009,68.193
1999-09-03,53.5864,69.9248
1999-09-06,58.2386,76.7141
1999-09-07,57.9978,76.0822
1999-09-08,60.9496,79.124
1999-09-09,61.1818,78.2451
1999-09-10,61.7829,78.3279
1999-09-13,60.5078,76.769
1999-09-14,61.4283,78.035
1999-09-15,61.0829,77.9641
1999-09-16,61.5069,78.2779
1999-09-17,61.6584,78.1637
1999-09-20,62.2199,78.4377
1999-09-21,61.7383,77.7397
1999-09-22,61.2125,77.4104
1999-09-23,62.5206,79.3763
1999-09-24,61.7927,78.5432
1999-09-27,60.9278,77.2877
1999-09-28,60.8693,77.8144
1999-09-29,60.9666,77.8723
1999-09-30,60.7112,77.5594
1999-10-01,59.6153,76.088
1999-10-04,58.5046,74.8941
1999-10-05,58.2221,73.9736
1999-10-06,59.2337,75.2913
1999-10-07,58.5524,74.5065
1999-10-08,57.9482,73.7547
1999-10-11,56.9977,72.4404
1999-10-12,57.8241,73.7464
1999-10-13,57.0153,72.6391
1999-10-14,57.189,73.8292
1999-10-15,59.3082,76.9618
1999-10-18,59.9802,77.567
1999-10-19,59.7006,77.0548
1999-10-20,59.1219,76.1183
1999-10-21,58.399,75.1034
1999-10-22,61.6052,79.5555
1999-10-25,64.0343,83.6069
1999-10-26,65.4555,86.1529
1999-10-27,65.0992,86.2795
1999-10-28,65.0992,86.2795
1999-10-29,,
1999-11-01,65.3473,88.2618
1999-11-02,65.4223,89.2764
1999-11-03,68.4369,93.8267
1999-11-04,70.4306,96.1494
1999-11-05,71.3254,96.9168
1999-11-08,71.7619,97.6054
1999-11-09,75.9354,105.3011
1999-11-10,79.1844,110.8682
1999-11-11,80.5758,112.6241
1999-11-12,82.9862,115.3044
1999-11-15,83.6485,116.1374
1999-11-16,83.3477,115.7015
1999-11-17,82.4489,113.1631
1999-11-18,83.2907,114.5243
1999-11-19,85.0937,117.4828
1999-11-22,88.7979,123.4504
1999-11-23,86.5679,119.5933
1999-11-24,85.5466,118.5575
1999-11-25,85.2582,117.5058
1999-11-26,79.9487,109.0708
1999-11-29,81.0475,109.38
1999-11-30,84.5948,113.9588
1999-12-01,87.762,117.4292
1999-12-02,92.1181,124.0875
1999-12-03,94.082,127.7749
1999-12-06,98.6108,135.1931
1999-12-07,100.7625,138.225
1999-12-08,98.4961,133.7672
1999-12-09,103.3675,141.697
1999-12-10,114.6784,159.9983
1999-12-13,129.1124,182.5514
1999-12-14,120.642,167.8492
1999-12-15,125.6005,173.2111
1999-12-16,129.7952,176.8044
1999-12-17,132.0608,179.0937
1999-12-20,134.3395,179.7068
1999-12-21,134.7997,179.6047
1999-12-22,135.8399,183.8575
1999-12-23,134.2858,182.1606
1999-12-24,144.0377,196.5868
1999-12-27,157.4794,218.1925
1999-12-28,152.0878,211.8077
1999-12-29,,
1999-12-30,,
1999-12-31,,
2000-01-03,,
2000-01-04,175.12,244.43
2000-01-05,169.32,230.62
2000-01-06,162.0,212.32
2000-01-07,158.37,208.4189
2000-01-10,,
2000-01-11,163.47,215.73
2000-01-12,169.34,221.87
2000-01-13,181.38,238.22
2000-01-14,191.1,250.8
2000-01-17,184.58,241.41
2000-01-18,195.77,260.57
2000-01-19,192.8836,256.6603
2000-01-20,,
2000-01-21,175.9365,234.4564
2000-01-24,165.7357,222.9699
2000-01-25,173.9941,234.268
2000-01-26,180.14,243.72
2000-01-27,180.99,244.74
2000-01-28,181.72,246.7
2000-01-31,167.15,224.89
2000-02-01,163.42,220.02
2000-02-02,160.4,216.76
2000-02-03,160.97,216.64
2000-02-04,168.71,226.79
2000-02-07,163.78,220.82
2000-02-08,160.5,216.44
2000-02-09,154.33,207.33
2000-02-10,158.3,212.69
2000-02-11,155.98,210.03
2000-02-14,152.37,206.36
2000-02-15,158.59,214.86
2000-02-16,158.34,214.36
2000-02-17,153.42,208.67
2000-02-18,153.64,209.45
2000-02-21,145.69,198.78
2000-02-22,139.94,192.64
2000-02-23,134.47,185.18
2000-02-24,146.52,200.95
2000-02-25,156.18,213.91
2000-02-28,153.15,210.75
2000-02-29,159.46,218.56
2000-03-01,171.99,236.53
2000-03-02,169.4,230.03
2000-03-03,167.84,227.63
2000-03-06,165.63,226.07
2000-03-07,172.23,235.05
2000-03-08,173.44,237.52
2000-03-09,183.15,251.51
2000-03-10,178.41,243.93
2000-03-13,,
2000-03-14,,
2000-03-15,,
2000-03-16,,
2000-03-17,,
2000-03-20,174.44,237.78
2000-03-21,175.46,239.65
2000-03-22,168.23,228.89
2000-03-23,174.39,239.01
2000-03-24,176.69,242.2
2000-03-27,176.12,240.35
2000-03-28,172.77,235.89
2000-03-29,169.51,232.02
2000-03-30,156.86,214.56
2000-03-31,159.2,218.14
2000-04-03,157.61,214.44
2000-04-04,162.16,221.1
2000-04-05,158.63,216.35
2000-04-06,169.17,230.29
2000-04-07,169.01,228.54
2000-04-10,168.55,229.69
2000-04-11,165.59,226.19
2000-04-12,169.03,232.85
2000-04-13,177.46,242.5
2000-04-14,183.67,248.91
2000-04-17,172.46,232.36
2000-04-18,167.09,224.31
2000-04-19,168.09,225.36
2000-04-20,169.39,227.26
2000-04-21,169.86,226.98
2000-04-24,170.02,227.47
2000-04-25,179.56,239.68
2000-04-26,185.82,248.56
2000-04-27,184.7,247.41
2000-04-28,192.06,257.34
2000-05-01,190.59,255.07
2000-05-02,194.06,262.59
2000-05-03,190.92,258.37
2000-05-04,180.28,243.53
2000-05-05,180.86,242.4
2000-05-08,173.45,203.74
2000-05-09,179.74,241.55
2000-05-10,177.77,239.49
2000-05-11,178.97,241.1
2000-05-12,175.57,236.51
2000-05-15,170.13,229.96
2000-05-16,174.93,237.54
2000-05-17,169.25,230.12
2000-05-18,164.49,222.79
2000-05-19,,
2000-05-22,162.41,219.91
2000-05-23,155.84,211.33
2000-05-24,158.2,214.36
2000-05-25,163.29,222.38
2000-05-26,159.22,216.96
2000-05-29,158.84,215.74
2000-05-30,157.69,214.23
2000-05-31,162.06,221.0
2000-06-01,167.7,229.54
2000-06-02,165.2,226.34
2000-06-05,166.29,228.06
2000-06-06,167.2,229.21
2000-06-07,161.92,220.86
2000-06-08,166.63,226.45
2000-06-09,164.61,221.98
2000-06-12,159.03,213.46
2000-06-13,156.14,207.77
2000-06-14,151.84,201.86
2000-06-15,149.66,198.52
2000-06-16,143.51,189.72
2000-06-19,145.44,192.89
2000-06-20,147.48,195.05
2000-06-21,146.59,193.2
2000-06-22,148.85,197.21
2000-06-23,149.31,199.43
2000-06-26,146.33,194.03
2000-06-27,146.63,194.82
2000-06-28,147.9,197.47
2000-06-29,144.05,191.37
2000-06-30,144.66,193.49
2000-07-03,145.54,194.7
2000-07-04,142.54,190.84
2000-07-05,143.01,190.72
2000-07-06,145.44,193.89
2000-07-07,143.77,191.59
2000-07-10,145.77,194.68
2000-07-11,145.09,192.66
2000-07-12,138.31,183.31
2000-07-13,137.92,182.6
2000-07-14,134.36,177.04
2000-07-17,129.48,170.5
2000-07-18,127.66,169.52
2000-07-19,128.03,170.02
2000-07-20,131.54,175.57
2000-07-21,133.07,178.14
2000-07-24,135.87,182.76
2000-07-25,137.67,185.61
2000-07-26,136.73,184.16
2000-07-27,135.72,182.65
2000-07-28,138.29,186.07
2000-07-31,139.61,188.81
2000-08-01,139.86,188.96
2000-08-02,142.15,191.48
2000-08-03,140.31,188.09
2000-08-04,138.99,186.01
2000-08-07,134.89,181.4
2000-08-08,133.1,179.47
2000-08-09,130.64,174.96
2000-08-10,128.16,172.07
2000-08-11,126.11,168.52
2000-08-14,135.2,183.82
2000-08-15,134.76,182.95
2000-08-16,130.66,176.75
2000-08-17,128.9,173.59
2000-08-18,130.1,175.59
2000-08-21,130.94,176.6
2000-08-22,124.47,167.69
2000-08-23,130.59,176.53
2000-08-24,133.44,180.66
2000-08-25,131.71,178.17
2000-08-28,130.76,177.1
2000-08-29,131.27,178.81
2000-08-30,,
2000-08-31,131.2,178.43
2000-09-01,130.92,178.0
2000-09-04,131.7,179.9
2000-09-05,131.73,179.93
2000-09-06,132.56,181.08
2000-09-07,127.82,174.53
2000-09-08,123.5,168.84
2000-09-11,119.99,162.19
2000-09-12,112.98,152.91
2000-09-13,118.53,160.03
2000-09-14,116.06,156.49
2000-09-15,114.34,153.16
2000-09-18,109.64,146.67
2000-09-19,107.29,143.24
2000-09-20,108.25,144.99
2000-09-21,112.77,152.42
2000-09-22,109.07,147.18
2000-09-25,111.53,150.74
2000-09-26,112.07,152.01
2000-09-27,112.41,152.02
2000-09-28,114.07,154.21
2000-09-29,112.01,151.57
2000-10-02,112.55,152.05
2000-10-03,114.24,154.16
2000-10-04,114.73,154.8
2000-10-05,118.34,160.7
2000-10-06,120.67,163.94
2000-10-09,122.77,166.82
2000-10-10,124.92,168.75
2000-10-11,132.63,181.4
2000-10-12,131.23,179.84
2000-10-13,126.07,172.43
2000-10-16,134.35,184.63
2000-10-17,137.43,188.68
2000-10-18,135.39,184.94
2000-10-19,134.44,184.61
2000-10-20,139.46,190.81
2000-10-23,133.43,181.64
2000-10-24,132.1,180.36
2000-10-25,135.45,185.05
2000-10-26,132.81,180.85
2000-10-27,133.78,183.62
2000-10-30,132.53,181.05
2000-10-31,135.24,185.34
2000-11-01,138.08,189.31
2000-11-02,142.14,195.0
2000-11-03,146.36,200.66
2000-11-06,145.76,198.91
2000-11-07,141.39,191.72
2000-11-08,137.11,185.67
2000-11-09,135.98,183.85
2000-11-10,138.79,187.76
2000-11-13,136.2,183.87
2000-11-14,129.57,174.3
2000-11-15,132.2,179.16
2000-11-16,132.21,179.98
2000-11-17,129.85,176.91
2000-11-20,123.49,168.45
2000-11-21,119.35,162.37
2000-11-22,109.24,148.65
2000-11-23,114.11,155.08
2000-11-24,109.67,148.21
2000-11-27,108.51,145.47
2000-11-28,96.44,129.02
2000-11-29,94.35,125.24
2000-11-30,96.36,128.47
2000-12-01,83.78,111.1
2000-12-04,73.4,97.55
2000-12-05,80.67,107.97
2000-12-06,94.73,127.04
2000-12-07,102.34,139.03
2000-12-08,90.88,123.53
2000-12-11,96.16,131.33
2000-12-12,94.82,129.77
2000-12-13,86.77,119.95
2000-12-14,89.28,121.9
2000-12-15,97.93,133.01
2000-12-18,92.72,126.87
2000-12-19,92.09,126.76
2000-12-20,90.66,125.13
2000-12-21,91.57,125.42
2000-12-22,94.06,127.94
2000-12-25,,
2000-12-26,,
2000-12-27,,
2000-12-28,,
2000-12-29,,
2001-01-01,,
2001-01-02,93.71,127.15
2001-01-03,94.14,128.55
2001-01-04,98.6,134.88
2001-01-05,101.45,139.57
2001-01-08,101.35,138.95
2001-01-09,105.61,145.97
2001-01-10,112.21,155.75
2001-01-11,114.25,157.19
2001-01-12,110.29,152.88
2001-01-15,106.26,147.78
2001-01-16,104.04,144.38
2001-01-17,107.14,150.13
2001-01-18,111.65,157.02
2001-01-19,111.39,157.56
2001-01-22,114.07,161.58
2001-01-23,107.47,152.61
2001-01-24,112.81,160.91
2001-01-25,108.48,155.95
2001-01-26,109.26,156.42
2001-01-29,104.95,150.75
2001-01-30,104.84,150.7
2001-01-31,104.38,149.71
2001-02-01,106.02,152.19
2001-02-02,106.19,152.42
2001-02-05,101.71,145.73
2001-02-06,98.56,141.41
2001-02-07,98.97,142.18
2001-02-08,99.3,143.12
2001-02-09,93.33,133.55
2001-02-12,91.5,131.16
2001-02-13,90.32,129.85
2001-02-14,96.58,139.52
2001-02-15,98.87,143.15
2001-02-16,99.15,143.6
2001-02-19,89.96,130.61
2001-02-20,87.09,126.57
2001-02-21,77.16,111.91
2001-02-22,79.46,113.84
2001-02-23,80.39,110.63
2001-02-26,89.59,122.22
2001-02-27,87.84,120.37
2001-02-28,85.12,115.09
2001-03-01,92.43,125.86
2001-03-02,94.71,128.78
2001-03-05,,
2001-03-06,,
2001-03-07,,
2001-03-08,,
2001-03-09,,
2001-03-12,92.35,125.17
2001-03-13,81.5,108.66
2001-03-14,84.81,113.14
2001-03-15,81.93,109.79
2001-03-16,87.74,117.09
2001-03-19,87.43,117.16
2001-03-20,88.17,118.7
2001-03-21,89.35,120.16
2001-03-22,83.32,112.0
2001-03-23,83.49,112.43
2001-03-26,83.73,112.82
2001-03-27,79.87,107.43
2001-03-28,74.09,99.99
2001-03-29,73.41,98.97
2001-03-30,75.49,101.8
2001-04-02,79.04,107.17
2001-04-03,78.65,106.61
2001-04-04,78.49,106.82
2001-04-05,83.8,114.65
2001-04-06,83.97,115.76
2001-04-09,83.58,114.4
2001-04-10,83.43,114.88
2001-04-11,84.49,117.13
2001-04-12,88.72,121.59
2001-04-13,91.03,125.63
2001-04-16,91.25,125.92
2001-04-17,90.03,123.64
2001-04-18,90.12,123.36
2001-04-19,92.66,126.69
2001-04-20,95.75,130.46
2001-04-23,,
2001-04-24,98.4,134.31
2001-04-25,101.54,139.46
2001-04-26,104.05,143.14
2001-04-27,117.94,163.21
2001-04-30,125.91,176.92
2001-05-01,122.35,171.51
2001-05-02,120.4,168.77
2001-05-03,123.85,173.55
2001-05-04,131.4,187.06
2001-05-07,126.08,178.99
2001-05-08,123.29,175.27
2001-05-09,124.75,177.08
2001-05-10,123.83,175.46
2001-05-11,117.68,165.48
2001-05-14,118.6,168.65
2001-05-15,119.4,169.63
2001-05-16,120.87,172.28
2001-05-17,125.12,179.99
2001-05-18,123.93,178.63
2001-05-21,126.04,181.93
2001-05-22,129.11,186.21
2001-05-23,122.94,177.13
2001-05-24,119.22,171.02
2001-05-25,118.36,169.96
2001-05-28,116.92,167.64
2001-05-29,110.72,158.45
2001-05-30,110.23,158.06
2001-05-31,101.39,145.15
2001-06-01,112.77,163.52
2001-06-04,115.9,168.47
2001-06-05,114.27,167.93
2001-06-06,111.24,162.99
2001-06-07,118.71,175.44
2001-06-08,121.7,179.91
2001-06-11,118.32,174.35
2001-06-12,112.79,165.33
2001-06-13,115.61,169.7
2001-06-14,116.31,170.43
2001-06-15,120.17,175.78
2001-06-18,117.12,171.07
2001-06-19,111.92,163.52
2001-06-20,107.96,156.86
2001-06-21,107.75,156.14
2001-06-22,108.8,157.94
2001-06-25,109.38,158.56
2001-06-26,110.12,158.93
2001-06-27,112.51,162.06
2001-06-28,112.16,160.54
2001-06-29,112.76,161.6
2001-07-02,111.31,159.65
2001-07-03,110.2,158.01
2001-07-04,108.83,155.54
2001-07-05,111.56,159.05
2001-07-06,106.56,152.18
2001-07-09,103.83,146.21
2001-07-10,101.55,143.3
2001-07-11,94.45,132.19
2001-07-12,90.87,126.57
2001-07-13,91.09,126.67
2001-07-16,86.92,120.09
2001-07-17,88.17,122.01
2001-07-18,93.13,129.74
2001-07-19,94.01,131.2
2001-07-20,96.19,135.02
2001-07-23,96.06,134.69
2001-07-24,102.25,143.97
2001-07-25,98.79,139.36
2001-07-26,95.47,133.57
2001-07-27,98.43,138.05
2001-07-30,98.85,138.54
2001-07-31,98.82,138.48
2001-08-01,102.05,143.36
2001-08-02,101.21,142.13
2001-08-03,99.73,139.39
2001-08-06,101.39,141.86
2001-08-07,97.98,137.01
2001-08-08,95.12,131.67
2001-08-09,94.7,130.95
2001-08-10,91.86,126.1
2001-08-13,90.37,125.14
2001-08-14,89.65,123.58
2001-08-15,89.47,123.11
2001-08-16,92.86,128.7
2001-08-17,97.08,135.14
2001-08-20,95.12,131.22
2001-08-21,97.49,134.17
2001-08-22,95.38,131.07
2001-08-23,96.25,131.95
2001-08-24,96.51,131.26
2001-08-27,101.81,138.3
2001-08-28,102.96,140.24
2001-08-29,100.9,137.78
2001-08-30,,
2001-08-31,97.72,133.26
2001-09-03,97.43,132.64
2001-09-04,93.98,127.68
2001-09-05,96.81,131.6
2001-09-06,96.81,130.63
2001-09-07,99.0,133.9
2001-09-10,94.74,128.28
2001-09-11,95.8,130.56
2001-09-12,,
2001-09-13,85.9,116.7
2001-09-14,80.89,109.5
2001-09-17,71.3,96.22
2001-09-18,77.65,104.42
2001-09-19,79.23,105.91
2001-09-20,77.63,103.76
2001-09-21,73.98,98.46
2001-09-24,75.04,99.4
2001-09-25,76.45,101.49
2001-09-26,75.12,99.58
2001-09-27,72.63,95.51
2001-09-28,75.46,98.98
2001-10-01,77.35,100.68
2001-10-02,77.31,100.71
2001-10-03,76.91,100.04
2001-10-04,77.95,100.88
2001-10-05,75.76,97.21
2001-10-08,73.39,93.25
2001-10-09,74.96,95.01
2001-10-10,77.54,97.88
2001-10-11,84.65,107.22
2001-10-12,83.05,104.26
2001-10-15,85.67,107.8
2001-10-16,87.43,110.63
2001-10-17,88.88,112.05
2001-10-18,88.06,111.08
2001-10-19,87.22,109.64
2001-10-22,89.57,112.55
2001-10-23,96.37,123.04
2001-10-24,96.89,123.25
2001-10-25,94.44,119.81
2001-10-26,98.24,124.53
2001-10-29,,
2001-10-30,98.5,123.99
2001-10-31,97.22,121.44
2001-11-01,98.35,123.25
2001-11-02,98.79,121.98
2001-11-05,100.02,124.18
2001-11-06,103.72,129.21
2001-11-07,105.22,130.18
2001-11-08,103.43,127.67
2001-11-09,103.15,127.81
2001-11-12,101.22,124.89
2001-11-13,103.53,128.39
2001-11-14,104.5,129.66
2001-11-15,109.59,138.17
2001-11-16,114.05,145.75
2001-11-19,120.31,154.9
2001-11-20,122.34,159.4
2001-11-21,116.5,151.84
2001-11-22,118.85,154.57
2001-11-23,116.8,151.45
2001-11-26,118.51,154.37
2001-11-27,120.21,157.16
2001-11-28,110.03,143.12
2001-11-29,108.5,140.05
2001-11-30,109.86,141.65
2001-12-03,113.58,147.23
2001-12-04,114.16,147.84
2001-12-05,117.23,152.4
2001-12-06,122.6,160.47
2001-12-07,127.06,165.6
2001-12-10,128.75,169.38
2001-12-11,125.03,164.03
2001-12-12,126.07,165.07
2001-12-13,129.85,170.98
2001-12-14,126.55,165.54
2001-12-17,,
2001-12-18,,
2001-12-19,127.48,168.06
2001-12-20,126.96,166.5
2001-12-21,125.82,164.91
2001-12-24,127.3,166.98
2001-12-25,127.66,166.95
2001-12-26,132.02,172.83
2001-12-27,132.81,173.57
2001-12-28,138.09,183.72
2001-12-31,,
2002-01-01,,
2002-01-02,137.16,183.14
2002-01-03,141.37,188.26
2002-01-04,,
2002-01-07,148.64,198.8
2002-01-08,149.31,199.61
2002-01-09,146.71,198.37
2002-01-10,140.69,190.39
2002-01-11,137.19,186.01
2002-01-14,137.15,185.05
2002-01-15,132.25,178.36
2002-01-16,130.35,174.06
2002-01-17,129.35,171.05
2002-01-18,129.9,171.61
2002-01-21,127.29,168.18
2002-01-22,126.41,167.94
2002-01-23,128.36,170.49
2002-01-24,129.8,174.01
2002-01-25,127.46,170.95
2002-01-28,126.61,169.06
2002-01-29,126.11,169.1
2002-01-30,122.37,164.41
2002-01-31,129.09,173.65
2002-02-01,133.37,180.94
2002-02-04,132.04,177.1
2002-02-05,128.01,171.85
2002-02-06,122.79,164.21
2002-02-07,119.47,159.97
2002-02-08,113.65,151.09
2002-02-11,115.42,154.46
2002-02-12,115.16,154.5
2002-02-13,118.68,159.82
2002-02-14,116.84,156.86
2002-02-15,115.51,153.99
2002-02-18,111.46,149.26
2002-02-19,112.13,151.26
2002-02-20,112.1,150.54
2002-02-21,111.66,149.2
2002-02-22,,
2002-02-25,,
2002-02-26,111.65,149.1
2002-02-27,109.99,147.34
2002-02-28,108.5,145.14
2002-03-01,113.12,151.75
2002-03-04,116.93,157.46
2002-03-05,116.73,158.18
2002-03-06,114.92,155.49
2002-03-07,118.14,159.97
2002-03-08,116.28,157.31
2002-03-11,115.22,155.94
2002-03-12,109.18,147.55
2002-03-13,107.31,146.18
2002-03-14,106.38,144.55
2002-03-15,106.5,144.42
2002-03-18,106.15,144.63
2002-03-19,106.75,145.85
2002-03-20,107.95,148.92
2002-03-21,109.85,151.57
2002-03-22,116.33,162.5
2002-03-25,116.82,163.21
2002-03-26,118.07,163.8
2002-03-27,118.3,165.24
2002-03-28,121.47,170.03
2002-03-29,117.7,164.45
2002-04-01,115.26,161.85
2002-04-02,116.59,164.47
2002-04-03,115.95,164.2
2002-04-04,114.4,162.09
2002-04-05,118.05,166.93
2002-04-08,118.79,169.52
2002-04-09,117.2,165.96
2002-04-10,118.06,168.44
2002-04-11,124.39,178.77
2002-04-12,123.45,176.23
2002-04-15,124.24,178.01
2002-04-16,125.84,179.97
2002-04-17,122.2,174.49
2002-04-18,122.05,173.57
2002-04-19,118.09,167.19
2002-04-22,117.58,166.32
2002-04-23,,
2002-04-24,117.23,165.22
2002-04-25,118.41,166.89
2002-04-26,119.05,167.95
2002-04-29,116.44,162.67
2002-04-30,116.24,163.29
2002-05-01,114.33,160.56
2002-05-02,114.41,160.64
2002-05-03,113.71,159.87
2002-05-06,113.01,159.36
2002-05-07,115.82,164.51
2002-05-08,118.39,167.78
2002-05-09,119.54,168.97
2002-05-10,116.39,164.51
2002-05-13,115.86,163.31
2002-05-14,116.43,164.2
2002-05-15,115.57,163.69
2002-05-16,114.37,161.19
2002-05-17,110.97,155.48
2002-05-20,105.25,146.75
2002-05-21,108.42,151.46
2002-05-22,108.16,151.62
2002-05-23,107.74,150.59
2002-05-24,108.5,151.52
2002-05-27,109.98,153.06
2002-05-28,109.03,152.09
2002-05-29,107.41,149.95
2002-05-30,106.69,148.52
2002-05-31,102.68,143.04
2002-06-03,101.88,142.39
2002-06-04,101.85,141.92
2002-06-05,104.01,144.01
2002-06-06,105.57,146.59
2002-06-07,101.81,140.8
2002-06-10,99.13,136.55
2002-06-11,96.41,131.04
2002-06-12,97.83,131.95
2002-06-13,99.63,134.81
2002-06-14,95.5,128.15
2002-06-17,94.2,125.74
2002-06-18,92.92,124.51
2002-06-19,91.93,121.92
2002-06-20,94.29,125.74
2002-06-21,91.64,122.28
2002-06-24,91.23,120.92
2002-06-25,89.79,116.41
2002-06-26,87.31,111.4
2002-06-27,89.72,114.36
2002-06-28,93.58,119.88
2002-07-01,94.39,121.15
2002-07-02,92.65,118.3
2002-07-03,87.99,110.19
2002-07-04,91.11,113.07
2002-07-05,91.56,112.93
2002-07-08,89.2,110.28
2002-07-09,88.66,109.02
2002-07-10,87.76,106.47
2002-07-11,91.15,109.31
2002-07-12,91.71,109.93
2002-07-15,93.88,112.39
2002-07-16,95.32,114.76
2002-07-17,101.66,122.36
2002-07-18,104.35,127.5
2002-07-19,104.22,127.24
2002-07-22,101.16,122.59
2002-07-23,102.25,123.78
2002-07-24,98.06,118.14
2002-07-25,99.42,119.74
2002-07-26,97.78,116.94
2002-07-29,100.29,120.32
2002-07-30,103.94,124.47
2002-07-31,102.46,122.96
2002-08-01,104.43,125.92
2002-08-02,108.61,131.92
2002-08-05,107.67,131.52
2002-08-06,104.6,126.68
2002-08-07,105.67,127.84
2002-08-08,105.3,127.25
2002-08-09,104.52,125.57
2002-08-12,102.78,124.21
2002-08-13,102.47,124.16
2002-08-14,100.82,122.65
2002-08-15,98.37,118.98
2002-08-16,97.66,117.87
2002-08-19,97.9,117.75
2002-08-20,98.02,117.79
2002-08-21,96.83,116.2
2002-08-22,95.71,114.92
2002-08-23,94.42,112.33
2002-08-26,91.86,109.32
2002-08-27,93.26,110.32
2002-08-28,93.41,110.57
2002-08-29,95.87,114.35
2002-08-30,,
2002-09-02,93.82,111.39
2002-09-03,93.05,110.43
2002-09-04,93.09,110.52
2002-09-05,93.97,110.86
2002-09-06,95.82,114.04
2002-09-09,94.92,113.44
2002-09-10,91.12,108.78
2002-09-11,90.0,106.69
2002-09-12,92.94,111.63
2002-09-13,90.94,107.81
2002-09-16,91.16,108.44
2002-09-17,92.05,110.0
2002-09-18,92.92,111.13
2002-09-19,92.37,110.61
2002-09-20,92.46,110.3
2002-09-23,93.77,112.35
2002-09-24,91.41,109.09
2002-09-25,90.02,107.78
2002-09-26,90.18,108.4
2002-09-27,88.48,105.87
2002-09-30,87.57,105.56
2002-10-01,87.46,105.1
2002-10-02,90.42,108.99
2002-10-03,89.18,107.33
2002-10-04,89.45,106.8
2002-10-07,88.14,105.54
2002-10-08,88.58,106.01
2002-10-09,88.86,105.26
2002-10-10,91.74,109.53
2002-10-11,92.71,110.63
2002-10-14,91.02,108.85
2002-10-15,90.67,108.56
2002-10-16,92.65,110.61
2002-10-17,95.2,113.48
2002-10-18,95.31,113.24
2002-10-21,98.5,118.21
2002-10-22,101.36,122.25
2002-10-23,100.2,121.21
2002-10-24,102.93,125.47
2002-10-25,104.03,126.7
2002-10-28,104.38,127.23
2002-10-29,,
2002-10-30,101.75,124.0
2002-10-31,104.09,126.53
2002-11-01,101.66,123.36
2002-11-04,109.53,133.28
2002-11-05,115.71,142.62
2002-11-06,121.35,151.66
2002-11-07,126.79,159.46
2002-11-08,137.11,177.92
2002-11-11,129.93,168.06
2002-11-12,125.23,160.75
2002-11-13,123.85,159.85
2002-11-14,134.06,174.01
2002-11-15,130.95,170.53
2002-11-18,142.1,183.81
2002-11-19,139.0,177.91
2002-11-20,132.71,170.45
2002-11-21,134.37,173.23
2002-11-22,137.34,177.14
2002-11-25,130.2,167.33
2002-11-26,130.2,167.33
2002-11-27,125.31,158.42
2002-11-28,130.07,164.15
2002-11-29,130.18,163.74
2002-12-02,131.73,166.0
2002-12-03,131.42,166.17
2002-12-04,132.87,168.31
2002-12-05,,
2002-12-06,,
2002-12-09,127.04,160.09
2002-12-10,127.82,161.18
2002-12-11,128.79,162.76
2002-12-12,127.53,160.81
2002-12-13,129.21,163.73
2002-12-16,127.97,160.63
2002-12-17,120.07,150.58
2002-12-18,114.86,143.53
2002-12-19,113.23,141.13
2002-12-20,112.61,139.82
2002-12-23,109.06,135.93
2002-12-24,101.37,125.25
2002-12-25,105.02,129.84
2002-12-26,108.19,134.09
2002-12-27,104.72,130.39
2002-12-30,102.5,126.69
2002-12-31,102.89,127.93
2003-01-01,,
2003-01-02,105.72,131.74
2003-01-03,105.92,131.56
2003-01-06,104.45,129.52
2003-01-07,99.8,123.78
2003-01-08,100.07,124.01
2003-01-09,99.65,123.1
2003-01-10,102.39,126.82
2003-01-13,102.11,126.45
2003-01-14,104.54,129.17
2003-01-15,103.56,127.83
2003-01-16,103.94,128.45
2003-01-17,102.98,127.41
2003-01-20,101.81,125.35
2003-01-21,107.64,132.69
2003-01-22,105.12,129.22
2003-01-23,106.29,130.24
2003-01-24,107.12,130.86
2003-01-27,109.02,133.68
2003-01-28,108.25,132.78
2003-01-29,106.44,130.77
2003-01-30,108.28,133.23
2003-01-31,108.31,133.55
2003-02-03,110.62,136.94
2003-02-04,108.05,134.01
2003-02-05,105.67,130.59
2003-02-06,107.5,133.58
2003-02-07,109.77,135.85
2003-02-10,,
2003-02-11,,
2003-02-12,,
2003-02-13,,
2003-02-14,,
2003-02-17,109.29,134.84
2003-02-18,114.97,142.73
2003-02-19,118.83,149.35
2003-02-20,119.11,149.81
2003-02-21,115.41,144.58
2003-02-24,116.83,147.47
2003-02-25,111.92,141.32
2003-02-26,113.1,142.37
2003-02-27,114.98,144.62
2003-02-28,113.53,143.0
2003-03-03,102.65,129.55
2003-03-04,102.94,127.91
2003-03-05,105.38,131.68
2003-03-06,108.27,136.52
2003-03-07,108.75,136.52
2003-03-10,109.73,137.68
2003-03-11,107.27,133.51
2003-03-12,106.41,132.35
2003-03-13,106.05,132.3
2003-03-14,106.38,132.51
2003-03-17,97.44,120.26
2003-03-18,104.46,128.15
2003-03-19,98.74,120.25
2003-03-20,97.85,118.49
2003-03-21,90.76,108.25
2003-03-24,91.14,107.92
2003-03-25,90.73,106.8
2003-03-26,94.87,112.85
2003-03-27,94.79,112.21
2003-03-28,94.62,112.27
2003-03-31,95.34,113.49
2003-04-01,95.52,113.54
2003-04-02,97.54,114.95
