dt,PY.P06.ON,PY.P04.ON,PY.P05.ON,PY.P01.ON,PY.P02.ON,PY.P03.ON
1998-11-03,78.88,76.0,79.0,46.0,79.0,25118000000.0
1998-11-04,78.91,78.75,79.0,46.0,79.0,24592000000.0
1998-11-05,78.95,78.75,79.0,46.0,79.0,37522000000.0
1998-11-06,78.95,78.75,79.0,46.0,79.0,29448000000.0
1998-11-09,78.91,78.75,79.0,46.0,79.0,20426000000.0
1998-11-10,78.86,77.0,79.0,46.0,79.0,34002000000.0
1998-11-11,78.93,78.75,79.0,46.0,79.0,29496000000.0
1998-11-12,78.96,78.75,79.0,46.0,79.0,41562000000.0
1998-11-13,78.98,78.75,79.0,46.0,79.0,44390000000.0
1998-11-16,78.98,78.75,79.0,46.0,79.0,37450000000.0
1998-11-17,78.97,78.75,79.0,46.0,79.0,30594000000.0
1998-11-18,78.93,78.75,79.0,46.0,79.0,26148000000.0
1998-11-19,78.95,78.75,79.0,46.0,79.0,33026000000.0
1998-11-20,78.89,78.0,79.0,46.0,79.0,25954000000.0
1998-11-23,78.89,78.75,79.0,46.0,79.0,37518000000.0
1998-11-24,78.95,78.75,79.0,46.0,79.0,35532000000.0
1998-11-25,78.97,78.75,79.0,46.0,79.0,41008000000.0
1998-11-26,78.95,78.75,79.0,46.0,79.0,39212000000.0
1998-11-27,78.97,78.75,79.0,46.0,79.0,41860000000.0
1998-11-30,78.98,78.75,79.0,46.0,79.0,51744000000.0
1998-12-01,78.99,78.75,79.0,46.0,79.0,40046000000.0
1998-12-02,78.95,78.75,79.0,46.0,79.0,28038000000.0
1998-12-03,78.93,78.75,79.0,46.0,79.0,31942000000.0
1998-12-04,78.91,78.75,79.0,46.0,79.0,33876000000.0
1998-12-07,78.92,78.75,79.0,46.0,79.0,32012000000.0
1998-12-08,78.93,78.75,79.0,46.0,79.0,32406000000.0
1998-12-09,78.99,78.75,79.0,46.0,79.0,42378000000.0
1998-12-10,78.97,78.75,79.0,46.0,79.0,41534000000.0
1998-12-11,78.87,78.75,79.0,46.0,79.0,33556000000.0
1998-12-14,78.95,78.75,79.0,46.0,79.0,42316000000.0
1998-12-15,78.98,78.75,79.0,46.0,79.0,44526000000.0
1998-12-16,78.99,78.75,79.0,46.0,79.0,57728000000.0
1998-12-17,78.99,78.75,79.0,46.0,79.0,57196000000.0
1998-12-18,78.97,78.75,79.0,46.0,79.0,43538000000.0
1998-12-21,78.98,78.75,79.0,46.0,79.0,48168000000.0
1998-12-22,78.96,78.75,79.0,46.0,79.0,44560000000.0
1998-12-23,78.98,78.75,79.0,46.0,79.0,58944000000.0
1998-12-24,78.99,78.75,79.0,46.0,79.0,58906000000.0
1998-12-25,78.99,78.75,79.0,46.0,79.0,52396000000.0
1998-12-28,78.97,78.75,79.0,46.0,79.0,50868000000.0
1998-12-29,78.99,78.75,79.0,46.0,79.0,57726000000.0
1998-12-30,78.98,78.75,79.0,46.0,79.0,57060000000.0
1998-12-31,78.97,78.75,79.0,46.0,79.0,48914000000.0
1999-01-01,,,,,,
1999-01-04,78.94,78.75,79.0,46.0,79.0,29986000000.0
1999-01-05,78.91,77.5,79.0,46.0,79.0,29134000000.0
1999-01-06,78.84,78.0,79.0,46.0,79.0,23674000000.0
1999-01-07,78.71,77.0,79.0,46.0,79.0,26734000000.0
1999-01-08,78.64,75.0,79.0,46.0,79.0,38868000000.0
1999-01-11,78.92,78.75,79.0,46.0,79.0,34180000000.0
1999-01-12,78.78,78.0,79.0,46.0,79.0,26422000000.0
1999-01-13,78.89,78.75,79.0,46.0,79.0,47680000000.0
1999-01-14,78.9,78.75,79.0,46.0,79.0,50474000000.0
1999-01-15,78.97,78.75,79.0,46.0,79.0,54476000000.0
1999-01-18,78.99,78.75,79.0,46.0,79.0,48308000000.0
1999-01-19,,,,,,
1999-01-20,,,,,,
1999-01-21,,,,,,
1999-01-22,78.91,78.75,79.0,46.0,79.0,26008000000.0
1999-01-25,78.91,78.75,79.0,46.0,79.0,36890000000.0
1999-01-26,78.93,78.5,79.0,46.0,79.0,26818000000.0
1999-01-27,78.66,75.0,79.0,46.0,79.0,17616000000.0
1999-01-28,78.84,77.0,79.0,46.0,79.0,32056000000.0
1999-01-29,78.94,78.75,79.0,46.0,79.0,40266000000.0
1999-02-01,78.88,78.0,79.0,46.0,79.0,35270000000.0
1999-02-02,78.92,78.75,79.0,46.0,79.0,31480000000.0
1999-02-03,78.9,78.5,79.0,46.0,79.0,25958000000.0
1999-02-04,78.8,78.5,79.0,46.0,79.0,22968000000.0
1999-02-05,77.95,75.5,79.0,46.0,79.0,22652000000.0
1999-02-08,76.94,72.0,78.75,46.0,79.0,20206000000.0
1999-02-09,78.21,73.0,79.0,46.0,79.0,17070000000.0
1999-02-10,78.73,77.5,79.0,46.0,79.0,18034000000.0
1999-02-11,59.74,46.0,76.75,46.0,79.0,31454000000.0
1999-02-12,78.66,72.0,79.0,46.0,79.0,53522000000.0
1999-02-15,78.96,78.75,79.0,46.0,79.0,32602000000.0
1999-02-16,78.79,75.0,79.0,46.0,79.0,21020000000.0
1999-02-17,78.76,78.0,79.0,46.0,79.0,22528000000.0
1999-02-18,73.4,64.0,78.75,46.0,79.0,17620000000.0
1999-02-19,77.09,73.0,78.75,46.0,79.0,17646000000.0
1999-02-22,78.8,77.5,79.0,46.0,79.0,36696000000.0
1999-02-23,78.75,78.0,79.0,46.0,79.0,25310000000.0
1999-02-24,78.92,78.5,79.0,46.0,79.0,28910000000.0
1999-02-25,78.83,78.25,79.0,46.0,79.0,23750000000.0
1999-02-26,78.95,78.5,79.0,46.0,79.0,44172000000.0
1999-03-01,78.88,78.5,79.0,46.0,79.0,31480000000.0
1999-03-02,78.9,78.5,79.0,46.0,79.0,26414000000.0
1999-03-03,78.85,78.5,79.0,46.0,79.0,20388000000.0
1999-03-04,77.84,73.5,79.0,46.0,79.0,19848000000.0
1999-03-05,75.13,70.0,77.0,46.0,77.0,25732000000.0
1999-03-08,76.75,76.0,77.0,46.0,77.0,20822000000.0
1999-03-09,76.73,76.0,77.0,46.0,77.0,18924000000.0
1999-03-10,76.85,76.5,77.0,46.0,77.0,21868000000.0
1999-03-11,56.22,46.0,75.0,46.0,77.0,23310000000.0
1999-03-12,76.73,74.0,77.0,46.0,77.0,33202000000.0
1999-03-15,76.93,76.75,77.0,46.0,77.0,38144000000.0
1999-03-16,76.95,76.75,77.0,46.0,77.0,44172000000.0
1999-03-17,76.93,76.75,77.0,46.0,77.0,32538000000.0
1999-03-18,76.82,75.25,77.0,46.0,77.0,27084000000.0
1999-03-19,76.78,75.0,77.0,46.0,77.0,28914000000.0
1999-03-22,76.94,76.75,77.0,46.0,77.0,41450000000.0
1999-03-23,76.88,76.25,77.0,46.0,77.0,33424000000.0
1999-03-24,76.92,76.75,77.0,46.0,77.0,41526000000.0
1999-03-25,76.91,76.5,77.0,46.0,77.0,41182000000.0
1999-03-26,76.96,76.75,77.0,46.0,77.0,59846000000.0
1999-03-29,,,,,,
1999-03-30,,,,,,
1999-03-31,,,,,,
1999-04-01,76.97,76.75,77.0,46.0,77.0,60624000000.0
1999-04-02,76.84,75.0,77.0,46.0,77.0,33760000000.0
1999-04-05,76.97,76.75,77.0,46.0,77.0,65286000000.0
1999-04-06,76.99,76.75,77.0,46.0,77.0,86452000000.0
1999-04-07,76.99,76.75,77.0,46.0,77.0,85442000000.0
1999-04-08,76.98,76.75,77.0,46.0,77.0,79208000000.0
1999-04-09,76.97,76.75,77.0,46.0,77.0,62586000000.0
1999-04-12,76.99,76.75,77.0,46.0,77.0,85102000000.0
1999-04-13,76.95,76.75,77.0,46.0,77.0,81870000000.0
1999-04-14,76.96,76.75,77.0,46.0,77.0,87262000000.0
1999-04-15,77.0,76.75,77.0,46.0,77.0,98522000000.0
1999-04-16,76.99,76.75,77.0,46.0,77.0,91994000000.0
1999-04-19,76.98,76.75,77.0,46.0,77.0,70664000000.0
1999-04-20,76.43,73.0,77.0,46.0,77.0,30302000000.0
1999-04-21,76.89,75.5,77.0,46.0,77.0,51256000000.0
1999-04-22,76.91,76.0,77.0,46.0,77.0,55864000000.0
1999-04-23,,,,,,
1999-04-26,76.98,76.75,77.0,46.0,77.0,65526000000.0
1999-04-27,76.97,76.75,77.0,46.0,77.0,49596000000.0
1999-04-28,76.93,76.5,77.0,46.0,77.0,36814000000.0
1999-04-29,76.97,76.75,77.0,46.0,77.0,61558000000.0
1999-04-30,76.98,76.75,77.0,46.0,77.0,80590000000.0
1999-05-03,76.96,76.75,77.0,46.0,77.0,71064000000.0
1999-05-04,76.98,76.75,77.0,46.0,77.0,75836000000.0
1999-05-05,76.96,76.75,77.0,46.0,77.0,49790000000.0
1999-05-06,76.95,76.75,77.0,46.0,77.0,53160000000.0
1999-05-07,76.94,76.5,77.0,46.0,77.0,53834000000.0
1999-05-10,76.98,76.75,77.0,46.0,77.0,65096000000.0
1999-05-11,76.97,76.75,77.0,46.0,77.0,52472000000.0
1999-05-12,76.85,76.0,77.0,46.0,77.0,32036000000.0
1999-05-13,76.91,76.5,77.0,46.0,77.0,76588000000.0
1999-05-14,76.96,76.75,77.0,46.0,77.0,67906000000.0
1999-05-17,76.97,76.75,77.0,46.0,77.0,84486000000.0
1999-05-18,76.95,76.75,77.0,46.0,77.0,68198000000.0
1999-05-19,,,,,,
1999-05-20,76.99,76.75,77.0,46.0,77.0,84826000000.0
1999-05-21,76.93,76.75,77.0,46.0,77.0,60824000000.0
1999-05-24,76.94,76.75,77.0,46.0,77.0,94180000000.0
1999-05-25,76.99,76.75,77.0,46.0,77.0,95246000000.0
1999-05-26,76.98,76.75,77.0,46.0,77.0,68638000000.0
1999-05-27,76.98,76.75,77.0,46.0,77.0,83814000000.0
1999-05-28,76.99,76.75,77.0,46.0,77.0,104588000000.0
1999-05-31,76.99,76.75,77.0,46.0,77.0,100984000000.0
1999-06-01,76.99,76.75,77.0,46.0,77.0,81890000000.0
1999-06-02,76.96,76.75,77.0,46.0,77.0,67926000000.0
1999-06-03,76.96,76.75,77.0,46.0,77.0,66740000000.0
1999-06-04,76.95,76.75,77.0,46.0,77.0,58918000000.0
1999-06-07,76.97,76.75,77.0,46.0,77.0,58354000000.0
1999-06-08,76.95,76.75,77.0,46.0,77.0,51722000000.0
1999-06-09,76.96,76.75,77.0,46.0,77.0,49090000000.0
1999-06-10,76.97,76.75,77.0,46.0,77.0,65578000000.0
1999-06-11,76.89,76.75,77.0,46.0,77.0,58546000000.0
1999-06-14,76.93,76.75,77.0,46.0,77.0,69220000000.0
1999-06-15,76.96,76.75,77.0,46.0,77.0,66532000000.0
1999-06-16,76.82,75.0,77.0,46.0,77.0,44724000000.0
1999-06-17,76.28,70.0,77.0,46.0,77.0,41796000000.0
1999-06-18,76.92,76.25,77.0,46.0,77.0,61572000000.0
1999-06-21,76.95,76.75,77.0,46.0,77.0,67468000000.0
1999-06-22,76.94,76.75,77.0,46.0,77.0,54096000000.0
1999-06-23,76.91,76.5,77.0,46.0,77.0,45526000000.0
1999-06-24,76.88,76.75,77.0,46.0,77.0,40164000000.0
1999-06-25,76.71,76.0,77.0,46.0,77.0,37060000000.0
1999-06-28,76.93,76.75,77.0,46.0,77.0,61404000000.0
1999-06-29,76.92,76.75,77.0,46.0,77.0,55324000000.0
1999-06-30,76.96,76.75,77.0,46.0,77.0,74526000000.0
1999-07-01,76.16,74.5,77.0,46.0,77.0,25634000000.0
1999-07-02,76.56,73.0,77.0,46.0,77.0,47986000000.0
1999-07-05,73.66,71.0,74.0,46.0,74.0,45086000000.0
1999-07-06,73.87,73.5,74.0,46.0,74.0,42006000000.0
1999-07-07,73.26,71.0,74.0,46.0,74.0,38730000000.0
1999-07-08,73.07,70.0,74.0,46.0,74.0,44448000000.0
1999-07-09,63.74,58.0,70.0,46.0,74.0,24886000000.0
1999-07-12,64.73,57.0,73.75,46.0,74.0,32024000000.0
1999-07-13,72.34,65.0,74.0,46.0,74.0,34310000000.0
1999-07-14,73.54,72.0,74.0,46.0,74.0,39772000000.0
1999-07-15,67.43,50.0,73.75,46.0,74.0,21686000000.0
1999-07-16,62.26,58.25,74.0,46.0,74.0,29516000000.0
1999-07-19,69.78,66.0,73.0,46.0,74.0,26670000000.0
1999-07-20,72.29,69.5,74.0,46.0,74.0,31380000000.0
1999-07-21,73.76,73.0,74.0,46.0,74.0,34774000000.0
1999-07-22,68.25,51.0,73.75,46.0,74.0,27288000000.0
1999-07-23,53.93,46.0,73.25,46.0,74.0,30614000000.0
1999-07-26,70.84,64.0,74.0,46.0,74.0,30130000000.0
1999-07-27,73.04,70.0,74.0,46.0,74.0,33568000000.0
1999-07-28,70.89,65.0,74.0,46.0,74.0,31248000000.0
1999-07-29,72.94,68.0,74.0,46.0,74.0,32364000000.0
1999-07-30,73.9,73.0,74.0,46.0,74.0,48156000000.0
1999-08-02,73.79,72.0,74.0,46.0,74.0,36358000000.0
1999-08-03,69.82,60.0,73.75,46.0,74.0,21338000000.0
1999-08-04,64.39,47.0,73.5,46.0,74.0,25118000000.0
1999-08-05,72.0,66.0,74.0,46.0,74.0,27066000000.0
1999-08-06,67.29,50.0,71.75,46.0,74.0,25424000000.0
1999-08-09,72.13,65.5,74.0,46.0,74.0,33246000000.0
1999-08-10,72.71,70.0,73.75,46.0,74.0,21968000000.0
1999-08-11,73.45,71.0,74.0,46.0,74.0,29982000000.0
1999-08-12,63.92,49.0,73.0,46.0,74.0,36280000000.0
1999-08-13,71.64,65.0,74.0,46.0,74.0,42976000000.0
1999-08-16,72.51,67.0,74.0,46.0,74.0,22390000000.0
1999-08-17,63.59,46.0,74.0,46.0,74.0,14530000000.0
1999-08-18,71.91,65.0,74.0,46.0,74.0,42872000000.0
1999-08-19,73.84,73.5,74.0,46.0,74.0,32354000000.0
1999-08-20,73.03,69.75,74.0,46.0,74.0,32472000000.0
1999-08-23,73.93,73.0,74.0,46.0,74.0,55432000000.0
1999-08-24,73.91,73.75,74.0,46.0,74.0,38442000000.0
1999-08-25,73.44,70.0,74.0,46.0,74.0,32668000000.0
1999-08-26,58.49,46.0,73.25,46.0,74.0,27136000000.0
1999-08-27,72.37,68.0,74.0,46.0,74.0,32144000000.0
1999-08-30,,,,,,
1999-08-31,73.9,73.5,74.0,46.0,74.0,42638000000.0
1999-09-01,64.24,46.0,73.75,46.0,74.0,31548000000.0
1999-09-02,60.96,55.0,69.5,46.0,74.0,21246000000.0
1999-09-03,70.22,59.0,74.0,46.0,74.0,31688000000.0
1999-09-06,73.5,70.0,74.0,46.0,74.0,26042000000.0
1999-09-07,70.98,60.0,72.75,46.0,74.0,23202000000.0
1999-09-08,69.17,67.0,70.0,55.0,70.0,28284000000.0
1999-09-09,69.06,63.0,70.0,55.0,70.0,27148000000.0
1999-09-10,59.12,55.0,68.5,55.0,70.0,32348000000.0
1999-09-13,57.51,55.0,63.0,55.0,70.0,38662000000.0
1999-09-14,68.84,67.0,70.0,55.0,70.0,31606000000.0
1999-09-15,69.94,69.0,70.0,55.0,70.0,55854000000.0
1999-09-16,69.9,69.5,70.0,55.0,70.0,36792000000.0
1999-09-17,69.9,69.5,70.0,55.0,70.0,35938000000.0
1999-09-20,69.91,69.75,70.0,55.0,70.0,39902000000.0
1999-09-21,68.88,66.0,69.75,55.0,70.0,25000000000.0
1999-09-22,69.8,69.25,70.0,55.0,70.0,31488000000.0
1999-09-23,69.63,68.0,70.0,55.0,70.0,29020000000.0
1999-09-24,69.85,69.5,70.0,55.0,70.0,35544000000.0
1999-09-27,58.43,55.25,69.75,55.0,70.0,26048000000.0
1999-09-28,61.79,55.0,67.0,55.0,70.0,25504000000.0
1999-09-29,67.02,60.0,70.0,55.0,70.0,33050000000.0
1999-09-30,69.95,69.5,70.0,55.0,70.0,77346000000.0
1999-10-01,67.46,61.5,70.0,55.0,70.0,25926000000.0
1999-10-04,69.88,69.25,70.0,55.0,70.0,40962000000.0
1999-10-05,69.5,66.0,70.0,55.0,70.0,34350000000.0
1999-10-06,69.84,69.5,70.0,55.0,70.0,34088000000.0
1999-10-07,69.93,69.5,70.0,55.0,70.0,32650000000.0
1999-10-08,69.43,68.0,70.0,55.0,70.0,25462000000.0
1999-10-11,69.8,69.5,70.0,55.0,70.0,27130000000.0
1999-10-12,69.79,69.5,70.0,55.0,70.0,30108000000.0
1999-10-13,69.63,68.25,70.0,55.0,70.0,39642000000.0
1999-10-14,69.86,69.5,70.0,55.0,70.0,41314000000.0
1999-10-15,69.79,69.0,70.0,55.0,70.0,37210000000.0
1999-10-18,69.91,69.75,70.0,55.0,70.0,38652000000.0
1999-10-19,69.79,69.5,70.0,55.0,70.0,27658000000.0
1999-10-20,69.85,69.5,70.0,55.0,70.0,41514000000.0
1999-10-21,69.79,68.0,70.0,55.0,70.0,32746000000.0
1999-10-22,65.51,55.0,70.0,55.0,70.0,39996000000.0
1999-10-25,69.9,69.0,70.0,55.0,70.0,34678000000.0
1999-10-26,69.82,69.0,70.0,55.0,70.0,29932000000.0
1999-10-27,69.94,69.5,70.0,55.0,70.0,50950000000.0
1999-10-28,69.95,69.5,70.0,55.0,70.0,47432000000.0
1999-10-29,,,,,,
1999-11-01,69.86,69.0,70.0,55.0,70.0,37576000000.0
1999-11-02,68.72,65.5,69.75,55.0,70.0,23712000000.0
1999-11-03,69.47,68.5,70.0,55.0,70.0,27986000000.0
1999-11-04,69.58,68.25,70.0,55.0,70.0,22942000000.0
1999-11-05,69.89,69.25,70.0,55.0,70.0,38964000000.0
1999-11-08,69.92,69.0,70.0,55.0,70.0,43050000000.0
1999-11-09,69.99,69.75,70.0,55.0,70.0,56154000000.0
1999-11-10,69.88,69.75,70.0,55.0,70.0,38090000000.0
1999-11-11,69.34,68.75,70.0,55.0,70.0,29388000000.0
1999-11-12,69.83,69.5,70.0,55.0,70.0,36510000000.0
1999-11-15,69.5,69.0,70.0,55.0,70.0,22198000000.0
1999-11-16,69.89,69.5,70.0,55.0,70.0,34612000000.0
1999-11-17,69.72,69.0,70.0,55.0,70.0,23266000000.0
1999-11-18,69.93,69.75,70.0,55.0,70.0,38848000000.0
1999-11-19,69.9,69.75,70.0,55.0,70.0,35838000000.0
1999-11-22,69.97,69.75,70.0,55.0,70.0,42686000000.0
1999-11-23,69.93,69.75,70.0,55.0,70.0,42888000000.0
1999-11-24,69.94,69.75,70.0,55.0,70.0,56484000000.0
1999-11-25,69.98,69.75,70.0,55.0,70.0,42252000000.0
1999-11-26,69.93,69.75,70.0,55.0,70.0,59374000000.0
1999-11-29,69.96,69.75,70.0,55.0,70.0,65690000000.0
1999-11-30,69.99,69.75,70.0,55.0,70.0,86446000000.0
1999-12-01,69.99,69.75,70.0,55.0,70.0,80376000000.0
1999-12-02,69.98,69.75,70.0,55.0,70.0,66576000000.0
1999-12-03,69.99,69.75,70.0,55.0,70.0,78024000000.0
1999-12-06,69.99,69.75,70.0,55.0,70.0,91454000000.0
1999-12-07,70.0,69.75,70.0,55.0,70.0,91078000000.0
1999-12-08,69.99,69.75,70.0,55.0,70.0,75698000000.0
1999-12-09,69.99,69.75,70.0,55.0,70.0,79204000000.0
1999-12-10,69.89,69.5,70.0,55.0,70.0,49152000000.0
1999-12-13,69.86,69.75,70.0,55.0,70.0,49542000000.0
1999-12-14,69.95,69.75,70.0,55.0,70.0,74564000000.0
1999-12-15,69.98,69.75,70.0,55.0,70.0,84350000000.0
1999-12-16,69.99,69.75,70.0,55.0,70.0,87422000000.0
1999-12-17,69.97,69.75,70.0,55.0,70.0,82276000000.0
1999-12-20,69.97,69.75,70.0,55.0,70.0,85818000000.0
1999-12-21,69.97,69.75,70.0,55.0,70.0,87608000000.0
1999-12-22,69.97,69.75,70.0,55.0,70.0,82036000000.0
1999-12-23,69.99,69.75,70.0,55.0,70.0,96298000000.0
1999-12-24,69.91,55.0,70.0,55.0,70.0,52382000000.0
1999-12-27,69.99,69.75,70.0,55.0,70.0,99330000000.0
1999-12-28,69.99,69.75,70.0,55.0,70.0,108850000000.0
1999-12-29,69.99,69.75,70.0,55.0,70.0,91940000000.0
1999-12-30,69.98,69.75,70.0,55.0,70.0,74090000000.0
1999-12-31,,,,,,
2000-01-03,43.01,20.0,65.0,20.0,65.0,26776000000.0
2000-01-04,30.12,23.25,60.0,15.0,60.0,22106000000.0
2000-01-05,18.9,10.5,31.0,5.0,55.0,27446000000.0
2000-01-06,28.22,20.0,38.0,5.0,55.0,25482000000.0
2000-01-07,39.73,21.0,60.0,10.0,60.0,23312000000.0
2000-01-10,,,,,,
2000-01-11,35.21,30.25,40.0,10.0,60.0,28922000000.0
2000-01-12,29.0,25.0,35.25,5.0,55.0,27046000000.0
2000-01-13,27.89,23.25,30.0,5.0,55.0,31304000000.0
2000-01-14,51.64,30.75,70.0,20.0,70.0,45512000000.0
2000-01-17,27.59,15.0,36.0,10.0,55.0,35860000000.0
2000-01-18,29.95,17.0,43.0,10.0,60.0,30974000000.0
2000-01-19,37.51,33.0,43.0,10.0,60.0,28382000000.0
2000-01-20,45.09,38.0,52.5,10.0,60.0,33800000000.0
2000-01-21,36.07,15.0,40.0,5.0,55.0,32382000000.0
2000-01-24,34.66,30.0,38.75,5.0,60.0,26616000000.0
2000-01-25,29.34,20.0,36.5,5.0,55.0,31568000000.0
2000-01-26,33.98,28.0,38.0,5.0,55.0,27736000000.0
2000-01-27,29.61,25.0,35.0,5.0,55.0,30694000000.0
2000-01-28,45.96,29.0,70.0,20.0,70.0,40174000000.0
2000-01-31,64.56,43.0,80.0,30.0,80.0,34814000000.0
2000-02-01,70.25,51.0,85.0,35.0,85.0,35682000000.0
2000-02-02,83.19,65.0,95.0,35.0,85.0,36906000000.0
2000-02-03,46.2,40.0,53.0,10.0,60.0,34890000000.0
2000-02-04,38.97,30.0,43.0,5.0,55.0,41148000000.0
2000-02-07,37.71,34.25,40.5,5.0,55.0,30368000000.0
2000-02-08,40.68,33.0,43.5,5.0,55.0,32552000000.0
2000-02-09,30.98,28.0,35.0,5.0,55.0,23268000000.0
2000-02-10,30.85,30.0,34.0,5.0,55.0,22642000000.0
2000-02-11,32.61,25.25,36.5,5.0,55.0,27820000000.0
2000-02-14,46.68,42.0,58.0,5.0,55.0,32190000000.0
2000-02-15,48.73,44.0,57.0,5.0,55.0,33244000000.0
2000-02-16,59.57,52.0,65.0,15.0,65.0,35062000000.0
2000-02-17,50.15,5.0,62.0,5.0,55.0,48284000000.0
2000-02-18,26.28,15.0,39.0,10.0,55.0,32216000000.0
2000-02-21,58.53,54.0,64.0,10.0,65.0,30312000000.0
2000-02-22,53.03,47.0,64.0,10.0,65.0,23046000000.0
2000-02-23,49.38,41.0,59.0,10.0,60.0,32184000000.0
2000-02-24,56.71,50.0,60.0,10.0,60.0,35938000000.0
2000-02-25,49.86,44.0,65.0,15.0,65.0,36154000000.0
2000-02-28,59.28,55.0,62.5,15.0,65.0,31710000000.0
2000-02-29,64.22,59.0,68.0,15.0,65.0,31570000000.0
2000-03-01,47.12,41.0,60.0,10.0,60.0,39720000000.0
2000-03-02,29.45,13.5,41.0,10.0,50.0,33720000000.0
2000-03-03,29.93,20.0,36.0,10.0,50.0,32250000000.0
2000-03-06,45.04,41.5,50.0,10.0,50.0,29280000000.0
2000-03-07,44.9,43.0,48.25,10.0,50.0,33460000000.0
2000-03-08,39.73,33.0,48.0,10.0,45.0,34320000000.0
2000-03-09,31.78,15.0,39.0,5.0,45.0,33300000000.0
2000-03-10,26.38,15.0,45.0,5.0,45.0,33360000000.0
2000-03-13,34.87,25.0,38.0,5.0,40.0,35010000000.0
2000-03-14,37.78,34.0,45.0,5.0,45.0,34800000000.0
2000-03-15,42.95,37.0,50.0,5.0,50.0,28820000000.0
2000-03-16,,,,,,
2000-03-17,,,,,,
2000-03-20,38.42,34.0,50.0,5.0,50.0,24890000000.0
2000-03-21,39.75,38.0,43.5,5.0,50.0,29910000000.0
2000-03-22,32.64,25.0,37.5,5.0,45.0,33360000000.0
2000-03-23,34.74,30.0,38.25,5.0,45.0,27050000000.0
2000-03-24,34.35,31.25,40.0,5.0,45.0,32390000000.0
2000-03-27,37.24,34.25,39.5,5.0,40.0,24510000000.0
2000-03-28,36.11,35.0,39.0,5.0,40.0,29730000000.0
2000-03-29,40.01,37.0,45.0,5.0,45.0,25920000000.0
2000-03-30,49.37,45.0,57.0,5.0,57.0,27830000000.0
2000-03-31,68.07,59.0,74.0,5.0,74.0,35790000000.0
2000-04-03,32.2,30.25,35.0,5.0,45.0,23960000000.0
2000-04-04,33.06,30.0,35.0,5.0,40.0,22350000000.0
2000-04-05,34.87,32.5,38.0,5.0,40.0,29150000000.0
2000-04-06,41.33,34.0,50.0,5.0,50.0,29970000000.0
2000-04-07,43.33,35.0,50.0,5.0,50.0,42980000000.0
2000-04-10,44.09,40.0,55.0,5.0,55.0,38780000000.0
2000-04-11,36.5,20.0,42.5,5.0,45.0,34550000000.0
2000-04-12,26.72,19.0,35.0,5.0,40.0,26190000000.0
2000-04-13,18.9,7.0,28.5,5.0,35.0,28780000000.0
2000-04-14,36.65,25.5,50.0,5.0,50.0,43370000000.0
2000-04-17,43.08,40.0,46.0,5.0,50.0,23540000000.0
2000-04-18,33.18,25.0,37.5,5.0,40.0,28610000000.0
2000-04-19,37.57,33.5,42.0,5.0,45.0,29380000000.0
2000-04-20,45.87,38.0,54.0,5.0,55.0,29980000000.0
2000-04-21,41.54,29.0,47.0,5.0,50.0,32900000000.0
2000-04-24,31.92,28.0,35.0,5.0,45.0,21680000000.0
2000-04-25,33.41,27.0,36.75,5.0,40.0,25850000000.0
2000-04-26,29.48,27.0,35.0,5.0,40.0,28200000000.0
2000-04-27,39.42,37.0,50.0,5.0,50.0,31350000000.0
2000-04-28,40.1,33.0,47.0,5.0,50.0,30310000000.0
2000-05-01,40.3,39.0,43.0,5.0,50.0,30860000000.0
2000-05-02,42.81,40.0,45.0,5.0,55.0,30960000000.0
2000-05-03,33.44,29.0,42.0,5.0,50.0,37280000000.0
2000-05-04,33.56,30.0,35.5,5.0,45.0,33520000000.0
2000-05-05,38.14,33.5,55.0,5.0,55.0,35700000000.0
2000-05-08,38.35,36.0,40.5,5.0,50.0,32220000000.0
2000-05-09,40.49,37.0,43.25,5.0,50.0,30090000000.0
2000-05-10,38.91,36.0,44.0,5.0,50.0,29970000000.0
2000-05-11,36.1,33.0,41.0,5.0,45.0,32060000000.0
2000-05-12,47.56,40.0,58.0,5.0,55.0,38680000000.0
2000-05-15,45.01,41.5,49.5,5.0,55.0,30600000000.0
2000-05-16,44.15,39.0,49.0,5.0,50.0,27310000000.0
2000-05-17,48.72,40.0,60.0,5.0,60.0,34730000000.0
2000-05-18,54.36,22.0,69.0,5.0,50.0,31000000000.0
2000-05-19,,,,,,
2000-05-22,37.21,34.0,41.0,5.0,45.0,32910000000.0
2000-05-23,34.96,30.0,39.5,5.0,45.0,33290000000.0
2000-05-24,38.79,33.5,42.5,5.0,45.0,38690000000.0
2000-05-25,36.04,31.0,42.0,5.0,40.0,34690000000.0
2000-05-26,32.08,20.0,38.0,5.0,35.0,30350000000.0
2000-05-29,45.69,37.0,50.0,5.0,45.0,35050000000.0
2000-05-30,45.28,40.5,49.5,5.0,55.0,34160000000.0
2000-05-31,56.34,50.0,70.0,5.0,70.0,28210000000.0
2000-06-01,58.68,50.0,76.0,5.0,80.0,33520000000.0
2000-06-02,48.2,37.0,80.0,5.0,80.0,36160000000.0
2000-06-05,41.48,36.0,51.0,5.0,55.0,33340000000.0
2000-06-06,40.05,37.0,44.0,5.0,50.0,32920000000.0
2000-06-07,33.14,29.75,37.75,5.0,45.0,34490000000.0
2000-06-08,33.65,31.0,39.5,5.0,40.0,33720000000.0
2000-06-09,31.84,25.0,35.0,5.0,40.0,33620000000.0
