dt,PY.P06.ON,PY.P04.ON,PY.P05.ON,PY.P01.ON,PY.P02.ON,PY.P03.ON
2005-08-05,14.25,14.25,14.25,14.25,18.25,11151500.0
2005-08-08,14.25,14.25,14.25,14.25,18.25,9605000.0
2005-08-09,14.25,14.25,14.25,14.25,18.25,9520100.0
2005-08-10,14.25,14.25,14.25,14.25,18.25,10097800.0
2005-08-11,14.25,14.25,14.25,14.25,18.25,11660000.0
2005-08-12,14.25,14.25,14.25,14.25,18.25,8752400.0
2005-08-15,14.25,14.25,14.25,14.25,18.25,9781000.0
2005-08-16,14.25,14.25,14.25,14.25,18.25,10220000.0
2005-08-17,14.25,14.25,14.25,14.25,18.25,10823600.0
2005-08-18,14.25,14.25,14.25,14.25,18.25,9961000.0
2005-08-19,14.25,14.25,14.25,14.25,18.25,5343600.0
2005-08-22,14.25,14.25,14.25,14.25,18.25,6686700.0
2005-08-23,14.25,14.25,14.25,14.25,18.25,6898000.0
2005-08-24,14.25,14.25,14.25,14.25,18.25,6479000.0
2005-08-25,14.25,14.25,14.25,14.25,18.25,7260000.0
2005-08-26,14.25,14.25,14.25,14.25,18.25,6165200.0
2005-08-29,14.25,14.25,14.25,14.25,18.25,5076200.0
2005-08-30,,,,,,
2005-08-31,14.25,14.25,14.25,14.25,18.25,4310600.0
2005-09-01,14.25,14.25,14.25,14.25,18.25,5772200.0
2005-09-02,14.25,14.25,14.25,14.25,18.25,3329700.0
2005-09-05,14.25,14.25,14.25,14.25,18.25,4999000.0
2005-09-06,14.25,14.25,14.25,14.25,18.25,5679800.0
2005-09-07,14.25,14.25,14.25,14.25,18.25,6652500.0
2005-09-08,14.25,14.25,14.25,14.25,18.25,3734200.0
2005-09-09,14.25,14.25,14.25,14.25,18.25,893100.0
2005-09-12,14.25,14.25,14.25,14.25,18.25,2807300.0
2005-09-13,14.25,14.25,14.25,14.25,18.25,3889900.0
2005-09-14,14.25,14.25,14.25,14.25,18.25,848700.0
2005-09-15,14.25,14.25,14.25,14.25,18.25,3855400.0
2005-09-16,14.25,14.25,14.25,14.25,18.25,4432300.0
2005-09-19,14.25,14.25,14.25,14.25,18.25,4720200.0
2005-09-20,14.25,14.25,14.25,14.25,18.25,3875800.0
2005-09-21,14.25,14.25,14.25,14.25,18.25,4710100.0
2005-09-22,14.25,14.25,14.25,14.25,18.25,5226200.0
2005-09-23,14.25,14.25,14.25,14.25,18.25,2731000.0
2005-09-26,14.25,14.25,14.25,14.25,18.25,3936700.0
2005-09-27,14.25,14.25,14.25,14.25,18.25,4831000.0
2005-09-28,14.25,14.25,14.25,14.25,18.25,2124000.0
2005-09-29,14.25,14.25,14.25,14.25,18.25,2812500.0
2005-09-30,14.25,14.25,14.25,14.25,18.25,2961200.0
2005-10-03,14.25,14.25,14.25,14.25,18.25,2132800.0
2005-10-04,14.25,14.25,14.25,14.25,18.25,7034400.0
2005-10-05,14.25,14.25,14.25,14.25,18.25,10949700.0
2005-10-06,14.25,14.25,14.25,14.25,18.25,8054400.0
2005-10-07,14.25,14.25,14.25,14.25,18.25,8552500.0
2005-10-10,14.25,14.25,14.25,14.25,18.25,4852900.0
2005-10-11,14.0,14.0,14.0,14.0,18.0,5609500.0
2005-10-12,14.0,14.0,14.0,14.0,18.0,6007300.0
2005-10-13,14.0,14.0,14.0,14.0,18.0,5075400.0
2005-10-14,14.0,14.0,14.0,14.0,18.0,4965700.0
2005-10-17,14.0,14.0,14.0,14.0,18.0,7232500.0
2005-10-18,14.0,14.0,14.0,14.0,18.0,8021400.0
2005-10-19,14.0,14.0,14.0,14.0,18.0,8101400.0
2005-10-20,14.0,14.0,14.0,14.0,18.0,8407500.0
2005-10-21,14.0,14.0,14.0,14.0,18.0,8833300.0
2005-10-24,14.0,14.0,14.0,14.0,18.0,6993200.0
2005-10-25,14.0,14.0,14.0,14.0,18.0,7624500.0
2005-10-26,14.0,14.0,14.0,14.0,18.0,7917500.0
2005-10-27,14.0,14.0,14.0,14.0,18.0,7841300.0
2005-10-28,14.0,14.0,14.0,14.0,18.0,6589300.0
2005-10-31,14.0,14.0,14.0,14.0,18.0,6897200.0
2005-11-01,14.0,14.0,14.0,14.0,18.0,7133900.0
2005-11-02,14.0,14.0,14.0,14.0,18.0,6101400.0
2005-11-03,,,,,,
2005-11-04,,,,,,
2005-11-07,14.0,14.0,14.0,14.0,18.0,5750800.0
2005-11-08,14.0,14.0,14.0,14.0,18.0,5106500.0
2005-11-09,13.75,13.75,13.75,13.75,17.75,5031700.0
2005-11-10,13.75,13.75,13.75,13.75,17.75,5899700.0
2005-11-11,13.75,13.75,13.75,13.75,17.75,6675600.0
2005-11-14,13.75,13.75,13.75,13.75,17.75,8755900.0
2005-11-15,13.75,13.75,13.75,13.75,17.75,10157200.0
2005-11-16,13.75,13.75,13.75,13.75,17.75,9701300.0
2005-11-17,13.75,13.75,13.75,13.75,17.75,11431800.0
2005-11-18,13.75,13.75,13.75,13.75,17.75,14556200.0
2005-11-21,13.75,13.75,13.75,13.75,17.75,16171200.0
2005-11-22,13.75,13.75,13.75,13.75,17.75,14948000.0
2005-11-23,13.75,13.75,13.75,13.75,17.75,13660100.0
2005-11-24,13.75,13.75,13.75,13.75,17.75,13726400.0
2005-11-25,13.75,13.75,13.75,13.75,17.75,15695900.0
2005-11-28,13.75,13.75,13.75,13.75,17.75,15485600.0
2005-11-29,13.75,13.75,13.75,13.75,17.75,16278600.0
2005-11-30,13.75,13.75,13.75,13.75,17.75,15778500.0
2005-12-01,13.75,13.75,13.75,13.75,17.75,13848600.0
2005-12-02,13.75,13.75,13.75,13.75,17.75,12190400.0
2005-12-05,13.75,13.75,13.75,13.75,17.75,11698000.0
2005-12-06,13.75,13.75,13.75,13.75,17.75,12017500.0
2005-12-07,13.75,13.75,13.75,13.75,17.75,9615400.0
2005-12-08,13.75,13.75,13.75,13.75,17.75,5741400.0
2005-12-09,13.5,13.5,13.5,13.5,17.5,4772100.0
2005-12-12,13.5,13.5,13.5,13.5,17.5,6403900.0
2005-12-13,13.5,13.5,13.5,13.5,17.5,6396900.0
2005-12-14,13.5,13.5,13.5,13.5,17.5,6509200.0
2005-12-15,13.5,13.5,13.5,13.5,17.5,10364800.0
2005-12-16,13.5,13.5,13.5,13.5,17.5,8445800.0
2005-12-19,13.5,13.5,13.5,13.5,17.5,10378900.0
2005-12-20,13.5,13.5,13.5,13.5,17.5,10753600.0
2005-12-21,13.5,13.5,13.5,13.5,17.5,14680700.0
2005-12-22,13.5,13.5,13.5,13.5,17.5,14491000.0
2005-12-23,13.5,13.5,13.5,13.5,17.5,16339300.0
2005-12-26,13.5,13.5,13.5,13.5,17.5,14992300.0
2005-12-27,13.5,13.5,13.5,13.5,17.5,16110700.0
2005-12-28,13.5,13.5,13.5,13.5,17.5,15674400.0
2005-12-29,13.5,13.5,13.5,13.5,17.5,14096200.0
2005-12-30,13.5,13.5,13.5,13.5,17.5,12018700.0
2006-01-02,13.5,13.5,13.5,13.5,16.5,14992400.0
2006-01-03,13.5,13.5,13.5,13.5,16.5,16407800.0
2006-01-04,13.5,13.5,13.5,13.5,16.5,21086900.0
2006-01-05,13.5,13.5,13.5,13.5,16.5,20874900.0
2006-01-06,13.5,13.5,13.5,13.5,16.5,19077500.0
2006-01-09,13.5,13.5,13.5,13.5,16.5,19639300.0
2006-01-10,,,,,,
2006-01-11,,,,,,
2006-01-12,,,,,,
2006-01-13,,,,,,
2006-01-16,13.5,13.5,13.5,13.5,16.5,17288300.0
2006-01-17,13.5,13.5,13.5,13.5,16.5,19732200.0
2006-01-18,13.5,13.5,13.5,13.5,16.5,17312500.0
2006-01-19,13.5,13.5,13.5,13.5,16.5,15242500.0
2006-01-20,13.5,13.5,13.5,13.5,16.5,17306800.0
2006-01-23,13.5,13.5,13.5,13.5,16.5,17630900.0
2006-01-24,13.5,13.5,13.5,13.5,16.5,17452600.0
2006-01-25,13.5,13.5,13.5,13.5,16.5,18113800.0
2006-01-26,13.5,13.5,13.5,13.5,16.5,18489600.0
2006-01-27,13.5,13.5,13.5,13.5,16.5,15179000.0
2006-01-30,13.5,13.5,13.5,13.5,16.5,14758100.0
2006-01-31,13.5,13.5,13.5,13.5,16.5,14685200.0
2006-02-01,13.5,13.5,13.5,13.5,16.5,14623000.0
2006-02-02,13.5,13.5,13.5,13.5,16.5,15033100.0
2006-02-03,13.5,13.5,13.5,13.5,16.5,15379100.0
2006-02-06,13.5,13.5,13.5,13.5,16.5,12943500.0
2006-02-07,13.5,13.5,13.5,13.5,16.5,14869000.0
2006-02-08,13.5,13.5,13.5,13.5,16.5,14278800.0
2006-02-09,13.5,13.5,13.5,13.5,16.5,17776200.0
2006-02-10,13.5,13.5,13.5,13.5,16.5,14354300.0
2006-02-13,13.5,13.5,13.5,13.5,16.5,15931800.0
2006-02-14,13.5,13.5,13.5,13.5,16.5,15444900.0
2006-02-15,13.5,13.5,13.5,13.5,16.5,21569300.0
2006-02-16,13.5,13.5,13.5,13.5,16.5,25431800.0
2006-02-17,13.5,13.5,13.5,13.5,16.5,24337000.0
2006-02-20,13.5,13.5,13.5,13.5,16.5,25125300.0
2006-02-21,13.5,13.5,13.5,13.5,16.5,23243000.0
2006-02-22,13.5,13.5,13.5,13.5,16.5,19389200.0
2006-02-23,13.5,13.5,13.5,13.5,16.5,20231500.0
2006-02-24,13.5,13.5,13.5,13.5,16.5,18623300.0
2006-02-27,13.5,13.5,13.5,13.5,16.5,18164500.0
2006-02-28,13.5,13.5,13.5,13.5,16.5,19672400.0
2006-03-01,13.5,13.5,13.5,13.5,16.5,22628400.0
2006-03-02,13.5,13.5,13.5,13.5,16.5,18426600.0
2006-03-03,13.5,13.5,13.5,13.5,16.5,19709500.0
2006-03-06,13.5,13.5,13.5,13.5,16.5,21412100.0
2006-03-07,13.5,13.5,13.5,13.5,16.5,22531200.0
2006-03-08,13.5,13.5,13.5,13.5,16.5,22266600.0
2006-03-09,13.5,13.5,13.5,13.5,16.5,22598700.0
2006-03-10,13.5,13.5,13.5,13.5,16.5,21337400.0
2006-03-13,13.5,13.5,13.5,13.5,16.5,22578400.0
2006-03-14,13.5,13.5,13.5,13.5,16.5,23299100.0
2006-03-15,13.5,13.5,13.5,13.5,16.5,22393200.0
2006-03-16,13.5,13.5,13.5,13.5,16.5,22283200.0
2006-03-17,13.5,13.5,13.5,13.5,16.5,21744600.0
2006-03-20,13.5,13.5,13.5,13.5,16.5,22505900.0
2006-03-21,13.5,13.5,13.5,13.5,16.5,23985800.0
2006-03-22,13.5,13.5,13.5,13.5,16.5,26061700.0
2006-03-23,13.5,13.5,13.5,13.5,16.5,25689100.0
2006-03-24,13.5,13.5,13.5,13.5,16.5,23442900.0
2006-03-27,13.5,13.5,13.5,13.5,16.5,23811700.0
2006-03-28,13.5,13.5,13.5,13.5,16.5,24166700.0
2006-03-29,13.5,13.5,13.5,13.5,16.5,23310400.0
2006-03-30,13.5,13.5,13.5,13.5,16.5,21929500.0
2006-03-31,13.5,13.5,13.5,13.5,16.5,25326900.0
2006-04-03,13.5,13.5,13.5,13.5,16.5,23775400.0
2006-04-04,13.5,13.5,13.5,13.5,16.5,24129900.0
2006-04-05,13.5,13.5,13.5,13.5,16.5,22125900.0
2006-04-06,13.5,13.5,13.5,13.5,16.5,22288200.0
2006-04-07,13.5,13.5,13.5,13.5,16.5,20476100.0
2006-04-10,13.5,13.5,13.5,13.5,16.5,20848900.0
2006-04-11,13.5,13.5,13.5,13.5,16.5,21267700.0
2006-04-12,13.5,13.5,13.5,13.5,16.5,19433500.0
2006-04-13,13.5,13.5,13.5,13.5,16.5,18178800.0
2006-04-14,13.5,13.5,13.5,13.5,16.5,17691700.0
2006-04-17,13.5,13.5,13.5,13.5,16.5,18488900.0
2006-04-18,13.5,13.5,13.5,13.5,16.5,19643300.0
2006-04-19,13.5,13.5,13.5,13.5,16.5,21442700.0
2006-04-20,13.5,13.5,13.5,13.5,16.5,21791400.0
2006-04-21,13.5,13.5,13.5,13.5,16.5,20272400.0
2006-04-24,13.5,13.5,13.5,13.5,16.5,21419500.0
2006-04-25,13.5,13.5,13.5,13.5,16.5,21439500.0
2006-04-26,13.5,13.5,13.5,13.5,16.5,21619100.0
2006-04-27,13.5,13.5,13.5,13.5,16.5,20744100.0
2006-04-28,13.25,13.25,13.25,13.25,16.25,16435900.0
2006-05-01,13.25,13.25,13.25,13.25,16.25,19630200.0
2006-05-02,13.25,13.25,13.25,13.25,16.25,20860500.0
2006-05-03,13.25,13.25,13.25,13.25,16.25,20631600.0
2006-05-04,13.25,13.25,13.25,13.25,16.25,21983900.0
2006-05-05,13.25,13.25,13.25,13.25,16.25,18210900.0
2006-05-08,13.25,13.25,13.25,13.25,16.25,19819000.0
2006-05-09,13.25,13.25,13.25,13.25,16.25,20375000.0
2006-05-10,13.25,13.25,13.25,13.25,16.25,19136300.0
2006-05-11,13.25,13.25,13.25,13.25,16.25,19731600.0
2006-05-12,13.25,13.25,13.25,13.25,16.25,19403000.0
2006-05-15,13.25,13.25,13.25,13.25,16.25,16898000.0
2006-05-16,13.25,13.25,13.25,13.25,16.25,20287700.0
2006-05-17,13.25,13.25,13.25,13.25,16.25,21141600.0
2006-05-18,13.25,13.25,13.25,13.25,16.25,18435900.0
2006-05-19,,,,,,
2006-05-22,13.25,13.25,13.25,13.25,16.25,7974700.0
2006-05-23,13.25,13.25,13.25,13.25,16.25,11544500.0
2006-05-24,13.25,13.25,13.25,13.25,16.25,13835000.0
2006-05-25,13.25,13.25,13.25,13.25,16.25,13628300.0
2006-05-26,13.25,13.25,13.25,13.25,16.25,17662100.0
2006-05-29,13.25,13.25,13.25,13.25,16.25,17577700.0
2006-05-30,13.25,13.25,13.25,13.25,16.25,16199000.0
2006-05-31,13.25,13.25,13.25,13.25,16.25,16476200.0
2006-06-01,13.25,13.25,13.25,13.25,16.25,20035100.0
2006-06-02,13.25,13.25,13.25,13.25,16.25,12635600.0
2006-06-05,13.25,13.25,13.25,13.25,16.25,8689200.0
2006-06-06,13.25,13.25,13.25,13.25,16.25,8288700.0
2006-06-07,13.25,13.25,13.25,13.25,16.25,6234800.0
2006-06-08,15.0,15.0,15.0,15.0,18.0,14367000.0
2006-06-09,15.0,15.0,15.0,15.0,18.0,15060200.0
2006-06-12,15.0,15.0,15.0,15.0,18.0,15022900.0
2006-06-13,15.0,15.0,15.0,15.0,18.0,14022000.0
2006-06-14,15.0,15.0,15.0,15.0,18.0,16426700.0
2006-06-15,15.0,15.0,15.0,15.0,18.0,18199500.0
2006-06-16,15.0,15.0,15.0,15.0,18.0,9817500.0
2006-06-19,15.0,15.0,15.0,15.0,18.0,7776100.0
2006-06-20,15.0,15.0,15.0,15.0,18.0,7635400.0
2006-06-21,15.0,15.0,15.0,15.0,18.0,15281400.0
2006-06-22,15.0,15.0,15.0,15.0,18.0,16066000.0
2006-06-23,15.0,15.0,15.0,15.0,18.0,14560100.0
2006-06-26,17.25,17.25,17.25,17.25,20.25,9746600.0
2006-06-27,17.25,17.25,17.25,17.25,20.25,8088000.0
2006-06-28,17.25,17.25,17.25,17.25,22.25,9331300.0
2006-06-29,17.25,17.25,17.25,17.25,22.25,12530100.0
2006-06-30,17.25,17.25,17.25,17.25,22.25,4344600.0
2006-07-03,17.25,17.25,17.25,17.25,22.25,6536200.0
2006-07-04,17.25,17.25,17.25,17.25,22.25,5992900.0
2006-07-05,17.25,17.25,17.25,17.25,22.25,3175900.0
2006-07-06,17.25,17.25,17.25,17.25,22.25,3024000.0
2006-07-07,17.25,17.25,17.25,17.25,22.25,3127400.0
2006-07-10,17.25,17.25,17.25,17.25,22.25,4077500.0
2006-07-11,17.25,17.25,17.25,17.25,22.25,4678300.0
2006-07-12,17.25,17.25,17.25,17.25,22.25,5411800.0
2006-07-13,17.25,17.25,17.25,17.25,22.25,10166700.0
2006-07-14,17.25,17.25,17.25,17.25,22.25,2889600.0
2006-07-17,17.25,17.25,17.25,17.25,22.25,2461600.0
2006-07-18,17.25,17.25,17.25,17.25,22.25,2939800.0
2006-07-19,17.25,17.25,17.25,17.25,22.25,1518100.0
2006-07-20,17.25,17.25,17.25,17.25,22.25,2003600.0
2006-07-21,17.5,17.5,17.5,17.5,22.5,4416600.0
2006-07-24,17.5,17.5,17.5,17.5,22.5,4646300.0
2006-07-25,17.5,17.5,17.5,17.5,22.5,5726600.0
2006-07-26,17.5,17.5,17.5,17.5,22.5,7104600.0
2006-07-27,17.5,17.5,17.5,17.5,22.5,8371200.0
2006-07-28,17.5,17.5,17.5,17.5,22.5,2082400.0
2006-07-31,17.5,17.5,17.5,17.5,22.5,2359600.0
2006-08-01,17.5,17.5,17.5,17.5,22.5,3042400.0
2006-08-02,17.5,17.5,17.5,17.5,22.5,3096700.0
2006-08-03,17.5,17.5,17.5,17.5,22.5,2998500.0
2006-08-04,17.5,17.5,17.5,17.5,22.5,2463100.0
2006-08-07,17.5,17.5,17.5,17.5,22.5,4312200.0
2006-08-08,17.5,17.5,17.5,17.5,22.5,4137100.0
2006-08-09,17.5,17.5,17.5,17.5,22.5,6157800.0
2006-08-10,17.5,17.5,17.5,17.5,22.5,9725300.0
2006-08-11,17.5,17.5,17.5,17.5,22.5,6640800.0
2006-08-14,17.5,17.5,17.5,17.5,22.5,6813300.0
2006-08-15,17.5,17.5,17.5,17.5,22.5,7651100.0
2006-08-16,17.5,17.5,17.5,17.5,22.5,7207200.0
2006-08-17,17.5,17.5,17.5,17.5,22.5,7227000.0
2006-08-18,17.5,17.5,17.5,17.5,22.5,4617800.0
2006-08-21,17.5,17.5,17.5,17.5,22.5,6837500.0
2006-08-22,17.5,17.5,17.5,17.5,22.5,5878900.0
2006-08-23,17.5,17.5,17.5,17.5,22.5,6412800.0
2006-08-24,17.5,17.5,17.5,17.5,22.5,7424300.0
2006-08-25,17.5,17.5,17.5,17.5,22.5,3561100.0
2006-08-28,17.5,17.5,17.5,17.5,22.5,2722600.0
2006-08-29,17.5,17.5,17.5,17.5,22.5,2758800.0
2006-08-30,,,,,,
2006-08-31,17.5,17.5,17.5,17.5,22.5,2732600.0
2006-09-01,17.5,17.5,17.5,17.5,22.5,3083400.0
2006-09-04,17.5,17.5,17.5,17.5,22.5,4541500.0
2006-09-05,17.5,17.5,17.5,17.5,22.5,4584700.0
2006-09-06,17.5,17.5,17.5,17.5,22.5,4302300.0
2006-09-07,17.5,17.5,17.5,17.5,22.5,7645300.0
2006-09-08,17.5,17.5,17.5,17.5,22.5,2555400.0
2006-09-11,17.5,17.5,17.5,17.5,22.5,2309100.0
2006-09-12,17.5,17.5,17.5,17.5,22.5,2634000.0
2006-09-13,17.5,17.5,17.5,17.5,22.5,1401900.0
2006-09-14,17.5,17.5,17.5,17.5,22.5,3966900.0
2006-09-15,17.5,17.5,17.5,17.5,22.5,2108700.0
2006-09-18,17.5,17.5,17.5,17.5,22.5,4974900.0
2006-09-19,17.5,17.5,17.5,17.5,22.5,5902100.0
2006-09-20,17.5,17.5,17.5,17.5,22.5,7389200.0
2006-09-21,17.5,17.5,17.5,17.5,22.5,7443700.0
2006-09-22,17.5,17.5,17.5,17.5,22.5,1297800.0
2006-09-25,17.5,17.5,17.5,17.5,22.5,3372100.0
2006-09-26,17.5,17.5,17.5,17.5,22.5,2575300.0
2006-09-27,17.5,17.5,17.5,17.5,22.5,5081300.0
2006-09-28,17.5,17.5,17.5,17.5,22.5,5064300.0
2006-09-29,17.5,17.5,17.5,17.5,22.5,6692400.0
2006-10-02,17.5,17.5,17.5,17.5,22.5,9387100.0
2006-10-03,17.5,17.5,17.5,17.5,22.5,9326600.0
2006-10-04,17.5,17.5,17.5,17.5,22.5,8183700.0
2006-10-05,17.5,17.5,17.5,17.5,22.5,6261800.0
2006-10-06,17.5,17.5,17.5,17.5,22.5,5404200.0
2006-10-09,17.5,17.5,17.5,17.5,22.5,5080600.0
2006-10-10,17.5,17.5,17.5,17.5,22.5,5108500.0
2006-10-11,17.5,17.5,17.5,17.5,22.5,6133100.0
2006-10-12,17.5,17.5,17.5,17.5,22.5,8728500.0
2006-10-13,17.5,17.5,17.5,17.5,22.5,7702600.0
2006-10-16,17.5,17.5,17.5,17.5,22.5,8185600.0
2006-10-17,17.5,17.5,17.5,17.5,22.5,8848000.0
2006-10-18,17.5,17.5,17.5,17.5,22.5,8761400.0
2006-10-19,17.5,17.5,17.5,17.5,22.5,7882300.0
2006-10-20,17.5,17.5,17.5,17.5,22.5,3380700.0
2006-10-23,,,,,,
2006-10-24,,,,,,
2006-10-25,,,,,,
2006-10-26,17.5,17.5,17.5,17.5,22.5,4054000.0
2006-10-27,17.5,17.5,17.5,17.5,22.5,6954900.0
2006-10-30,17.5,17.5,17.5,17.5,22.5,6120100.0
2006-10-31,17.5,17.5,17.5,17.5,22.5,8126100.0
2006-11-01,17.5,17.5,17.5,17.5,22.5,9566900.0
2006-11-02,17.5,17.5,17.5,17.5,22.5,10213300.0
2006-11-03,17.5,17.5,17.5,17.5,22.5,5664200.0
2006-11-06,17.5,17.5,17.5,17.5,22.5,5766800.0
2006-11-07,17.5,17.5,17.5,17.5,22.5,4947000.0
2006-11-08,17.5,17.5,17.5,17.5,22.5,8289900.0
2006-11-09,17.5,17.5,17.5,17.5,22.5,8100500.0
2006-11-10,17.5,17.5,17.5,17.5,22.5,10190100.0
2006-11-13,17.5,17.5,17.5,17.5,22.5,11396200.0
2006-11-14,17.5,17.5,17.5,17.5,22.5,11187000.0
2006-11-15,17.5,17.5,17.5,17.5,22.5,11451600.0
2006-11-16,17.5,17.5,17.5,17.5,22.5,12254300.0
2006-11-17,17.5,17.5,17.5,17.5,22.5,7589100.0
2006-11-20,17.5,17.5,17.5,17.5,22.5,8523600.0
2006-11-21,17.5,17.5,17.5,17.5,22.5,8437600.0
2006-11-22,17.5,17.5,17.5,17.5,22.5,8075800.0
2006-11-23,17.5,17.5,17.5,17.5,22.5,8409100.0
2006-11-24,17.5,17.5,17.5,17.5,22.5,6354500.0
2006-11-27,17.5,17.5,17.5,17.5,22.5,10724000.0
2006-11-28,17.5,17.5,17.5,17.5,22.5,13276300.0
2006-11-29,17.5,17.5,17.5,17.5,22.5,12531400.0
2006-11-30,17.5,17.5,17.5,17.5,22.5,8844100.0
2006-12-01,17.5,17.5,17.5,17.5,22.5,5120300.0
2006-12-04,17.5,17.5,17.5,17.5,22.5,4664100.0
2006-12-05,17.5,17.5,17.5,17.5,22.5,4995100.0
2006-12-06,17.5,17.5,17.5,17.5,22.5,4606500.0
2006-12-07,17.5,17.5,17.5,17.5,22.5,5538500.0
2006-12-08,17.5,17.5,17.5,17.5,22.5,6211800.0
2006-12-11,17.5,17.5,17.5,17.5,22.5,6274400.0
2006-12-12,17.5,17.5,17.5,17.5,22.5,6562700.0
2006-12-13,17.5,17.5,17.5,17.5,22.5,9263400.0
2006-12-14,17.5,17.5,17.5,17.5,22.5,11204100.0
2006-12-15,17.5,17.5,17.5,17.5,22.5,4754800.0
2006-12-18,17.5,17.5,17.5,17.5,22.5,6108100.0
2006-12-19,17.5,17.5,17.5,17.5,22.5,5751200.0
2006-12-20,17.5,17.5,17.5,17.5,22.5,6448000.0
2006-12-21,17.5,17.5,17.5,17.5,22.5,7361500.0
2006-12-22,17.5,17.5,17.5,17.5,22.5,8251600.0
2006-12-25,17.5,17.5,17.5,17.5,22.5,8088400.0
2006-12-26,17.5,17.5,17.5,17.5,22.5,10837300.0
2006-12-27,17.5,17.5,17.5,17.5,22.5,14017200.0
2006-12-28,17.5,17.5,17.5,17.5,22.5,14167300.0
2006-12-29,17.5,17.5,17.5,17.5,22.5,4823900.0
2007-01-01,,,,,,
2007-01-02,,,,,,
2007-01-03,,,,,,
2007-01-04,17.5,17.5,17.5,17.5,22.5,9798800.0
2007-01-05,17.5,17.5,17.5,17.5,22.5,8837600.0
2007-01-08,17.5,17.5,17.5,17.5,22.5,9464100.0
2007-01-09,17.5,17.5,17.5,17.5,22.5,11186900.0
2007-01-10,17.5,17.5,17.5,17.5,22.5,14307500.0
2007-01-11,17.5,17.5,17.5,17.5,22.5,13100500.0
2007-01-12,17.5,17.5,17.5,17.5,22.5,9087200.0
2007-01-15,17.5,17.5,17.5,17.5,22.5,9736900.0
2007-01-16,17.5,17.5,17.5,17.5,22.5,11344100.0
2007-01-17,17.5,17.5,17.5,17.5,22.5,12317600.0
2007-01-18,17.5,17.5,17.5,17.5,22.5,13795600.0
2007-01-19,17.5,17.5,17.5,17.5,22.5,13881900.0
2007-01-22,17.5,17.5,17.5,17.5,22.5,15730900.0
2007-01-23,17.5,17.5,17.5,17.5,22.5,17098400.0
2007-01-24,17.5,17.5,17.5,17.5,22.5,14598300.0
2007-01-25,17.5,17.5,17.5,17.5,22.5,16611400.0
2007-01-26,17.5,17.5,17.5,17.5,22.5,12003500.0
2007-01-29,17.5,17.5,17.5,17.5,22.5,13606400.0
2007-01-30,17.5,17.5,17.5,17.5,22.5,11795200.0
2007-01-31,17.5,17.5,17.5,17.5,22.5,13064100.0
2007-02-01,17.5,17.5,17.5,17.5,22.5,13811200.0
2007-02-02,17.5,17.5,17.5,17.5,22.5,13340200.0
2007-02-05,17.5,17.5,17.5,17.5,22.5,14589700.0
2007-02-06,17.5,17.5,17.5,17.5,22.5,12744400.0
2007-02-07,17.5,17.5,17.5,17.5,22.5,16070900.0
2007-02-08,17.5,17.5,17.5,17.5,22.5,17591400.0
2007-02-09,17.5,17.5,17.5,17.5,22.5,12452800.0
2007-02-12,17.5,17.5,17.5,17.5,22.5,13415300.0
2007-02-13,17.5,17.5,17.5,17.5,22.5,14406100.0
2007-02-14,17.5,17.5,17.5,17.5,22.5,11808300.0
2007-02-15,17.5,17.5,17.5,17.5,22.5,10928800.0
2007-02-16,17.5,17.5,17.5,17.5,22.5,11592900.0
2007-02-19,17.5,17.5,17.5,17.5,22.5,13216800.0
2007-02-20,17.5,17.5,17.5,17.5,22.5,12119700.0
2007-02-21,17.5,17.5,17.5,17.5,22.5,10697400.0
2007-02-22,17.5,17.5,17.5,17.5,22.5,10663800.0
2007-02-23,17.5,17.5,17.5,17.5,22.5,6716500.0
2007-02-26,17.5,17.5,17.5,17.5,22.5,5075700.0
2007-02-27,17.5,17.5,17.5,17.5,22.5,5042300.0
2007-02-28,17.5,17.5,17.5,17.5,22.5,3428900.0
2007-03-01,17.5,17.5,17.5,17.5,22.5,5915600.0
2007-03-02,17.5,17.5,17.5,17.5,22.5,7877100.0
2007-03-05,17.5,17.5,17.5,17.5,22.5,7921700.0
2007-03-06,17.5,17.5,17.5,17.5,22.5,7943800.0
2007-03-07,17.5,17.5,17.5,17.5,22.5,7936800.0
2007-03-08,17.5,17.5,17.5,17.5,22.5,8060500.0
2007-03-09,17.5,17.5,17.5,17.5,22.5,4689500.0
2007-03-12,17.5,17.5,17.5,17.5,22.5,7800100.0
2007-03-13,17.5,17.5,17.5,17.5,22.5,7723900.0
2007-03-14,17.5,17.5,17.5,17.5,22.5,9677600.0
2007-03-15,17.5,17.5,17.5,17.5,22.5,11013700.0
2007-03-16,17.5,17.5,17.5,17.5,22.5,10448300.0
2007-03-19,17.5,17.5,17.5,17.5,22.5,12077800.0
2007-03-20,17.5,17.5,17.5,17.5,22.5,11099000.0
2007-03-21,17.5,17.5,17.5,17.5,22.5,12526900.0
2007-03-22,17.5,17.5,17.5,17.5,22.5,14623300.0
2007-03-23,17.5,17.5,17.5,17.5,22.5,7388100.0
2007-03-26,17.5,17.5,17.5,17.5,22.5,9447900.0
2007-03-27,17.5,17.5,17.5,17.5,22.5,10413800.0
2007-03-28,17.5,17.5,17.5,17.5,22.5,8228500.0
2007-03-29,17.5,17.5,17.5,17.5,22.5,3043000.0
2007-03-30,17.5,17.5,17.5,17.5,22.5,7045700.0
