dt,APIFON4,APIFON3,APIFON1.TOP
2018-10-11,24.0,144221.2,149000.0
2018-10-12,24.0,141440.8,148000.0
2018-10-15,24.01,138911.5,144150.0
2018-10-16,24.0,141547.4,147000.0
2018-10-17,24.0,137347.5,142000.0
2018-10-18,24.0,137790.1,144000.0
2018-10-19,24.0,152494.3,157000.0
2018-10-22,24.0,151384.9,155000.0
2018-10-23,24.0,144119.5,148000.0
2018-10-24,24.0,139552.5,141000.0
2018-10-25,24.0,133366.5,137000.0
2018-10-26,24.02,137314.7,141570.0
2018-10-29,,,
2018-10-30,24.0,154637.5,158000.0
2018-10-31,24.0,150131.4,153000.0
2018-11-01,24.0,137111.8,142000.0
2018-11-02,24.0,154565.8,158000.0
2018-11-05,24.0,150383.7,154000.0
2018-11-06,24.0,146726.6,150000.0
2018-11-07,24.0,144855.6,148000.0
2018-11-08,24.0,138493.9,141000.0
2018-11-09,24.0,135340.8,138000.0
2018-11-12,24.0,133710.1,137350.0
2018-11-13,24.0,117848.6,120000.0
2018-11-14,24.0,118418.1,120000.0
2018-11-15,24.0,108337.7,116090.0
2018-11-16,24.0,113456.1,115000.0
2018-11-19,24.0,112652.2,115000.0
2018-11-20,24.0,109303.7,112000.0
2018-11-21,24.0,109945.3,112000.0
2018-11-22,24.0,124461.9,126000.0
2018-11-23,24.0,120838.2,123000.0
2018-11-26,24.0,120481.1,123000.0
2018-11-27,24.0,122028.7,125000.0
2018-11-28,24.0,124072.5,127000.0
2018-11-29,24.0,129121.1,133000.0
2018-11-30,24.0,129503.3,133000.0
2018-12-03,24.0,129832.4,133000.0
2018-12-04,24.0,130076.1,133000.0
2018-12-05,24.0,127662.1,131000.0
2018-12-06,24.0,122342.0,126000.0
2018-12-07,24.02,119126.4,123000.0
2018-12-10,24.0,122380.5,126000.0
2018-12-11,24.0,122746.5,126000.0
2018-12-12,24.0,121090.2,126000.0
2018-12-13,24.0,103140.8,111000.0
2018-12-14,24.0,107755.9,112000.0
2018-12-17,24.0,103803.7,109000.0
2018-12-18,24.0,102303.2,106000.1
2018-12-19,24.0,102237.5,106000.0
2018-12-20,24.0,101060.7,106000.0
2018-12-21,24.0,98862.8,104000.0
2018-12-24,24.03,100685.5,106000.0
2018-12-25,24.02,95444.9,100650.0
2018-12-26,24.0,88830.0,99000.0
2018-12-27,24.0,81305.3,99000.0
2018-12-28,24.0,101902.4,107000.0
2018-12-31,24.06,101698.3,109000.0
2019-01-01,,,
2019-01-02,24.0,96543.3,105000.0
2019-01-03,24.0,95444.0,105000.0
2019-01-04,24.0,91842.5,96000.0
2019-01-07,24.0,93508.2,98000.0
2019-01-08,24.0,95882.6,100000.0
2019-01-09,24.0,97870.0,102000.0
2019-01-10,24.0,98595.5,102030.0
2019-01-11,24.0,94077.3,97000.0
2019-01-14,24.0,92357.7,95000.0
2019-01-15,24.0,91266.6,93000.0
2019-01-16,24.0,90714.6,93000.0
2019-01-17,24.0,85787.3,88000.0
2019-01-18,24.0,86792.3,89000.0
2019-01-21,24.0,90825.0,92000.0
2019-01-22,24.0,87789.0,89000.0
2019-01-23,24.0,81777.8,87000.0
2019-01-24,24.08,68533.6,71702.0
2019-01-25,24.0,70539.9,74000.0
2019-01-28,24.0,68296.2,72000.0
2019-01-29,24.0,72655.8,77000.0
2019-01-30,24.0,68776.6,73000.0
2019-01-31,24.0,79430.3,82000.0
2019-02-01,24.0,80562.8,84000.0
2019-02-04,24.0,79535.2,83000.0
2019-02-05,24.0,78941.1,82000.0
2019-02-06,24.0,79438.3,82000.0
2019-02-07,24.0,79387.6,82000.0
2019-02-08,24.0,79426.9,82000.0
2019-02-11,24.0,78413.2,81000.0
2019-02-12,24.0,77182.5,80000.0
2019-02-13,24.0,64384.0,67000.0
2019-02-14,24.0,60636.9,64000.0
2019-02-15,24.0,59154.1,62000.0
2019-02-18,24.0,55350.0,61000.0
2019-02-19,24.0,66297.6,69000.0
2019-02-20,24.0,59181.8,63000.0
2019-02-21,24.0,71989.1,74000.0
2019-02-22,24.0,68263.8,71000.0
2019-02-25,24.0,65334.9,67000.0
2019-02-26,24.0,62109.8,65000.0
2019-02-27,24.0,62394.3,66000.0
2019-02-28,24.0,54783.8,58000.0
2019-03-01,24.0,74689.0,78000.0
2019-03-04,24.0,71376.9,74000.0
2019-03-05,24.0,66138.6,71000.0
2019-03-06,24.0,64134.7,70000.0
2019-03-07,24.0,68483.9,73000.0
2019-03-08,24.0,75804.1,80000.0
2019-03-11,24.0,79230.7,84000.0
2019-03-12,24.0,82696.7,88000.0
2019-03-13,24.0,70548.2,75000.0
2019-03-14,24.0,72667.4,77000.0
2019-03-15,24.0,81671.5,85000.0
2019-03-18,24.0,78834.9,83000.0
2019-03-19,24.0,84554.2,88000.0
2019-03-20,24.0,86104.7,90000.0
2019-03-21,24.0,86782.5,90006.0
2019-03-22,24.0,88776.7,93000.0
2019-03-25,24.31,95139.2,95725.0
2019-03-26,24.56,87360.3,89391.0
2019-03-27,24.69,89486.0,92901.5
2019-03-28,25.01,79063.7,85118.0
2019-03-29,25.5,78169.0,82169.3
2019-04-01,25.5,88331.0,91395.8
2019-04-02,25.5,84641.5,87032.3
2019-04-03,25.5,78231.9,80184.3
2019-04-04,25.5,74064.6,76340.8
2019-04-05,25.5,78992.1,81919.3
2019-04-08,25.18,72530.3,75191.3
2019-04-09,24.9,74461.6,76962.5
2019-04-10,24.6,72291.7,74778.0
2019-04-11,24.06,64756.1,67750.0
2019-04-12,24.1,62257.6,71700.0
2019-04-15,24.36,63284.5,75200.0
2019-04-16,24.03,58187.8,64200.0
2019-04-17,24.08,54771.9,61200.0
2019-04-18,24.09,58355.5,63834.5
2019-04-19,24.0,61707.2,67000.0
2019-04-22,24.02,58258.0,62974.5
2019-04-23,,,
2019-04-24,24.02,54462.6,61000.0
2019-04-25,24.0,54168.9,60000.0
2019-04-26,24.0,56446.6,61000.0
2019-04-29,24.0,59371.0,64000.0
2019-04-30,24.0,71317.3,75000.0
2019-05-01,,,
2019-05-02,24.0,73829.8,77000.0
2019-05-03,24.0,76266.2,79000.0
2019-05-06,24.0,70892.6,75000.0
2019-05-07,24.0,71345.2,75000.0
2019-05-08,24.0,67913.2,72000.0
2019-05-09,24.11,70467.6,74500.0
2019-05-10,24.18,60163.1,64850.0
2019-05-13,24.71,60267.0,64475.5
2019-05-14,24.95,64554.6,68777.0
2019-05-15,25.07,68580.0,73759.5
2019-05-16,25.5,67140.0,72951.0
2019-05-17,25.5,74209.3,79064.0
2019-05-20,25.5,77014.6,81108.0
2019-05-21,25.19,78569.1,82876.0
2019-05-22,24.84,69716.6,74579.0
2019-05-23,24.55,64852.9,69666.5
2019-05-24,24.35,67914.2,72746.0
2019-05-27,24.01,66484.2,71577.5
2019-05-28,24.0,65007.8,70000.0
2019-05-29,24.02,66413.8,72880.0
2019-05-30,24.07,84819.4,90066.0
2019-05-31,24.13,85710.6,91184.5
2019-06-03,24.0,83514.5,89000.0
2019-06-04,,,
2019-06-05,,,
2019-06-06,,,
2019-06-07,24.0,80055.8,86000.0
2019-06-10,24.03,76847.0,82600.0
2019-06-11,24.0,80682.0,86000.0
2019-06-12,24.0,79094.0,84009.5
2019-06-13,24.13,72772.9,77961.5
2019-06-14,24.0,72253.7,77000.0
2019-06-17,24.0,65230.7,71000.0
2019-06-18,23.8,63245.5,69078.0
2019-06-19,23.78,60454.6,66356.0
2019-06-20,23.81,70169.3,75496.0
2019-06-21,23.8,75108.8,81094.0
2019-06-24,23.81,79636.9,85444.0
2019-06-25,23.83,81101.8,87168.0
2019-06-26,23.85,72728.3,81520.0
2019-06-27,23.89,64264.8,76420.0
2019-06-28,23.86,86207.2,91681.0
2019-07-01,23.84,82873.8,90112.0
2019-07-02,23.86,86426.1,92807.0
2019-07-03,23.88,79888.5,89450.0
2019-07-04,23.89,76334.4,83250.0
2019-07-05,23.87,73994.4,81440.0
2019-07-08,23.86,74102.7,81350.0
2019-07-09,23.87,74812.4,81857.0
2019-07-10,23.88,84943.4,90926.0
2019-07-11,23.9,65497.8,76266.0
2019-07-12,23.89,75626.0,83151.0
2019-07-15,,,
2019-07-16,23.88,73165.5,80401.0
2019-07-17,23.86,69347.9,76576.0
2019-07-18,23.89,64259.1,72051.0
2019-07-19,23.89,69512.1,77191.0
2019-07-22,23.89,71257.3,78701.0
2019-07-23,23.89,70193.3,77751.0
2019-07-24,23.88,67750.5,74916.0
2019-07-25,23.92,61617.2,69853.0
2019-07-26,21.4,63896.2,71851.0
2019-07-29,20.87,57601.6,65551.0
2019-07-30,20.2,71389.2,79113.0
2019-07-31,19.66,59935.9,68063.0
2019-08-01,19.64,58768.0,69816.0
2019-08-02,19.63,67689.5,76113.0
2019-08-05,19.64,68986.2,76366.0
2019-08-06,19.65,70908.2,78966.0
2019-08-07,19.63,57113.6,66566.0
2019-08-08,19.62,52369.2,68013.0
2019-08-09,19.64,56560.4,66091.0
2019-08-12,,,
2019-08-13,,,
2019-08-14,,,
2019-08-15,19.59,40232.7,48041.0
2019-08-16,19.59,31693.7,40966.0
2019-08-19,19.47,34743.8,43751.0
2019-08-20,19.57,41594.8,49516.0
2019-08-21,19.59,43013.8,49877.0
2019-08-22,19.62,51547.9,57362.0
2019-08-23,19.65,45662.1,53382.0
2019-08-26,19.63,43163.3,49932.0
2019-08-27,19.58,40898.3,48382.0
2019-08-28,19.54,40857.3,48005.0
2019-08-29,19.61,56396.8,62657.0
2019-08-30,,,
2019-09-02,19.64,56068.6,61882.0
2019-09-03,19.58,61497.6,67712.0
2019-09-04,19.58,56404.4,62282.0
2019-09-05,19.6,50786.2,56657.0
2019-09-06,19.59,51411.2,58057.0
2019-09-09,19.62,47445.7,53007.0
2019-09-10,19.62,47167.0,51907.0
2019-09-11,19.54,45666.2,50907.0
2019-09-12,19.55,33633.4,37407.0
2019-09-13,17.47,47903.9,52290.0
2019-09-16,17.06,46678.1,51355.0
2019-09-17,16.53,40169.4,45680.0
2019-09-18,16.25,38491.7,44183.0
2019-09-19,16.27,43327.4,49345.0
2019-09-20,16.34,40399.8,46495.0
2019-09-23,16.35,33647.3,39795.0
2019-09-24,16.29,33746.1,39389.0
2019-09-25,16.29,29595.9,36645.0
2019-09-26,16.27,28604.1,33570.0
2019-09-27,16.29,33962.3,39065.0
2019-09-30,16.31,39815.7,45554.0
2019-10-01,16.32,38452.8,44145.0
2019-10-02,16.45,31743.9,37800.0
2019-10-03,16.32,26685.3,32795.0
2019-10-04,16.17,27516.5,34109.0
2019-10-07,16.18,23969.8,30934.0
2019-10-08,16.21,25665.5,32505.0
2019-10-09,16.26,23858.4,30397.0
2019-10-10,16.23,26946.7,32762.0
2019-10-11,16.14,16620.1,23272.0
2019-10-14,16.08,20487.4,27522.0
2019-10-15,16.12,23330.5,29013.0
2019-10-16,16.17,19347.2,26897.0
2019-10-17,16.33,10164.3,20600.0
2019-10-18,16.15,20282.9,27522.0
2019-10-21,16.08,13632.5,22283.0
2019-10-22,16.0,12262.0,20083.0
2019-10-23,16.02,12215.2,19087.0
2019-10-24,16.04,8968.2,17447.0
2019-10-25,14.01,24908.9,32084.0
2019-10-28,13.86,24643.1,32914.0
2019-10-29,,,
2019-10-30,13.84,29445.5,37738.0
2019-10-31,13.84,37789.4,42769.0
2019-11-01,13.84,35979.8,43858.0
2019-11-04,13.94,33342.9,40531.0
2019-11-05,13.86,31155.4,38287.0
2019-11-06,13.85,27349.6,34179.0
2019-11-07,13.73,32735.5,38311.0
2019-11-08,13.71,31228.7,38663.5
2019-11-11,13.68,32376.8,38111.0
2019-11-12,13.68,32036.2,38281.0
2019-11-13,13.84,19559.9,28674.0
2019-11-14,13.84,13907.5,23844.0
2019-11-15,13.61,20130.5,24526.0
2019-11-18,13.69,10655.4,17386.0
2019-11-19,13.64,16691.1,21866.0
2019-11-20,13.69,14084.7,20231.0
2019-11-21,13.6,24545.4,29945.0
2019-11-22,13.61,23931.9,28041.0
2019-11-25,13.69,22295.4,26160.0
2019-11-26,13.69,19220.6,24505.0
2019-11-27,13.7,21530.9,27336.0
2019-11-28,13.58,23726.7,29450.0
2019-11-29,13.71,32183.3,36540.0
2019-12-02,13.68,32716.9,36865.0
2019-12-03,13.75,33041.1,37250.0
2019-12-04,13.78,29488.1,33440.0
2019-12-05,13.7,30523.9,34441.0
2019-12-06,13.67,27389.1,31290.0
2019-12-09,13.66,31395.2,34985.0
2019-12-10,13.66,30327.8,33571.0
2019-12-11,13.7,31072.4,34469.0
2019-12-12,13.9,16500.0,25535.0
2019-12-13,13.04,13222.9,18135.0
2019-12-16,12.96,5190.9,13235.0
2019-12-17,12.34,3773.6,8950.0
2019-12-18,11.35,5573.4,11562.0
2019-12-19,11.35,8380.5,14372.0
2019-12-20,11.47,7677.8,10752.0
2019-12-23,11.68,3482.0,7400.0
2019-12-24,11.91,-4919.9,5500.0
2019-12-25,11.89,-14992.2,4750.0
2019-12-26,11.94,-12865.7,3450.0
2019-12-27,11.34,9823.9,15247.0
2019-12-30,11.47,2331.6,9529.0
2019-12-31,11.43,9921.6,14689.0
2020-01-01,,,
2020-01-02,11.49,7224.9,13204.0
2020-01-03,11.29,10509.4,15492.0
2020-01-06,11.44,23320.7,27347.0
2020-01-07,11.5,28475.1,32884.0
2020-01-08,11.63,32010.0,34894.0
2020-01-09,11.65,37099.7,39894.0
2020-01-10,11.74,31274.7,35304.0
2020-01-13,11.96,14688.65,21050.0
2020-01-14,11.71,13127.5,18754.0
2020-01-15,11.83,637.2,7525.0
2020-01-16,11.11,7843.4,11573.0
2020-01-17,10.46,11853.1,16120.0
2020-01-20,10.56,13134.9,19438.0
2020-01-21,10.65,14772.1,19993.0
2020-01-22,10.76,14573.9,19680.0
2020-01-23,11.04,8546.2,13895.0
2020-01-24,11.12,3304.9,9750.0
2020-01-27,10.9,1245.8,9229.0
2020-01-28,10.83,24153.5,29472.0
2020-01-29,10.9,33986.2,40029.0
2020-01-30,10.93,37195.5,42634.0
2020-01-31,10.97,37097.7,43854.0
2020-02-03,10.96,47499.8,53704.0
2020-02-04,11.0,44361.3,49644.0
2020-02-05,10.94,44284.5,49128.0
2020-02-06,10.98,49763.4,53698.0
2020-02-07,10.98,52126.8,54867.0
2020-02-10,11.01,54176.9,56902.0
2020-02-11,11.02,36935.0,42730.0
2020-02-12,10.95,38188.15,41196.0
2020-02-13,10.95,25011.6,29901.0
2020-02-14,10.86,29688.9,34251.0
2020-02-17,10.81,29828.5,33741.0
2020-02-18,10.95,53157.5,57734.5
2020-02-19,10.98,51160.65,54576.0
2020-02-20,10.84,63904.05,66781.0
2020-02-21,10.75,66786.6,70211.0
2020-02-24,10.66,66501.6,68871.0
2020-02-25,10.53,58136.4,61701.0
2020-02-26,10.5,57357.8,61651.0
2020-02-27,10.53,73070.35,75651.0
2020-02-28,10.54,66110.65,70743.5
2020-03-02,10.52,67756.8,71856.0
2020-03-03,10.53,61553.7,65361.0
2020-03-04,10.5,60126.9,62786.0
2020-03-05,10.56,74837.1,76075.0
2020-03-06,10.55,84046.3,87070.0
2020-03-09,10.55,83020.0,87209.0
2020-03-10,10.55,83271.8,87208.0
2020-03-11,10.56,81251.8,85325.0
2020-03-12,10.52,67554.1,71726.0
2020-03-13,10.56,84908.8,87826.0
2020-03-16,10.57,87412.4,91826.0
2020-03-17,10.65,103712.8,106671.0
2020-03-18,10.35,116411.3,120224.0
2020-03-19,10.25,113252.35,118886.0
2020-03-20,9.99,93743.06,98667.0
2020-03-23,9.76,93111.7,98181.0
2020-03-24,9.33,90751.3,96300.0
2020-03-25,9.27,92243.3,97813.0
2020-03-26,9.26,86856.5,91740.0
2020-03-27,9.24,94556.23,100162.23
2020-03-30,9.22,89769.23,95547.23
2020-03-31,9.27,91779.03,97978.23
2020-04-01,9.22,84950.83,90083.23
2020-04-02,9.25,91461.53,94339.23
2020-04-03,9.19,94097.98,98814.23
2020-04-06,9.23,100046.42,105214.23
2020-04-07,9.12,102779.18,107964.23
2020-04-08,9.22,125457.7,130967.23
2020-04-09,9.2,123126.46,127319.23
2020-04-10,9.2,114355.79,118458.23
2020-04-13,9.06,91909.32,99481.23
2020-04-14,9.06,92320.13,101942.23
2020-04-15,8.91,90840.94,100000.23
2020-04-16,9.04,107511.13,115592.23
2020-04-17,9.05,112458.44,116511.23
2020-04-20,9.04,113218.43,119409.23
2020-04-21,9.04,112018.8,118987.23
2020-04-22,9.13,120183.9,126982.23
2020-04-23,,,
2020-04-24,8.99,120254.13,126281.23
2020-04-27,8.9,113760.4,121959.0
2020-04-28,8.7,105217.83,114281.23
2020-04-29,8.49,143386.19,148556.23
2020-04-30,8.35,136660.49,141353.23
2020-05-01,,,
2020-05-04,8.34,159464.73,159792.23
2020-05-05,8.36,155215.84,156293.23
2020-05-06,8.39,174092.04,176842.23
2020-05-07,8.37,166721.41,168720.23
2020-05-08,8.37,172959.94,175695.23
2020-05-11,8.38,158915.91,165796.23
2020-05-12,8.39,159775.14,163826.23
2020-05-13,8.4,158353.93,162648.23
2020-05-14,8.33,148561.63,151828.23
2020-05-15,8.23,152129.93,155265.23
2020-05-18,8.25,158403.63,162935.23
2020-05-19,,,
2020-05-20,8.24,159041.83,165420.23
2020-05-21,8.27,167687.63,174582.23
2020-05-22,8.22,174888.53,180235.23
2020-05-25,,,
2020-05-26,,,
2020-05-27,8.07,172518.53,180331.23
2020-05-28,8.03,173690.63,180937.23
2020-05-29,7.9,197932.73,203539.23
2020-06-01,7.76,197271.73,200897.23
2020-06-02,7.77,194808.63,200369.23
2020-06-03,7.75,190233.23,196799.23
2020-06-04,7.75,190921.33,197338.23
2020-06-05,7.74,182028.33,190678.23
2020-06-08,7.72,180090.43,187263.23
2020-06-09,7.73,174173.53,181163.23
2020-06-10,7.7,171866.53,178760.23
2020-06-11,7.66,160567.63,166421.23
2020-06-12,7.69,159512.93,163720.23
2020-06-15,7.66,154170.63,159340.23
2020-06-16,7.64,157742.23,160828.23
2020-06-17,7.68,157545.03,161401.73
2020-06-18,7.64,159468.33,163281.23
2020-06-19,7.63,153377.63,156381.23
2020-06-22,7.53,157729.03,160798.23
2020-06-23,7.52,154348.53,158891.23
2020-06-24,7.54,159254.63,162901.23
2020-06-25,7.55,159529.38,164613.0
2020-06-26,7.62,170906.9,175168.0
2020-06-29,7.63,181410.1,185324.0
2020-06-30,7.62,176699.3,180124.0
2020-07-01,7.59,167974.6,171592.0
2020-07-02,7.6,173839.2,177532.0
2020-07-03,7.58,166900.2,171348.0
2020-07-06,7.6,173053.4,175612.0
2020-07-07,7.6,175507.7,178473.0
2020-07-08,7.6,174267.0,178386.0
2020-07-09,7.59,172743.2,176833.0
2020-07-10,7.57,165775.6,169646.0
2020-07-13,7.5,149292.7,153138.0
2020-07-14,7.4,149017.7,153443.0
2020-07-15,,,
2020-07-16,7.34,140018.2,144243.0
2020-07-17,7.4,150499.3,154459.0
2020-07-20,7.42,153614.6,158259.0
2020-07-21,7.46,161471.7,166259.0
2020-07-22,7.52,167867.0,175243.5
2020-07-23,7.52,168102.6,177023.5
2020-07-24,7.54,178553.7,186454.0
2020-07-27,7.53,172862.1,181154.0
2020-07-28,7.7,202968.36,212362.0
2020-07-29,7.72,219186.67,226328.5
2020-07-30,7.76,237645.18,242043.0
2020-07-31,,,
2020-08-03,,,
2020-08-04,7.72,227448.9,229048.0
2020-08-05,7.8,224698.6,229519.5
2020-08-06,7.88,218259.57,225124.5
2020-08-07,8.06,224244.17,229992.0
2020-08-10,8.32,226057.1,232127.0
2020-08-11,8.38,218850.3,225212.0
2020-08-12,8.71,192151.4,196958.0
2020-08-13,9.06,175136.3,181698.0
2020-08-14,9.06,176394.6,182339.0
2020-08-17,9.17,185970.0,191079.0
2020-08-18,9.31,212192.9,217228.0
2020-08-19,9.37,203258.0,208368.0
2020-08-20,9.44,206088.6,211926.5
2020-08-21,9.52,218397.7,222624.0
2020-08-24,9.61,233368.9,238777.0
2020-08-25,9.67,238127.7,242791.0
2020-08-26,9.73,243116.2,248423.0
2020-08-27,10.0,265327.8,270889.0
2020-08-28,10.02,281153.3,287601.0
2020-08-31,10.15,274854.6,283595.0
2020-09-01,10.15,288172.3,293387.0
2020-09-02,10.16,290824.1,295633.0
2020-09-03,10.15,304487.5,309640.0
2020-09-04,10.14,330116.2,333317.0
2020-09-07,10.16,340001.1,343109.0
2020-09-08,10.15,327873.3,332538.0
2020-09-09,10.16,320306.0,324433.0
2020-09-10,10.22,309937.93,314386.0
2020-09-11,10.29,299006.2,303292.0
2020-09-14,10.32,298897.5,305541.0
2020-09-15,10.33,295410.3,300698.0
2020-09-16,10.32,276730.5,283949.0
2020-09-17,10.41,237223.7,243537.0
2020-09-18,10.39,250146.7,254294.0
2020-09-21,10.61,257059.3,261526.5
2020-09-22,10.61,254809.2,259081.0
2020-09-23,10.65,257771.5,262022.0
2020-09-24,10.69,275049.0,280375.0
2020-09-25,10.88,229164.8,236304.5
2020-09-28,10.99,241288.1,249034.0
2020-09-29,11.08,253954.3,260322.0
2020-09-30,11.12,245585.9,251344.9
2020-10-01,11.2,252460.8,258419.0
2020-10-02,11.32,257505.7,262252.5
2020-10-05,11.38,245697.7,251364.0
2020-10-06,11.45,244872.6,250349.0
2020-10-07,11.47,222551.6,229087.5
2020-10-08,11.56,225886.8,231619.0
2020-10-09,11.64,234888.2,241277.5
2020-10-12,11.93,236152.0,241825.0
2020-10-13,12.03,219113.3,226360.0
2020-10-14,12.12,219968.6,227308.0
2020-10-15,12.18,228237.2,233289.5
2020-10-16,12.26,231300.2,235300.0
2020-10-19,12.39,230424.2,237881.5
2020-10-20,12.47,231580.1,238431.5
2020-10-21,12.52,221816.1,229501.0
2020-10-22,12.75,229382.9,236298.5
2020-10-23,12.88,177038.8,182998.0
2020-10-26,12.92,182837.6,189353.5
2020-10-27,12.87,205955.9,211173.0
2020-10-28,13.08,207006.8,212007.0
2020-10-29,,,
2020-10-30,13.4,223217.5,230913.0
2020-11-02,13.45,225896.4,231184.0
2020-11-03,13.94,209495.7,213776.0
2020-11-04,13.99,208002.1,212650.0
2020-11-05,14.07,207154.6,211100.0
2020-11-06,14.12,197038.1,201160.0
2020-11-09,14.2,194599.5,197510.0
2020-11-10,14.29,195134.7,201595.0
2020-11-11,14.36,186815.85,194510.0
2020-11-12,14.46,189380.1,197232.0
2020-11-13,14.56,209466.7,215200.0
2020-11-16,14.64,205508.0,212500.0
2020-11-17,14.72,203109.4,209070.0
2020-11-18,14.8,195651.7,199000.0
2020-11-19,14.87,228072.6,234250.0
2020-11-20,14.96,197024.4,210458.5
2020-11-23,14.97,198229.6,210975.0
2020-11-24,14.97,199600.9,208663.0
2020-11-25,14.98,205069.0,214620.0
2020-11-26,14.98,202839.2,212646.0
2020-11-27,14.99,227354.8,234000.0
2020-11-30,14.99,242965.4,251000.0
2020-12-01,14.99,248437.1,255000.0
2020-12-02,14.99,251100.3,258000.0
2020-12-03,14.99,248719.4,257000.0
2020-12-04,14.99,242689.8,251000.0
2020-12-07,15.0,237270.5,245000.0
2020-12-08,15.0,239337.0,245000.0
2020-12-09,15.0,232482.91,240000.0
2020-12-10,15.0,232581.3,237000.0
2020-12-11,15.0,226096.0,230000.0
2020-12-14,15.0,215105.1,222000.0
2020-12-15,15.0,216591.0,225000.0
2020-12-16,15.0,206224.76,213000.0
2020-12-17,15.0,191606.0,200000.0
2020-12-18,15.0,201469.77,210000.0
2020-12-21,15.0,216723.2,227000.0
2020-12-22,15.0,221402.99,231000.0
2020-12-23,15.0,216096.35,224000.0
2020-12-24,15.02,230849.2,238564.0
2020-12-25,15.48,239298.9,248000.0
2020-12-28,15.96,235148.8,246000.0
2020-12-29,16.42,233107.68,247000.0
2020-12-30,16.69,241776.86,253000.0
2020-12-31,17.03,276584.81,289587.0
2021-01-01,,,
2021-01-04,17.0,252138.1,262000.0
2021-01-05,17.0,246703.86,255000.0
2021-01-06,17.0,238338.53,246000.0
2021-01-07,17.0,245000.6,253000.0
2021-01-08,17.0,264443.7,269000.0
2021-01-11,17.0,256391.0,262000.0
2021-01-12,17.0,248980.4,256000.0
2021-01-13,17.0,235888.7,242000.0
2021-01-14,17.0,231049.2,238000.0
2021-01-15,17.0,239384.5,248000.0
2021-01-18,17.0,234339.47,242000.0
2021-01-19,17.0,235067.1,241000.0
2021-01-20,17.0,247063.0,251000.0
2021-01-21,17.0,245945.2,251000.0
2021-01-22,17.0,254238.9,258000.0
2021-01-25,17.0,236259.26,245000.0
2021-01-26,17.0,238254.4,245000.0
2021-01-27,17.0,242172.7,248000.0
2021-01-28,17.0,241580.7,247000.0
2021-01-29,17.0,273493.0,282000.0
2021-02-01,17.0,274914.4,282000.0
2021-02-02,17.0,273824.7,281000.0
2021-02-03,17.0,272521.5,280000.0
2021-02-04,17.0,274464.2,281000.0
2021-02-05,17.0,288247.5,293000.0
2021-02-08,17.0,277545.3,283000.0
2021-02-09,17.0,279170.9,284000.0
2021-02-10,17.0,275433.6,281000.0
2021-02-11,17.0,261945.3,267000.0
2021-02-12,17.0,279617.4,284000.0
2021-02-15,17.0,279880.4,285000.0
2021-02-16,17.0,268379.6,273000.0
2021-02-17,17.0,266564.8,270000.0
2021-02-18,17.0,266119.8,270000.0
2021-02-19,17.0,277968.1,284000.0
2021-02-22,17.0,302480.9,307000.0
2021-02-23,17.0,300699.9,304000.0
2021-02-24,17.03,303015.6,305510.0
2021-02-25,17.0,308596.1,313000.0
2021-02-26,17.0,299506.8,308000.0
2021-03-01,17.0,328860.8,333000.0
2021-03-02,17.0,333892.9,339000.0
2021-03-03,17.0,328913.4,334000.0
2021-03-04,17.0,335531.7,339000.0
2021-03-05,17.0,366186.2,370000.0
2021-03-08,17.0,355259.5,360000.0
2021-03-09,17.0,357256.8,362000.0
2021-03-10,17.0,355847.0,361000.0
2021-03-11,17.0,339365.9,343000.0
2021-03-12,17.0,339094.1,344000.0
2021-03-15,17.0,333862.0,338000.0
2021-03-16,17.0,328209.3,332000.0
2021-03-17,17.0,320781.6,325000.0
2021-03-18,17.0,297224.1,303000.0
2021-03-19,17.64,320995.9,327000.0
2021-03-22,17.93,307810.9,322000.0
2021-03-23,18.32,326152.4,333000.0
2021-03-24,18.62,322070.8,330000.0
2021-03-25,19.0,321591.34,330000.0
2021-03-26,19.0,332218.2,340000.0
2021-03-29,19.0,323684.3,331000.0
2021-03-30,19.0,323999.2,330000.0
2021-03-31,19.0,328799.7,335000.0
2021-04-01,19.0,335949.7,342000.0
2021-04-02,19.0,346074.9,352000.0
2021-04-05,19.0,339658.7,346000.0
2021-04-06,19.0,343169.0,348000.0
2021-04-07,19.0,344588.0,350000.0
2021-04-08,19.0,347048.7,352000.0
2021-04-09,19.0,349119.2,355000.0
2021-04-12,19.0,329906.9,337000.0
2021-04-13,19.0,311081.4,317000.0
2021-04-14,19.0,307751.9,315000.0
2021-04-15,19.0,319112.1,327000.0
2021-04-16,19.0,325582.0,333000.0
2021-04-19,19.0,319421.6,327000.0
2021-04-20,19.0,320939.1,329000.0
2021-04-21,19.0,322517.7,328000.0
2021-04-22,19.0,314451.1,322000.0
2021-04-23,,,
2021-04-26,19.0,323720.96,331000.0
2021-04-27,19.0,318452.68,324000.0
2021-04-28,19.0,320159.2,325000.0
2021-04-29,19.0,317291.6,321699.0
2021-04-30,19.0,337356.6,346000.0
2021-05-03,19.0,337414.3,344000.0
2021-05-04,19.0,337384.1,343000.0
2021-05-05,19.0,342479.5,346000.0
2021-05-06,19.0,321705.3,325000.0
2021-05-07,19.0,318030.8,322000.0
2021-05-10,19.0,311113.2,317000.0
2021-05-11,19.0,310139.05,316000.0
2021-05-12,19.0,304877.65,319000.0
2021-05-13,,,
2021-05-14,,,
2021-05-17,19.0,310425.4,317000.0
2021-05-18,19.0,302576.9,307000.0
2021-05-19,,,
