dt,MK_F_BILESIK,UNIXTIME
1991-10-07,0.2779,"{""numberLong"":""686790000""}"
1991-10-08,0.2775,"{""numberLong"":""686876400""}"
1991-10-09,0.2722,"{""numberLong"":""686962800""}"
1991-10-10,0.2578,"{""numberLong"":""687049200""}"
1991-10-11,0.2546,"{""numberLong"":""687135600""}"
1991-10-14,0.2518,"{""numberLong"":""687394800""}"
1991-10-15,0.2632,"{""numberLong"":""687481200""}"
1991-10-16,0.2581,"{""numberLong"":""687567600""}"
1991-10-17,0.2577,"{""numberLong"":""687654000""}"
1991-10-18,0.2655,"{""numberLong"":""687740400""}"
1991-10-21,0.2597,"{""numberLong"":""687999600""}"
1991-10-22,0.2672,"{""numberLong"":""688086000""}"
1991-10-23,0.281,"{""numberLong"":""688172400""}"
1991-10-24,0.277,"{""numberLong"":""688258800""}"
1991-10-25,0.2783,"{""numberLong"":""688345200""}"
1991-10-28,,"{""numberLong"":""688604400""}"
1991-10-29,,"{""numberLong"":""688690800""}"
1991-10-30,0.2791,"{""numberLong"":""688777200""}"
1991-10-31,0.2747,"{""numberLong"":""688863600""}"
1991-11-01,0.2682,"{""numberLong"":""688950000""}"
1991-11-04,0.2668,"{""numberLong"":""689209200""}"
1991-11-05,0.2675,"{""numberLong"":""689295600""}"
1991-11-06,0.272,"{""numberLong"":""689382000""}"
1991-11-07,0.2718,"{""numberLong"":""689468400""}"
1991-11-08,0.2718,"{""numberLong"":""689554800""}"
1991-11-11,0.279,"{""numberLong"":""689814000""}"
1991-11-12,0.287,"{""numberLong"":""689900400""}"
1991-11-13,0.2806,"{""numberLong"":""689986800""}"
1991-11-14,0.2939,"{""numberLong"":""690073200""}"
1991-11-15,0.3138,"{""numberLong"":""690159600""}"
1991-11-18,0.3379,"{""numberLong"":""690418800""}"
1991-11-19,0.3312,"{""numberLong"":""690505200""}"
1991-11-20,0.3445,"{""numberLong"":""690591600""}"
1991-11-21,0.3447,"{""numberLong"":""690678000""}"
1991-11-22,0.3755,"{""numberLong"":""690764400""}"
1991-11-25,0.4119,"{""numberLong"":""691023600""}"
1991-11-26,0.4544,"{""numberLong"":""691110000""}"
1991-11-27,0.4459,"{""numberLong"":""691196400""}"
1991-11-28,0.4175,"{""numberLong"":""691282800""}"
1991-11-29,0.4058,"{""numberLong"":""691369200""}"
1991-12-02,0.4416,"{""numberLong"":""691628400""}"
1991-12-03,0.4338,"{""numberLong"":""691714800""}"
1991-12-04,0.436,"{""numberLong"":""691801200""}"
1991-12-05,0.426,"{""numberLong"":""691887600""}"
1991-12-06,0.4346,"{""numberLong"":""691974000""}"
1991-12-09,0.434,"{""numberLong"":""692233200""}"
1991-12-10,0.4115,"{""numberLong"":""692319600""}"
1991-12-11,0.4206,"{""numberLong"":""692406000""}"
1991-12-12,0.409,"{""numberLong"":""692492400""}"
1991-12-13,0.3989,"{""numberLong"":""692578800""}"
1991-12-16,0.402,"{""numberLong"":""692838000""}"
1991-12-17,0.3868,"{""numberLong"":""692924400""}"
1991-12-18,0.3815,"{""numberLong"":""693010800""}"
1991-12-19,0.4014,"{""numberLong"":""693097200""}"
1991-12-20,0.4108,"{""numberLong"":""693183600""}"
1991-12-23,0.4469,"{""numberLong"":""693442800""}"
1991-12-24,0.4268,"{""numberLong"":""693529200""}"
1991-12-25,0.4346,"{""numberLong"":""693615600""}"
1991-12-26,0.4339,"{""numberLong"":""693702000""}"
1991-12-27,0.4238,"{""numberLong"":""693788400""}"
1991-12-30,0.4298,"{""numberLong"":""694047600""}"
1991-12-31,0.4369,"{""numberLong"":""694134000""}"
1992-01-01,,"{""numberLong"":""694220400""}"
1992-01-02,0.4326,"{""numberLong"":""694306800""}"
1992-01-03,0.4323,"{""numberLong"":""694393200""}"
1992-01-06,0.441,"{""numberLong"":""694652400""}"
1992-01-07,0.442,"{""numberLong"":""694738800""}"
1992-01-08,0.4581,"{""numberLong"":""694825200""}"
1992-01-09,0.4609,"{""numberLong"":""694911600""}"
1992-01-10,0.4636,"{""numberLong"":""694998000""}"
1992-01-13,0.4691,"{""numberLong"":""695257200""}"
1992-01-14,0.4523,"{""numberLong"":""695343600""}"
1992-01-15,0.4697,"{""numberLong"":""695430000""}"
1992-01-16,0.5129,"{""numberLong"":""695516400""}"
1992-01-17,0.5,"{""numberLong"":""695602800""}"
1992-01-20,0.4817,"{""numberLong"":""695862000""}"
1992-01-21,0.4859,"{""numberLong"":""695948400""}"
1992-01-22,0.4798,"{""numberLong"":""696034800""}"
1992-01-23,0.4873,"{""numberLong"":""696121200""}"
1992-01-24,0.5022,"{""numberLong"":""696207600""}"
1992-01-27,0.5113,"{""numberLong"":""696466800""}"
1992-01-28,0.502,"{""numberLong"":""696553200""}"
1992-01-29,0.4983,"{""numberLong"":""696639600""}"
1992-01-30,0.494,"{""numberLong"":""696726000""}"
1992-01-31,0.4926,"{""numberLong"":""696812400""}"
1992-02-03,0.4728,"{""numberLong"":""697071600""}"
1992-02-04,0.4567,"{""numberLong"":""697158000""}"
1992-02-05,0.4374,"{""numberLong"":""697244400""}"
1992-02-06,0.4381,"{""numberLong"":""697330800""}"
1992-02-07,0.4576,"{""numberLong"":""697417200""}"
1992-02-10,0.4459,"{""numberLong"":""697676400""}"
1992-02-11,0.4183,"{""numberLong"":""697762800""}"
1992-02-12,0.4267,"{""numberLong"":""697849200""}"
1992-02-13,0.4394,"{""numberLong"":""697935600""}"
1992-02-14,0.4425,"{""numberLong"":""698022000""}"
1992-02-17,0.4325,"{""numberLong"":""698281200""}"
1992-02-18,0.4182,"{""numberLong"":""698367600""}"
1992-02-19,0.4174,"{""numberLong"":""698454000""}"
1992-02-20,0.3994,"{""numberLong"":""698540400""}"
1992-02-21,0.3986,"{""numberLong"":""698626800""}"
1992-02-24,0.3604,"{""numberLong"":""698886000""}"
1992-02-25,0.362,"{""numberLong"":""698972400""}"
1992-02-26,0.3656,"{""numberLong"":""699058800""}"
1992-02-27,0.3756,"{""numberLong"":""699145200""}"
1992-02-28,0.3664,"{""numberLong"":""699231600""}"
1992-03-02,0.3532,"{""numberLong"":""699490800""}"
1992-03-03,0.3485,"{""numberLong"":""699577200""}"
1992-03-04,0.3624,"{""numberLong"":""699663600""}"
1992-03-05,0.3627,"{""numberLong"":""699750000""}"
1992-03-06,0.3621,"{""numberLong"":""699836400""}"
1992-03-09,0.3679,"{""numberLong"":""700095600""}"
1992-03-10,0.372,"{""numberLong"":""700182000""}"
1992-03-11,0.3813,"{""numberLong"":""700268400""}"
1992-03-12,0.387,"{""numberLong"":""700354800""}"
1992-03-13,0.3853,"{""numberLong"":""700441200""}"
1992-03-16,0.378,"{""numberLong"":""700700400""}"
1992-03-17,0.3771,"{""numberLong"":""700786800""}"
1992-03-18,0.3899,"{""numberLong"":""700873200""}"
1992-03-19,0.3923,"{""numberLong"":""700959600""}"
1992-03-20,0.3959,"{""numberLong"":""701046000""}"
1992-03-23,0.3882,"{""numberLong"":""701305200""}"
1992-03-24,0.3895,"{""numberLong"":""701391600""}"
1992-03-25,0.4011,"{""numberLong"":""701478000""}"
1992-03-26,0.4222,"{""numberLong"":""701564400""}"
1992-03-27,0.4129,"{""numberLong"":""701650800""}"
1992-03-30,0.4138,"{""numberLong"":""701906400""}"
1992-03-31,0.4077,"{""numberLong"":""701992800""}"
1992-04-01,0.4062,"{""numberLong"":""702079200""}"
1992-04-02,0.3988,"{""numberLong"":""702165600""}"
1992-04-03,,"{""numberLong"":""702252000""}"
1992-04-06,,"{""numberLong"":""702511200""}"
1992-04-07,0.3883,"{""numberLong"":""702597600""}"
1992-04-08,0.39,"{""numberLong"":""702684000""}"
1992-04-09,0.401,"{""numberLong"":""702770400""}"
1992-04-10,0.3986,"{""numberLong"":""702856800""}"
1992-04-13,0.4028,"{""numberLong"":""703116000""}"
1992-04-14,0.4027,"{""numberLong"":""703202400""}"
1992-04-15,0.405,"{""numberLong"":""703288800""}"
1992-04-16,0.4021,"{""numberLong"":""703375200""}"
1992-04-17,0.395,"{""numberLong"":""703461600""}"
1992-04-20,0.3897,"{""numberLong"":""703720800""}"
1992-04-21,0.394,"{""numberLong"":""703807200""}"
1992-04-22,0.3858,"{""numberLong"":""703893600""}"
1992-04-23,,"{""numberLong"":""703980000""}"
1992-04-24,0.3814,"{""numberLong"":""704066400""}"
1992-04-27,0.3718,"{""numberLong"":""704325600""}"
1992-04-28,0.368,"{""numberLong"":""704412000""}"
1992-04-29,0.3692,"{""numberLong"":""704498400""}"
1992-04-30,0.3686,"{""numberLong"":""704584800""}"
1992-05-01,0.3758,"{""numberLong"":""704671200""}"
1992-05-04,0.3761,"{""numberLong"":""704930400""}"
1992-05-05,0.3705,"{""numberLong"":""705016800""}"
1992-05-06,0.3676,"{""numberLong"":""705103200""}"
1992-05-07,0.3577,"{""numberLong"":""705189600""}"
1992-05-08,0.3597,"{""numberLong"":""705276000""}"
1992-05-11,0.3532,"{""numberLong"":""705535200""}"
1992-05-12,0.3602,"{""numberLong"":""705621600""}"
1992-05-13,0.3701,"{""numberLong"":""705708000""}"
1992-05-14,0.3714,"{""numberLong"":""705794400""}"
1992-05-15,0.3648,"{""numberLong"":""705880800""}"
1992-05-18,0.3415,"{""numberLong"":""706140000""}"
1992-05-19,,"{""numberLong"":""706226400""}"
1992-05-20,0.3554,"{""numberLong"":""706312800""}"
1992-05-21,0.3499,"{""numberLong"":""706399200""}"
1992-05-22,0.3487,"{""numberLong"":""706485600""}"
1992-05-25,0.331,"{""numberLong"":""706744800""}"
1992-05-26,0.322,"{""numberLong"":""706831200""}"
1992-05-27,0.3292,"{""numberLong"":""706917600""}"
1992-05-28,0.3233,"{""numberLong"":""707004000""}"
1992-05-29,0.3297,"{""numberLong"":""707090400""}"
1992-06-01,0.3235,"{""numberLong"":""707349600""}"
1992-06-02,0.3198,"{""numberLong"":""707436000""}"
1992-06-03,0.3142,"{""numberLong"":""707522400""}"
1992-06-04,0.3192,"{""numberLong"":""707608800""}"
1992-06-05,0.3263,"{""numberLong"":""707695200""}"
1992-06-08,0.3242,"{""numberLong"":""707954400""}"
1992-06-09,0.3434,"{""numberLong"":""708040800""}"
1992-06-10,,"{""numberLong"":""708127200""}"
1992-06-11,,"{""numberLong"":""708213600""}"
1992-06-12,,"{""numberLong"":""708300000""}"
1992-06-15,0.3482,"{""numberLong"":""708559200""}"
1992-06-16,0.3454,"{""numberLong"":""708645600""}"
1992-06-17,0.3519,"{""numberLong"":""708732000""}"
1992-06-18,0.3615,"{""numberLong"":""708818400""}"
1992-06-19,0.3613,"{""numberLong"":""708904800""}"
1992-06-22,0.3805,"{""numberLong"":""709164000""}"
1992-06-23,0.384,"{""numberLong"":""709250400""}"
1992-06-24,0.3983,"{""numberLong"":""709336800""}"
1992-06-25,0.4292,"{""numberLong"":""709423200""}"
1992-06-26,0.4313,"{""numberLong"":""709509600""}"
1992-06-29,0.4365,"{""numberLong"":""709768800""}"
1992-06-30,0.4407,"{""numberLong"":""709855200""}"
1992-07-01,0.4443,"{""numberLong"":""709941600""}"
1992-07-02,0.4245,"{""numberLong"":""710028000""}"
1992-07-03,0.4176,"{""numberLong"":""710114400""}"
1992-07-06,0.4387,"{""numberLong"":""710373600""}"
1992-07-07,0.4513,"{""numberLong"":""710460000""}"
1992-07-08,0.4427,"{""numberLong"":""710546400""}"
1992-07-09,0.4274,"{""numberLong"":""710632800""}"
1992-07-10,0.4384,"{""numberLong"":""710719200""}"
1992-07-13,0.4356,"{""numberLong"":""710978400""}"
1992-07-14,0.4255,"{""numberLong"":""711064800""}"
1992-07-15,0.4223,"{""numberLong"":""711151200""}"
1992-07-16,0.4236,"{""numberLong"":""711237600""}"
1992-07-17,0.4305,"{""numberLong"":""711324000""}"
1992-07-20,0.424,"{""numberLong"":""711583200""}"
1992-07-21,0.4144,"{""numberLong"":""711669600""}"
1992-07-22,0.4092,"{""numberLong"":""711756000""}"
1992-07-23,0.4002,"{""numberLong"":""711842400""}"
1992-07-24,0.406,"{""numberLong"":""711928800""}"
1992-07-27,0.421,"{""numberLong"":""712188000""}"
1992-07-28,0.4166,"{""numberLong"":""712274400""}"
1992-07-29,0.42,"{""numberLong"":""712360800""}"
1992-07-30,0.4245,"{""numberLong"":""712447200""}"
1992-07-31,0.4264,"{""numberLong"":""712533600""}"
1992-08-03,0.4256,"{""numberLong"":""712792800""}"
1992-08-04,0.4191,"{""numberLong"":""712879200""}"
1992-08-05,0.4174,"{""numberLong"":""712965600""}"
1992-08-06,0.4069,"{""numberLong"":""713052000""}"
1992-08-07,0.3933,"{""numberLong"":""713138400""}"
1992-08-10,0.394,"{""numberLong"":""713397600""}"
1992-08-11,0.4013,"{""numberLong"":""713484000""}"
1992-08-12,0.4062,"{""numberLong"":""713570400""}"
1992-08-13,0.4067,"{""numberLong"":""713656800""}"
1992-08-14,0.4104,"{""numberLong"":""713743200""}"
1992-08-17,0.4077,"{""numberLong"":""714002400""}"
1992-08-18,0.4052,"{""numberLong"":""714088800""}"
1992-08-19,0.4036,"{""numberLong"":""714175200""}"
1992-08-20,0.4014,"{""numberLong"":""714261600""}"
1992-08-21,0.4077,"{""numberLong"":""714348000""}"
1992-08-24,0.4031,"{""numberLong"":""714607200""}"
1992-08-25,0.4036,"{""numberLong"":""714693600""}"
1992-08-26,0.4091,"{""numberLong"":""714780000""}"
1992-08-27,0.4049,"{""numberLong"":""714866400""}"
1992-08-28,0.4117,"{""numberLong"":""714952800""}"
1992-08-31,0.4158,"{""numberLong"":""715212000""}"
1992-09-01,0.4169,"{""numberLong"":""715298400""}"
1992-09-02,0.4204,"{""numberLong"":""715384800""}"
1992-09-03,0.4208,"{""numberLong"":""715471200""}"
1992-09-04,0.4143,"{""numberLong"":""715557600""}"
1992-09-07,0.4135,"{""numberLong"":""715816800""}"
1992-09-08,0.4255,"{""numberLong"":""715903200""}"
1992-09-09,0.4284,"{""numberLong"":""715989600""}"
1992-09-10,0.4297,"{""numberLong"":""716076000""}"
1992-09-11,0.4322,"{""numberLong"":""716162400""}"
1992-09-14,0.4514,"{""numberLong"":""716421600""}"
1992-09-15,0.4438,"{""numberLong"":""716508000""}"
1992-09-16,0.4416,"{""numberLong"":""716594400""}"
1992-09-17,0.4313,"{""numberLong"":""716680800""}"
1992-09-18,0.4247,"{""numberLong"":""716767200""}"
1992-09-21,0.4171,"{""numberLong"":""717026400""}"
1992-09-22,0.4212,"{""numberLong"":""717112800""}"
1992-09-23,0.4182,"{""numberLong"":""717199200""}"
1992-09-24,0.4091,"{""numberLong"":""717285600""}"
1992-09-25,0.4144,"{""numberLong"":""717372000""}"
1992-09-28,0.4088,"{""numberLong"":""717634800""}"
1992-09-29,0.4005,"{""numberLong"":""717721200""}"
1992-09-30,0.3976,"{""numberLong"":""717807600""}"
1992-10-01,0.4033,"{""numberLong"":""717894000""}"
1992-10-02,0.3955,"{""numberLong"":""717980400""}"
1992-10-05,0.3919,"{""numberLong"":""718239600""}"
1992-10-06,0.3814,"{""numberLong"":""718326000""}"
1992-10-07,0.3871,"{""numberLong"":""718412400""}"
1992-10-08,0.3904,"{""numberLong"":""718498800""}"
1992-10-09,0.3941,"{""numberLong"":""718585200""}"
1992-10-12,0.4022,"{""numberLong"":""718844400""}"
1992-10-13,0.3933,"{""numberLong"":""718930800""}"
1992-10-14,0.3917,"{""numberLong"":""719017200""}"
1992-10-15,0.3902,"{""numberLong"":""719103600""}"
1992-10-16,0.3895,"{""numberLong"":""719190000""}"
1992-10-19,0.379,"{""numberLong"":""719449200""}"
1992-10-20,0.3712,"{""numberLong"":""719535600""}"
1992-10-21,0.3622,"{""numberLong"":""719622000""}"
1992-10-22,0.3539,"{""numberLong"":""719708400""}"
1992-10-23,0.3602,"{""numberLong"":""719794800""}"
1992-10-26,0.3634,"{""numberLong"":""720054000""}"
1992-10-27,0.3643,"{""numberLong"":""720140400""}"
1992-10-28,,"{""numberLong"":""720226800""}"
1992-10-29,,"{""numberLong"":""720313200""}"
1992-10-30,,"{""numberLong"":""720399600""}"
1992-11-02,0.338,"{""numberLong"":""720658800""}"
1992-11-03,0.3443,"{""numberLong"":""720745200""}"
1992-11-04,0.3526,"{""numberLong"":""720831600""}"
1992-11-05,0.3548,"{""numberLong"":""720918000""}"
1992-11-06,0.3552,"{""numberLong"":""721004400""}"
1992-11-09,0.3502,"{""numberLong"":""721263600""}"
1992-11-10,0.3566,"{""numberLong"":""721350000""}"
1992-11-11,0.3508,"{""numberLong"":""721436400""}"
1992-11-12,0.3536,"{""numberLong"":""721522800""}"
1992-11-13,0.3535,"{""numberLong"":""721609200""}"
1992-11-16,0.3472,"{""numberLong"":""721868400""}"
1992-11-17,0.3479,"{""numberLong"":""721954800""}"
1992-11-18,0.353,"{""numberLong"":""722041200""}"
1992-11-19,0.356,"{""numberLong"":""722127600""}"
1992-11-20,0.3598,"{""numberLong"":""722214000""}"
1992-11-23,0.3709,"{""numberLong"":""722473200""}"
1992-11-24,0.3709,"{""numberLong"":""722559600""}"
1992-11-25,0.3652,"{""numberLong"":""722646000""}"
1992-11-26,0.3755,"{""numberLong"":""722732400""}"
1992-11-27,0.3843,"{""numberLong"":""722818800""}"
1992-11-30,0.3786,"{""numberLong"":""723078000""}"
1992-12-01,0.3883,"{""numberLong"":""723164400""}"
1992-12-02,0.3944,"{""numberLong"":""723250800""}"
1992-12-03,0.3922,"{""numberLong"":""723337200""}"
1992-12-04,0.3892,"{""numberLong"":""723423600""}"
1992-12-07,0.3833,"{""numberLong"":""723682800""}"
1992-12-08,0.3856,"{""numberLong"":""723769200""}"
1992-12-09,0.3816,"{""numberLong"":""723855600""}"
1992-12-10,0.3775,"{""numberLong"":""723942000""}"
1992-12-11,0.3802,"{""numberLong"":""724028400""}"
1992-12-14,0.3823,"{""numberLong"":""724287600""}"
1992-12-15,0.3902,"{""numberLong"":""724374000""}"
1992-12-16,0.389,"{""numberLong"":""724460400""}"
1992-12-17,0.4005,"{""numberLong"":""724546800""}"
1992-12-18,0.4022,"{""numberLong"":""724633200""}"
1992-12-21,0.4031,"{""numberLong"":""724892400""}"
1992-12-22,0.4076,"{""numberLong"":""724978800""}"
1992-12-23,0.4094,"{""numberLong"":""725065200""}"
1992-12-24,0.4059,"{""numberLong"":""725151600""}"
1992-12-25,0.4023,"{""numberLong"":""725238000""}"
1992-12-28,0.3939,"{""numberLong"":""725497200""}"
1992-12-29,0.3917,"{""numberLong"":""725583600""}"
1992-12-30,0.3956,"{""numberLong"":""725670000""}"
1992-12-31,0.4004,"{""numberLong"":""725756400""}"
1993-01-01,,"{""numberLong"":""725842800""}"
1993-01-04,0.4072,"{""numberLong"":""726102000""}"
1993-01-05,0.4078,"{""numberLong"":""726188400""}"
1993-01-06,0.4125,"{""numberLong"":""726274800""}"
1993-01-07,0.4106,"{""numberLong"":""726361200""}"
1993-01-08,0.4138,"{""numberLong"":""726447600""}"
1993-01-11,0.4163,"{""numberLong"":""726706800""}"
1993-01-12,0.4146,"{""numberLong"":""726793200""}"
1993-01-13,0.4044,"{""numberLong"":""726879600""}"
1993-01-14,0.4011,"{""numberLong"":""726966000""}"
1993-01-15,0.4086,"{""numberLong"":""727052400""}"
1993-01-18,0.4017,"{""numberLong"":""727311600""}"
1993-01-19,0.3996,"{""numberLong"":""727398000""}"
1993-01-20,0.4047,"{""numberLong"":""727484400""}"
1993-01-21,0.4095,"{""numberLong"":""727570800""}"
1993-01-22,0.4062,"{""numberLong"":""727657200""}"
1993-01-25,0.4118,"{""numberLong"":""727916400""}"
1993-01-26,0.4207,"{""numberLong"":""728002800""}"
1993-01-27,0.4287,"{""numberLong"":""728089200""}"
1993-01-28,0.428,"{""numberLong"":""728175600""}"
1993-01-29,0.4383,"{""numberLong"":""728262000""}"
1993-02-01,0.4551,"{""numberLong"":""728521200""}"
1993-02-02,0.4748,"{""numberLong"":""728607600""}"
1993-02-03,0.4787,"{""numberLong"":""728694000""}"
1993-02-04,0.4816,"{""numberLong"":""728780400""}"
1993-02-05,0.4672,"{""numberLong"":""728866800""}"
1993-02-08,0.4863,"{""numberLong"":""729126000""}"
1993-02-09,0.4972,"{""numberLong"":""729212400""}"
1993-02-10,0.4943,"{""numberLong"":""729298800""}"
1993-02-11,0.5129,"{""numberLong"":""729385200""}"
1993-02-12,0.5245,"{""numberLong"":""729471600""}"
1993-02-15,0.5341,"{""numberLong"":""729730800""}"
1993-02-16,0.5302,"{""numberLong"":""729817200""}"
1993-02-17,0.5756,"{""numberLong"":""729903600""}"
1993-02-18,0.576,"{""numberLong"":""729990000""}"
1993-02-19,0.5656,"{""numberLong"":""730076400""}"
1993-02-22,0.5922,"{""numberLong"":""730335600""}"
1993-02-23,0.5876,"{""numberLong"":""730422000""}"
1993-02-24,0.6092,"{""numberLong"":""730508400""}"
1993-02-25,0.6078,"{""numberLong"":""730594800""}"
1993-02-26,0.5924,"{""numberLong"":""730681200""}"
1993-03-01,0.565,"{""numberLong"":""730940400""}"
1993-03-02,0.5637,"{""numberLong"":""731026800""}"
1993-03-03,0.5814,"{""numberLong"":""731113200""}"
1993-03-04,0.6027,"{""numberLong"":""731199600""}"
1993-03-05,0.5982,"{""numberLong"":""731286000""}"
1993-03-08,0.5883,"{""numberLong"":""731545200""}"
1993-03-09,0.5933,"{""numberLong"":""731631600""}"
1993-03-10,0.5864,"{""numberLong"":""731718000""}"
1993-03-11,0.5655,"{""numberLong"":""731804400""}"
1993-03-12,0.5757,"{""numberLong"":""731890800""}"
1993-03-15,0.5792,"{""numberLong"":""732150000""}"
1993-03-16,0.5717,"{""numberLong"":""732236400""}"
1993-03-17,0.562,"{""numberLong"":""732322800""}"
1993-03-18,0.5611,"{""numberLong"":""732409200""}"
1993-03-19,0.5588,"{""numberLong"":""732495600""}"
1993-03-22,0.5656,"{""numberLong"":""732754800""}"
1993-03-23,,"{""numberLong"":""732841200""}"
1993-03-24,,"{""numberLong"":""732927600""}"
1993-03-25,,"{""numberLong"":""733014000""}"
1993-03-26,,"{""numberLong"":""733100400""}"
1993-03-29,0.5765,"{""numberLong"":""733356000""}"
1993-03-30,0.5862,"{""numberLong"":""733442400""}"
1993-03-31,0.5864,"{""numberLong"":""733528800""}"
1993-04-01,0.6071,"{""numberLong"":""733615200""}"
1993-04-02,0.6307,"{""numberLong"":""733701600""}"
1993-04-05,0.6544,"{""numberLong"":""733960800""}"
1993-04-06,0.6741,"{""numberLong"":""734047200""}"
1993-04-07,0.6733,"{""numberLong"":""734133600""}"
1993-04-08,0.6737,"{""numberLong"":""734220000""}"
1993-04-09,0.6754,"{""numberLong"":""734306400""}"
1993-04-12,0.6925,"{""numberLong"":""734565600""}"
1993-04-13,0.6933,"{""numberLong"":""734652000""}"
1993-04-14,0.686,"{""numberLong"":""734738400""}"
1993-04-15,0.6967,"{""numberLong"":""734824800""}"
1993-04-16,0.7341,"{""numberLong"":""734911200""}"
1993-04-19,0.6574,"{""numberLong"":""735170400""}"
1993-04-20,0.6609,"{""numberLong"":""735256800""}"
1993-04-21,0.6921,"{""numberLong"":""735343200""}"
1993-04-22,0.6914,"{""numberLong"":""735429600""}"
1993-04-23,,"{""numberLong"":""735516000""}"
1993-04-26,0.7013,"{""numberLong"":""735775200""}"
1993-04-27,0.7229,"{""numberLong"":""735861600""}"
1993-04-28,0.7571,"{""numberLong"":""735948000""}"
1993-04-29,0.7897,"{""numberLong"":""736034400""}"
1993-04-30,0.7808,"{""numberLong"":""736120800""}"
1993-05-03,0.7805,"{""numberLong"":""736380000""}"
1993-05-04,0.7581,"{""numberLong"":""736466400""}"
1993-05-05,0.7557,"{""numberLong"":""736552800""}"
1993-05-06,0.7505,"{""numberLong"":""736639200""}"
1993-05-07,0.7383,"{""numberLong"":""736725600""}"
1993-05-10,0.7865,"{""numberLong"":""736984800""}"
1993-05-11,0.7812,"{""numberLong"":""737071200""}"
1993-05-12,0.7953,"{""numberLong"":""737157600""}"
1993-05-13,0.8349,"{""numberLong"":""737244000""}"
1993-05-14,0.8276,"{""numberLong"":""737330400""}"
1993-05-17,0.823,"{""numberLong"":""737589600""}"
1993-05-18,0.8025,"{""numberLong"":""737676000""}"
1993-05-19,,"{""numberLong"":""737762400""}"
1993-05-20,0.792,"{""numberLong"":""737848800""}"
1993-05-21,0.7927,"{""numberLong"":""737935200""}"
1993-05-24,0.8009,"{""numberLong"":""738194400""}"
1993-05-25,0.8201,"{""numberLong"":""738280800""}"
1993-05-26,0.8045,"{""numberLong"":""738367200""}"
1993-05-27,0.8096,"{""numberLong"":""738453600""}"
1993-05-28,0.8376,"{""numberLong"":""738540000""}"
1993-05-31,,"{""numberLong"":""738799200""}"
1993-06-01,,"{""numberLong"":""738885600""}"
1993-06-02,,"{""numberLong"":""738972000""}"
1993-06-03,,"{""numberLong"":""739058400""}"
1993-06-04,,"{""numberLong"":""739144800""}"
1993-06-07,0.8584,"{""numberLong"":""739404000""}"
1993-06-08,0.8526,"{""numberLong"":""739490400""}"
1993-06-09,0.8538,"{""numberLong"":""739576800""}"
1993-06-10,0.8687,"{""numberLong"":""739663200""}"
1993-06-11,0.8836,"{""numberLong"":""739749600""}"
1993-06-14,0.9761,"{""numberLong"":""740008800""}"
1993-06-15,0.9804,"{""numberLong"":""740095200""}"
1993-06-16,0.966,"{""numberLong"":""740181600""}"
1993-06-17,0.9922,"{""numberLong"":""740268000""}"
1993-06-18,1.0461,"{""numberLong"":""740354400""}"
1993-06-21,1.114,"{""numberLong"":""740613600""}"
1993-06-22,1.1277,"{""numberLong"":""740700000""}"
1993-06-23,1.1412,"{""numberLong"":""740786400""}"
1993-06-24,1.1608,"{""numberLong"":""740872800""}"
1993-06-25,1.1338,"{""numberLong"":""740959200""}"
1993-06-28,1.0967,"{""numberLong"":""741218400""}"
1993-06-29,1.111,"{""numberLong"":""741304800""}"
1993-06-30,1.0779,"{""numberLong"":""741391200""}"
1993-07-01,1.1146,"{""numberLong"":""741477600""}"
1993-07-02,1.1795,"{""numberLong"":""741564000""}"
1993-07-05,1.1697,"{""numberLong"":""741823200""}"
1993-07-06,1.1328,"{""numberLong"":""741909600""}"
1993-07-07,1.1264,"{""numberLong"":""741996000""}"
1993-07-08,1.0789,"{""numberLong"":""742082400""}"
1993-07-09,1.0282,"{""numberLong"":""742168800""}"
1993-07-12,1.0745,"{""numberLong"":""742428000""}"
1993-07-13,1.0366,"{""numberLong"":""742514400""}"
1993-07-14,1.0144,"{""numberLong"":""742600800""}"
1993-07-15,1.0443,"{""numberLong"":""742687200""}"
1993-07-16,1.0617,"{""numberLong"":""742773600""}"
1993-07-19,1.045,"{""numberLong"":""743032800""}"
1993-07-20,1.0304,"{""numberLong"":""743119200""}"
1993-07-21,1.0167,"{""numberLong"":""743205600""}"
1993-07-22,0.9898,"{""numberLong"":""743292000""}"
1993-07-23,0.9759,"{""numberLong"":""743378400""}"
1993-07-26,0.937,"{""numberLong"":""743637600""}"
1993-07-27,0.9071,"{""numberLong"":""743724000""}"
1993-07-28,0.9715,"{""numberLong"":""743810400""}"
1993-07-29,0.9957,"{""numberLong"":""743896800""}"
1993-07-30,1.0078,"{""numberLong"":""743983200""}"
1993-08-02,1.0296,"{""numberLong"":""744242400""}"
1993-08-03,1.0033,"{""numberLong"":""744328800""}"
1993-08-04,0.9869,"{""numberLong"":""744415200""}"
1993-08-05,0.9716,"{""numberLong"":""744501600""}"
1993-08-06,0.963,"{""numberLong"":""744588000""}"
1993-08-09,0.9487,"{""numberLong"":""744847200""}"
1993-08-10,0.9644,"{""numberLong"":""744933600""}"
1993-08-11,0.9822,"{""numberLong"":""745020000""}"
1993-08-12,0.9549,"{""numberLong"":""745106400""}"
1993-08-13,0.9741,"{""numberLong"":""745192800""}"
1993-08-16,1.02,"{""numberLong"":""745452000""}"
1993-08-17,1.0354,"{""numberLong"":""745538400""}"
