dt,MK_F_BILESIK,UNIXTIME
1988-01-14,0.0783,"{""numberLong"":""569113200""}"
1988-01-15,0.0769,"{""numberLong"":""569199600""}"
1988-01-18,0.0789,"{""numberLong"":""569458800""}"
1988-01-19,0.0852,"{""numberLong"":""569545200""}"
1988-01-20,0.0842,"{""numberLong"":""569631600""}"
1988-01-21,0.0812,"{""numberLong"":""569718000""}"
1988-01-22,0.0832,"{""numberLong"":""569804400""}"
1988-01-25,0.0858,"{""numberLong"":""570063600""}"
1988-01-26,0.0846,"{""numberLong"":""570150000""}"
1988-01-27,0.0835,"{""numberLong"":""570236400""}"
1988-01-28,0.0845,"{""numberLong"":""570322800""}"
1988-01-29,0.0858,"{""numberLong"":""570409200""}"
1988-02-01,0.0856,"{""numberLong"":""570668400""}"
1988-02-02,0.0836,"{""numberLong"":""570754800""}"
1988-02-03,0.0794,"{""numberLong"":""570841200""}"
1988-02-04,0.0798,"{""numberLong"":""570927600""}"
1988-02-05,0.0779,"{""numberLong"":""571014000""}"
1988-02-08,0.0759,"{""numberLong"":""571273200""}"
1988-02-09,0.073,"{""numberLong"":""571359600""}"
1988-02-10,0.0723,"{""numberLong"":""571446000""}"
1988-02-11,0.0727,"{""numberLong"":""571532400""}"
1988-02-12,0.0747,"{""numberLong"":""571618800""}"
1988-02-15,0.073,"{""numberLong"":""571878000""}"
1988-02-16,0.0703,"{""numberLong"":""571964400""}"
1988-02-17,0.0674,"{""numberLong"":""572050800""}"
1988-02-18,0.0617,"{""numberLong"":""572137200""}"
1988-02-19,0.0642,"{""numberLong"":""572223600""}"
1988-02-22,0.0689,"{""numberLong"":""572482800""}"
1988-02-23,0.0679,"{""numberLong"":""572569200""}"
1988-02-24,0.0679,"{""numberLong"":""572655600""}"
1988-02-25,0.0685,"{""numberLong"":""572742000""}"
1988-02-26,0.0693,"{""numberLong"":""572828400""}"
1988-02-29,0.0721,"{""numberLong"":""573087600""}"
1988-03-01,0.071,"{""numberLong"":""573174000""}"
1988-03-02,0.0694,"{""numberLong"":""573260400""}"
1988-03-03,0.0679,"{""numberLong"":""573346800""}"
1988-03-04,0.0686,"{""numberLong"":""573433200""}"
1988-03-07,0.0682,"{""numberLong"":""573692400""}"
1988-03-08,0.0668,"{""numberLong"":""573778800""}"
1988-03-09,0.0675,"{""numberLong"":""573865200""}"
1988-03-10,0.0677,"{""numberLong"":""573951600""}"
1988-03-11,0.0678,"{""numberLong"":""574038000""}"
1988-03-14,0.0677,"{""numberLong"":""574297200""}"
1988-03-15,0.0676,"{""numberLong"":""574383600""}"
1988-03-16,0.0671,"{""numberLong"":""574470000""}"
1988-03-17,0.0664,"{""numberLong"":""574556400""}"
1988-03-18,0.0667,"{""numberLong"":""574642800""}"
1988-03-21,0.0686,"{""numberLong"":""574902000""}"
1988-03-22,0.0678,"{""numberLong"":""574988400""}"
1988-03-23,0.067,"{""numberLong"":""575074800""}"
1988-03-24,0.0666,"{""numberLong"":""575161200""}"
1988-03-25,0.067,"{""numberLong"":""575247600""}"
1988-03-28,0.0664,"{""numberLong"":""575503200""}"
1988-03-29,0.0648,"{""numberLong"":""575589600""}"
1988-03-30,0.063,"{""numberLong"":""575676000""}"
1988-03-31,0.0635,"{""numberLong"":""575762400""}"
1988-04-01,0.0631,"{""numberLong"":""575848800""}"
1988-04-04,0.0606,"{""numberLong"":""576108000""}"
1988-04-05,0.0595,"{""numberLong"":""576194400""}"
1988-04-06,0.0598,"{""numberLong"":""576280800""}"
1988-04-07,0.0584,"{""numberLong"":""576367200""}"
1988-04-08,0.0576,"{""numberLong"":""576453600""}"
1988-04-11,0.0551,"{""numberLong"":""576712800""}"
1988-04-12,0.0507,"{""numberLong"":""576799200""}"
1988-04-13,0.0539,"{""numberLong"":""576885600""}"
1988-04-14,0.0533,"{""numberLong"":""576972000""}"
1988-04-15,0.053,"{""numberLong"":""577058400""}"
1988-04-18,0.0514,"{""numberLong"":""577317600""}"
1988-04-19,0.0509,"{""numberLong"":""577404000""}"
1988-04-20,0.0503,"{""numberLong"":""577490400""}"
1988-04-21,0.049,"{""numberLong"":""577576800""}"
1988-04-22,0.0501,"{""numberLong"":""577663200""}"
1988-04-25,0.0499,"{""numberLong"":""577922400""}"
1988-04-26,0.0516,"{""numberLong"":""578008800""}"
1988-04-27,0.0523,"{""numberLong"":""578095200""}"
1988-04-28,0.054,"{""numberLong"":""578181600""}"
1988-04-29,0.0554,"{""numberLong"":""578268000""}"
1988-05-02,0.0573,"{""numberLong"":""578527200""}"
1988-05-03,0.0553,"{""numberLong"":""578613600""}"
1988-05-04,0.055,"{""numberLong"":""578700000""}"
1988-05-05,0.0546,"{""numberLong"":""578786400""}"
1988-05-06,0.0553,"{""numberLong"":""578872800""}"
1988-05-09,0.0568,"{""numberLong"":""579132000""}"
1988-05-10,0.0568,"{""numberLong"":""579218400""}"
1988-05-11,0.0582,"{""numberLong"":""579304800""}"
1988-05-12,0.0577,"{""numberLong"":""579391200""}"
1988-05-13,0.0586,"{""numberLong"":""579477600""}"
1988-05-16,0.061,"{""numberLong"":""579736800""}"
1988-05-17,,"{""numberLong"":""579823200""}"
1988-05-18,,"{""numberLong"":""579909600""}"
1988-05-19,,"{""numberLong"":""579996000""}"
1988-05-20,0.0625,"{""numberLong"":""580082400""}"
1988-05-23,0.06,"{""numberLong"":""580341600""}"
1988-05-24,0.0585,"{""numberLong"":""580428000""}"
1988-05-25,0.0567,"{""numberLong"":""580514400""}"
1988-05-26,0.0577,"{""numberLong"":""580600800""}"
1988-05-27,0.0564,"{""numberLong"":""580687200""}"
1988-05-30,0.0549,"{""numberLong"":""580946400""}"
1988-05-31,0.0553,"{""numberLong"":""581032800""}"
1988-06-01,0.055,"{""numberLong"":""581119200""}"
1988-06-02,0.0547,"{""numberLong"":""581205600""}"
1988-06-03,0.0543,"{""numberLong"":""581292000""}"
1988-06-06,0.0536,"{""numberLong"":""581551200""}"
1988-06-07,0.0538,"{""numberLong"":""581637600""}"
1988-06-08,0.0535,"{""numberLong"":""581724000""}"
1988-06-09,0.0531,"{""numberLong"":""581810400""}"
1988-06-10,0.0528,"{""numberLong"":""581896800""}"
1988-06-13,0.0521,"{""numberLong"":""582156000""}"
1988-06-14,0.051,"{""numberLong"":""582242400""}"
1988-06-15,0.0522,"{""numberLong"":""582328800""}"
1988-06-16,0.0504,"{""numberLong"":""582415200""}"
1988-06-17,0.0492,"{""numberLong"":""582501600""}"
1988-06-20,0.0494,"{""numberLong"":""582760800""}"
1988-06-21,0.05,"{""numberLong"":""582847200""}"
1988-06-22,0.0503,"{""numberLong"":""582933600""}"
1988-06-23,0.0502,"{""numberLong"":""583020000""}"
1988-06-24,0.0499,"{""numberLong"":""583106400""}"
1988-06-27,0.0492,"{""numberLong"":""583365600""}"
1988-06-28,0.0486,"{""numberLong"":""583452000""}"
1988-06-29,0.0479,"{""numberLong"":""583538400""}"
1988-06-30,0.0469,"{""numberLong"":""583624800""}"
1988-07-01,0.0463,"{""numberLong"":""583711200""}"
1988-07-04,0.0453,"{""numberLong"":""583970400""}"
1988-07-05,0.044,"{""numberLong"":""584056800""}"
1988-07-06,0.0416,"{""numberLong"":""584143200""}"
1988-07-07,0.0415,"{""numberLong"":""584229600""}"
1988-07-08,0.0437,"{""numberLong"":""584316000""}"
1988-07-11,0.0457,"{""numberLong"":""584575200""}"
1988-07-12,0.0444,"{""numberLong"":""584661600""}"
1988-07-13,0.0441,"{""numberLong"":""584748000""}"
1988-07-14,0.0443,"{""numberLong"":""584834400""}"
1988-07-15,0.0452,"{""numberLong"":""584920800""}"
1988-07-18,0.0478,"{""numberLong"":""585180000""}"
1988-07-19,0.0469,"{""numberLong"":""585266400""}"
1988-07-20,0.0471,"{""numberLong"":""585352800""}"
1988-07-21,0.0491,"{""numberLong"":""585439200""}"
1988-07-22,0.0496,"{""numberLong"":""585525600""}"
1988-07-25,,"{""numberLong"":""585784800""}"
1988-07-26,,"{""numberLong"":""585871200""}"
1988-07-27,,"{""numberLong"":""585957600""}"
1988-07-28,0.0494,"{""numberLong"":""586044000""}"
1988-07-29,0.0493,"{""numberLong"":""586130400""}"
1988-08-01,0.0471,"{""numberLong"":""586389600""}"
1988-08-02,0.045,"{""numberLong"":""586476000""}"
1988-08-03,0.0452,"{""numberLong"":""586562400""}"
1988-08-04,0.0454,"{""numberLong"":""586648800""}"
1988-08-05,0.0454,"{""numberLong"":""586735200""}"
1988-08-08,0.0461,"{""numberLong"":""586994400""}"
1988-08-09,0.0458,"{""numberLong"":""587080800""}"
1988-08-10,0.0458,"{""numberLong"":""587167200""}"
1988-08-11,0.0452,"{""numberLong"":""587253600""}"
1988-08-12,0.0454,"{""numberLong"":""587340000""}"
1988-08-15,0.0458,"{""numberLong"":""587599200""}"
1988-08-16,0.0455,"{""numberLong"":""587685600""}"
1988-08-17,0.0449,"{""numberLong"":""587772000""}"
1988-08-18,0.0446,"{""numberLong"":""587858400""}"
1988-08-19,0.0445,"{""numberLong"":""587944800""}"
1988-08-22,0.0442,"{""numberLong"":""588204000""}"
1988-08-23,0.0438,"{""numberLong"":""588290400""}"
1988-08-24,0.0436,"{""numberLong"":""588376800""}"
1988-08-25,0.0435,"{""numberLong"":""588463200""}"
1988-08-26,0.0434,"{""numberLong"":""588549600""}"
1988-08-29,0.0433,"{""numberLong"":""588808800""}"
1988-08-30,,"{""numberLong"":""588895200""}"
1988-08-31,0.0428,"{""numberLong"":""588981600""}"
1988-09-01,0.0419,"{""numberLong"":""589068000""}"
1988-09-02,0.042,"{""numberLong"":""589154400""}"
1988-09-05,0.0416,"{""numberLong"":""589413600""}"
1988-09-06,0.0423,"{""numberLong"":""589500000""}"
1988-09-07,0.0423,"{""numberLong"":""589586400""}"
1988-09-08,0.0433,"{""numberLong"":""589672800""}"
1988-09-09,0.0464,"{""numberLong"":""589759200""}"
1988-09-12,0.0503,"{""numberLong"":""590018400""}"
1988-09-13,0.0501,"{""numberLong"":""590104800""}"
1988-09-14,0.0471,"{""numberLong"":""590191200""}"
1988-09-15,0.0484,"{""numberLong"":""590277600""}"
1988-09-16,0.0473,"{""numberLong"":""590364000""}"
1988-09-19,0.0455,"{""numberLong"":""590623200""}"
1988-09-20,0.0459,"{""numberLong"":""590709600""}"
1988-09-21,0.0464,"{""numberLong"":""590796000""}"
1988-09-22,0.046,"{""numberLong"":""590882400""}"
1988-09-23,0.0463,"{""numberLong"":""590968800""}"
1988-09-26,0.0466,"{""numberLong"":""591231600""}"
1988-09-27,0.0459,"{""numberLong"":""591318000""}"
1988-09-28,0.0453,"{""numberLong"":""591404400""}"
1988-09-29,0.0451,"{""numberLong"":""591490800""}"
1988-09-30,0.0455,"{""numberLong"":""591577200""}"
1988-10-03,0.0454,"{""numberLong"":""591836400""}"
1988-10-04,0.0456,"{""numberLong"":""591922800""}"
1988-10-05,0.045,"{""numberLong"":""592009200""}"
1988-10-06,0.0449,"{""numberLong"":""592095600""}"
1988-10-07,0.0447,"{""numberLong"":""592182000""}"
1988-10-10,0.0446,"{""numberLong"":""592441200""}"
1988-10-11,0.0435,"{""numberLong"":""592527600""}"
1988-10-12,0.0405,"{""numberLong"":""592614000""}"
1988-10-13,0.0402,"{""numberLong"":""592700400""}"
1988-10-14,0.039,"{""numberLong"":""592786800""}"
1988-10-17,0.0362,"{""numberLong"":""593046000""}"
1988-10-18,0.0363,"{""numberLong"":""593132400""}"
1988-10-19,0.0374,"{""numberLong"":""593218800""}"
1988-10-20,0.038,"{""numberLong"":""593305200""}"
1988-10-21,0.038,"{""numberLong"":""593391600""}"
1988-10-24,0.0385,"{""numberLong"":""593650800""}"
1988-10-25,0.0399,"{""numberLong"":""593737200""}"
1988-10-26,0.0409,"{""numberLong"":""593823600""}"
1988-10-27,0.0399,"{""numberLong"":""593910000""}"
1988-10-28,0.0397,"{""numberLong"":""593996400""}"
1988-10-31,0.0404,"{""numberLong"":""594255600""}"
1988-11-01,0.0409,"{""numberLong"":""594342000""}"
1988-11-02,0.041,"{""numberLong"":""594428400""}"
1988-11-03,0.0414,"{""numberLong"":""594514800""}"
1988-11-04,0.0413,"{""numberLong"":""594601200""}"
1988-11-07,0.0421,"{""numberLong"":""594860400""}"
1988-11-08,0.0429,"{""numberLong"":""594946800""}"
1988-11-09,0.0427,"{""numberLong"":""595033200""}"
1988-11-10,0.0431,"{""numberLong"":""595119600""}"
1988-11-11,0.0426,"{""numberLong"":""595206000""}"
1988-11-14,0.042,"{""numberLong"":""595465200""}"
1988-11-15,0.0409,"{""numberLong"":""595551600""}"
1988-11-16,0.041,"{""numberLong"":""595638000""}"
1988-11-17,0.041,"{""numberLong"":""595724400""}"
1988-11-18,0.0404,"{""numberLong"":""595810800""}"
1988-11-21,0.0398,"{""numberLong"":""596070000""}"
1988-11-22,0.0393,"{""numberLong"":""596156400""}"
1988-11-23,0.039,"{""numberLong"":""596242800""}"
1988-11-24,0.0399,"{""numberLong"":""596329200""}"
1988-11-25,0.0402,"{""numberLong"":""596415600""}"
1988-11-28,0.0402,"{""numberLong"":""596674800""}"
1988-11-29,0.0407,"{""numberLong"":""596761200""}"
1988-11-30,0.0406,"{""numberLong"":""596847600""}"
1988-12-01,0.0396,"{""numberLong"":""596934000""}"
1988-12-02,0.04,"{""numberLong"":""597020400""}"
1988-12-05,0.0397,"{""numberLong"":""597279600""}"
1988-12-06,0.0391,"{""numberLong"":""597366000""}"
1988-12-07,0.0385,"{""numberLong"":""597452400""}"
1988-12-08,0.0378,"{""numberLong"":""597538800""}"
1988-12-09,0.0368,"{""numberLong"":""597625200""}"
1988-12-12,0.0376,"{""numberLong"":""597884400""}"
1988-12-13,0.0376,"{""numberLong"":""597970800""}"
1988-12-14,0.0379,"{""numberLong"":""598057200""}"
1988-12-15,0.0376,"{""numberLong"":""598143600""}"
1988-12-16,0.0378,"{""numberLong"":""598230000""}"
1988-12-19,0.0376,"{""numberLong"":""598489200""}"
1988-12-20,0.0373,"{""numberLong"":""598575600""}"
1988-12-21,0.0376,"{""numberLong"":""598662000""}"
1988-12-22,0.0379,"{""numberLong"":""598748400""}"
1988-12-23,0.0377,"{""numberLong"":""598834800""}"
1988-12-26,0.038,"{""numberLong"":""599094000""}"
1988-12-27,0.0377,"{""numberLong"":""599180400""}"
1988-12-28,0.0374,"{""numberLong"":""599266800""}"
1988-12-29,0.0371,"{""numberLong"":""599353200""}"
1988-12-30,0.0374,"{""numberLong"":""599439600""}"
1989-01-02,0.0377,"{""numberLong"":""599698800""}"
1989-01-03,0.0387,"{""numberLong"":""599785200""}"
1989-01-04,0.0388,"{""numberLong"":""599871600""}"
1989-01-05,0.0386,"{""numberLong"":""599958000""}"
1989-01-06,0.0383,"{""numberLong"":""600044400""}"
1989-01-09,0.0384,"{""numberLong"":""600303600""}"
1989-01-10,0.0384,"{""numberLong"":""600390000""}"
1989-01-11,0.0387,"{""numberLong"":""600476400""}"
1989-01-12,0.0387,"{""numberLong"":""600562800""}"
1989-01-13,0.0387,"{""numberLong"":""600649200""}"
1989-01-16,0.0385,"{""numberLong"":""600908400""}"
1989-01-17,0.0381,"{""numberLong"":""600994800""}"
1989-01-18,0.0382,"{""numberLong"":""601081200""}"
1989-01-19,0.0379,"{""numberLong"":""601167600""}"
1989-01-20,0.0378,"{""numberLong"":""601254000""}"
1989-01-23,0.0375,"{""numberLong"":""601513200""}"
1989-01-24,0.0372,"{""numberLong"":""601599600""}"
1989-01-25,0.0372,"{""numberLong"":""601686000""}"
1989-01-26,0.0375,"{""numberLong"":""601772400""}"
1989-01-27,0.0378,"{""numberLong"":""601858800""}"
1989-01-30,0.038,"{""numberLong"":""602118000""}"
1989-01-31,0.038,"{""numberLong"":""602204400""}"
1989-02-01,0.038,"{""numberLong"":""602290800""}"
1989-02-02,0.0381,"{""numberLong"":""602377200""}"
1989-02-03,0.0384,"{""numberLong"":""602463600""}"
1989-02-06,0.0388,"{""numberLong"":""602722800""}"
1989-02-07,0.0391,"{""numberLong"":""602809200""}"
1989-02-08,0.039,"{""numberLong"":""602895600""}"
1989-02-09,0.039,"{""numberLong"":""602982000""}"
1989-02-10,0.0389,"{""numberLong"":""603068400""}"
1989-02-13,0.039,"{""numberLong"":""603327600""}"
1989-02-14,0.0392,"{""numberLong"":""603414000""}"
1989-02-15,0.0393,"{""numberLong"":""603500400""}"
1989-02-16,0.0393,"{""numberLong"":""603586800""}"
1989-02-17,0.0393,"{""numberLong"":""603673200""}"
1989-02-20,0.0398,"{""numberLong"":""603932400""}"
1989-02-21,0.0402,"{""numberLong"":""604018800""}"
1989-02-22,0.0406,"{""numberLong"":""604105200""}"
1989-02-23,0.0412,"{""numberLong"":""604191600""}"
1989-02-24,0.0425,"{""numberLong"":""604278000""}"
1989-02-27,0.0451,"{""numberLong"":""604537200""}"
1989-02-28,0.0487,"{""numberLong"":""604623600""}"
1989-03-01,0.0526,"{""numberLong"":""604710000""}"
1989-03-02,0.0543,"{""numberLong"":""604796400""}"
1989-03-03,0.0505,"{""numberLong"":""604882800""}"
1989-03-06,0.0474,"{""numberLong"":""605142000""}"
1989-03-07,0.0471,"{""numberLong"":""605228400""}"
1989-03-08,0.0495,"{""numberLong"":""605314800""}"
1989-03-09,0.0488,"{""numberLong"":""605401200""}"
1989-03-10,0.0489,"{""numberLong"":""605487600""}"
1989-03-13,0.0474,"{""numberLong"":""605746800""}"
1989-03-14,0.0467,"{""numberLong"":""605833200""}"
1989-03-15,0.0462,"{""numberLong"":""605919600""}"
1989-03-16,0.047,"{""numberLong"":""606006000""}"
1989-03-17,0.047,"{""numberLong"":""606092400""}"
1989-03-20,0.047,"{""numberLong"":""606351600""}"
1989-03-21,0.0456,"{""numberLong"":""606438000""}"
1989-03-22,0.0451,"{""numberLong"":""606524400""}"
1989-03-23,0.0457,"{""numberLong"":""606610800""}"
1989-03-24,0.0463,"{""numberLong"":""606697200""}"
1989-03-27,0.0444,"{""numberLong"":""606952800""}"
1989-03-28,0.0459,"{""numberLong"":""607039200""}"
1989-03-29,0.0459,"{""numberLong"":""607125600""}"
1989-03-30,0.0458,"{""numberLong"":""607212000""}"
1989-03-31,0.0466,"{""numberLong"":""607298400""}"
1989-04-03,0.0468,"{""numberLong"":""607557600""}"
1989-04-04,0.0463,"{""numberLong"":""607644000""}"
1989-04-05,0.0466,"{""numberLong"":""607730400""}"
1989-04-06,0.0466,"{""numberLong"":""607816800""}"
1989-04-07,0.0469,"{""numberLong"":""607903200""}"
1989-04-10,0.0474,"{""numberLong"":""608162400""}"
1989-04-11,0.0476,"{""numberLong"":""608248800""}"
1989-04-12,0.0471,"{""numberLong"":""608335200""}"
1989-04-13,0.0482,"{""numberLong"":""608421600""}"
1989-04-14,0.0489,"{""numberLong"":""608508000""}"
1989-04-17,0.0502,"{""numberLong"":""608767200""}"
1989-04-18,0.0512,"{""numberLong"":""608853600""}"
1989-04-19,0.0508,"{""numberLong"":""608940000""}"
1989-04-20,0.0507,"{""numberLong"":""609026400""}"
1989-04-21,0.0512,"{""numberLong"":""609112800""}"
1989-04-24,0.0513,"{""numberLong"":""609372000""}"
1989-04-25,0.0524,"{""numberLong"":""609458400""}"
1989-04-26,0.0535,"{""numberLong"":""609544800""}"
1989-04-27,0.0536,"{""numberLong"":""609631200""}"
1989-04-28,0.0534,"{""numberLong"":""609717600""}"
1989-05-01,0.054,"{""numberLong"":""609976800""}"
1989-05-02,0.0549,"{""numberLong"":""610063200""}"
1989-05-03,0.0555,"{""numberLong"":""610149600""}"
1989-05-04,0.0562,"{""numberLong"":""610236000""}"
1989-05-05,0.0561,"{""numberLong"":""610322400""}"
1989-05-08,,"{""numberLong"":""610581600""}"
1989-05-09,0.0567,"{""numberLong"":""610668000""}"
1989-05-10,0.0576,"{""numberLong"":""610754400""}"
1989-05-11,0.0594,"{""numberLong"":""610840800""}"
1989-05-12,0.0613,"{""numberLong"":""610927200""}"
1989-05-15,0.0649,"{""numberLong"":""611186400""}"
1989-05-16,0.0677,"{""numberLong"":""611272800""}"
1989-05-17,0.0651,"{""numberLong"":""611359200""}"
1989-05-18,0.0625,"{""numberLong"":""611445600""}"
1989-05-19,,"{""numberLong"":""611532000""}"
1989-05-22,0.0609,"{""numberLong"":""611791200""}"
1989-05-23,0.0635,"{""numberLong"":""611877600""}"
1989-05-24,0.0649,"{""numberLong"":""611964000""}"
1989-05-25,0.0655,"{""numberLong"":""612050400""}"
1989-05-26,0.066,"{""numberLong"":""612136800""}"
1989-05-29,0.0662,"{""numberLong"":""612396000""}"
1989-05-30,0.0662,"{""numberLong"":""612482400""}"
1989-05-31,0.0654,"{""numberLong"":""612568800""}"
1989-06-01,0.065,"{""numberLong"":""612655200""}"
1989-06-02,0.066,"{""numberLong"":""612741600""}"
1989-06-05,0.0663,"{""numberLong"":""613000800""}"
1989-06-06,0.0664,"{""numberLong"":""613087200""}"
1989-06-07,0.0671,"{""numberLong"":""613173600""}"
1989-06-08,0.0683,"{""numberLong"":""613260000""}"
1989-06-09,0.0689,"{""numberLong"":""613346400""}"
1989-06-12,0.0699,"{""numberLong"":""613605600""}"
1989-06-13,0.0716,"{""numberLong"":""613692000""}"
1989-06-14,0.0735,"{""numberLong"":""613778400""}"
1989-06-15,0.0765,"{""numberLong"":""613864800""}"
1989-06-16,0.0757,"{""numberLong"":""613951200""}"
1989-06-19,0.0808,"{""numberLong"":""614210400""}"
1989-06-20,0.0838,"{""numberLong"":""614296800""}"
1989-06-21,0.0817,"{""numberLong"":""614383200""}"
1989-06-22,0.0804,"{""numberLong"":""614469600""}"
1989-06-23,0.0787,"{""numberLong"":""614556000""}"
1989-06-26,0.0795,"{""numberLong"":""614815200""}"
1989-06-27,0.0815,"{""numberLong"":""614901600""}"
1989-06-28,0.0837,"{""numberLong"":""614988000""}"
1989-06-29,0.081,"{""numberLong"":""615074400""}"
1989-06-30,0.0796,"{""numberLong"":""615160800""}"
1989-07-03,0.0783,"{""numberLong"":""615420000""}"
1989-07-04,0.0788,"{""numberLong"":""615506400""}"
1989-07-05,0.0801,"{""numberLong"":""615592800""}"
1989-07-06,0.0789,"{""numberLong"":""615679200""}"
1989-07-07,0.0784,"{""numberLong"":""615765600""}"
1989-07-10,0.0799,"{""numberLong"":""616024800""}"
1989-07-11,0.0788,"{""numberLong"":""616111200""}"
1989-07-12,0.0802,"{""numberLong"":""616197600""}"
1989-07-13,,"{""numberLong"":""616284000""}"
1989-07-14,,"{""numberLong"":""616370400""}"
1989-07-17,0.0798,"{""numberLong"":""616629600""}"
1989-07-18,0.0788,"{""numberLong"":""616716000""}"
1989-07-19,0.0783,"{""numberLong"":""616802400""}"
1989-07-20,0.0767,"{""numberLong"":""616888800""}"
1989-07-21,0.0776,"{""numberLong"":""616975200""}"
1989-07-24,0.0778,"{""numberLong"":""617234400""}"
1989-07-25,0.0762,"{""numberLong"":""617320800""}"
1989-07-26,0.0737,"{""numberLong"":""617407200""}"
1989-07-27,0.0728,"{""numberLong"":""617493600""}"
1989-07-28,0.0717,"{""numberLong"":""617580000""}"
1989-07-31,0.0701,"{""numberLong"":""617839200""}"
1989-08-01,0.0658,"{""numberLong"":""617925600""}"
1989-08-02,0.0668,"{""numberLong"":""618012000""}"
1989-08-03,0.0682,"{""numberLong"":""618098400""}"
1989-08-04,0.0721,"{""numberLong"":""618184800""}"
1989-08-07,0.0723,"{""numberLong"":""618444000""}"
1989-08-08,0.0719,"{""numberLong"":""618530400""}"
1989-08-09,0.0774,"{""numberLong"":""618616800""}"
1989-08-10,0.0789,"{""numberLong"":""618703200""}"
1989-08-11,0.078,"{""numberLong"":""618789600""}"
1989-08-14,0.0793,"{""numberLong"":""619048800""}"
1989-08-15,0.08,"{""numberLong"":""619135200""}"
1989-08-16,0.0775,"{""numberLong"":""619221600""}"
1989-08-17,0.0768,"{""numberLong"":""619308000""}"
1989-08-18,0.0772,"{""numberLong"":""619394400""}"
1989-08-21,0.0771,"{""numberLong"":""619653600""}"
1989-08-22,0.0781,"{""numberLong"":""619740000""}"
1989-08-23,0.0791,"{""numberLong"":""619826400""}"
1989-08-24,0.0809,"{""numberLong"":""619912800""}"
1989-08-25,0.0809,"{""numberLong"":""619999200""}"
1989-08-28,0.0832,"{""numberLong"":""620258400""}"
1989-08-29,0.0849,"{""numberLong"":""620344800""}"
1989-08-30,,"{""numberLong"":""620431200""}"
1989-08-31,0.0876,"{""numberLong"":""620517600""}"
1989-09-01,0.0876,"{""numberLong"":""620604000""}"
1989-09-04,0.0881,"{""numberLong"":""620863200""}"
1989-09-05,0.0905,"{""numberLong"":""620949600""}"
1989-09-06,0.0923,"{""numberLong"":""621036000""}"
1989-09-07,0.0942,"{""numberLong"":""621122400""}"
1989-09-08,0.0972,"{""numberLong"":""621208800""}"
1989-09-11,0.1037,"{""numberLong"":""621468000""}"
1989-09-12,0.1105,"{""numberLong"":""621554400""}"
1989-09-13,0.1182,"{""numberLong"":""621640800""}"
1989-09-14,0.1176,"{""numberLong"":""621727200""}"
1989-09-15,0.1113,"{""numberLong"":""621813600""}"
1989-09-18,0.1122,"{""numberLong"":""622072800""}"
1989-09-19,0.118,"{""numberLong"":""622159200""}"
1989-09-20,0.1186,"{""numberLong"":""622245600""}"
1989-09-21,0.1186,"{""numberLong"":""622332000""}"
1989-09-22,0.1206,"{""numberLong"":""622418400""}"
1989-09-25,0.127,"{""numberLong"":""622681200""}"
1989-09-26,0.1321,"{""numberLong"":""622767600""}"
1989-09-27,0.137,"{""numberLong"":""622854000""}"
1989-09-28,0.1418,"{""numberLong"":""622940400""}"
1989-09-29,0.1475,"{""numberLong"":""623026800""}"
1989-10-02,0.1575,"{""numberLong"":""623286000""}"
1989-10-03,0.1714,"{""numberLong"":""623372400""}"
1989-10-04,0.1809,"{""numberLong"":""623458800""}"
1989-10-05,0.1762,"{""numberLong"":""623545200""}"
1989-10-06,0.1692,"{""numberLong"":""623631600""}"
1989-10-09,0.1642,"{""numberLong"":""623890800""}"
1989-10-10,0.1732,"{""numberLong"":""623977200""}"
1989-10-11,0.1818,"{""numberLong"":""624063600""}"
1989-10-12,0.1896,"{""numberLong"":""624150000""}"
1989-10-13,0.1811,"{""numberLong"":""624236400""}"
1989-10-16,0.1698,"{""numberLong"":""624495600""}"
1989-10-17,0.1579,"{""numberLong"":""624582000""}"
1989-10-18,0.1695,"{""numberLong"":""624668400""}"
1989-10-19,0.1636,"{""numberLong"":""624754800""}"
1989-10-20,0.1605,"{""numberLong"":""624841200""}"
1989-10-23,0.1484,"{""numberLong"":""625100400""}"
1989-10-24,0.1424,"{""numberLong"":""625186800""}"
1989-10-25,0.154,"{""numberLong"":""625273200""}"
1989-10-26,0.1592,"{""numberLong"":""625359600""}"
1989-10-27,0.1559,"{""numberLong"":""625446000""}"
1989-10-30,0.1631,"{""numberLong"":""625705200""}"
1989-10-31,0.1664,"{""numberLong"":""625791600""}"
1989-11-01,0.1645,"{""numberLong"":""625878000""}"
1989-11-02,0.1628,"{""numberLong"":""625964400""}"
1989-11-03,0.1606,"{""numberLong"":""626050800""}"
1989-11-06,0.1596,"{""numberLong"":""626310000""}"
1989-11-07,0.1567,"{""numberLong"":""626396400""}"
1989-11-08,0.1488,"{""numberLong"":""626482800""}"
1989-11-09,0.1544,"{""numberLong"":""626569200""}"
1989-11-10,0.1586,"{""numberLong"":""626655600""}"
1989-11-13,0.1551,"{""numberLong"":""626914800""}"
1989-11-14,0.1575,"{""numberLong"":""627001200""}"
1989-11-15,0.1589,"{""numberLong"":""627087600""}"
1989-11-16,0.1574,"{""numberLong"":""627174000""}"
1989-11-17,0.1538,"{""numberLong"":""627260400""}"
1989-11-20,0.1586,"{""numberLong"":""627519600""}"
1989-11-21,0.1586,"{""numberLong"":""627606000""}"
1989-11-22,0.1546,"{""numberLong"":""627692400""}"
