dt,BISTTLREF.ORAN
2023-07-21,16.1667
2023-07-24,16.1037
2023-07-25,16.0308
2023-07-26,16.1804
2023-07-27,16.2427
2023-07-28,16.389
2023-07-31,16.656
2023-08-01,16.3112
2023-08-02,16.01
2023-08-03,16.0078
2023-08-04,17.9816
2023-08-07,17.2008
2023-08-08,16.4985
2023-08-09,16.5547
2023-08-10,16.9191
2023-08-11,18.2235
2023-08-14,17.8681
2023-08-15,17.9586
2023-08-16,18.3099
2023-08-17,18.3268
2023-08-18,18.8179
2023-08-21,18.9921
2023-08-22,18.9948
2023-08-23,18.995
2023-08-24,18.996
2023-08-25,23.8652
2023-08-28,23.9874
2023-08-29,24.5684
2023-08-30,
2023-08-31,23.7207
2023-09-01,26.4132
2023-09-04,26.4345
2023-09-05,26.455
2023-09-06,26.4185
2023-09-07,26.3536
2023-09-08,26.2788
2023-09-11,26.4268
2023-09-12,26.3439
2023-09-13,26.2389
2023-09-14,26.2984
2023-09-15,26.4993
2023-09-18,26.4984
2023-09-19,26.4985
2023-09-20,26.4978
2023-09-21,26.4991
2023-09-22,28.5044
2023-09-25,28.5
2023-09-26,28.5
2023-09-27,28.504
2023-09-28,28.5041
2023-09-29,31.4957
2023-10-02,31.4893
2023-10-03,31.11
2023-10-04,30.5446
2023-10-05,29.6499
2023-10-06,30.0528
2023-10-09,29.3824
2023-10-10,29.3462
2023-10-11,28.7489
2023-10-12,28.8594
2023-10-13,30.9488
2023-10-16,29.0969
2023-10-17,28.6667
2023-10-18,29.0086
2023-10-19,29.7634
2023-10-20,29.7668
2023-10-23,28.7766
2023-10-24,28.6912
2023-10-25,28.6404
2023-10-26,28.5115
2023-10-27,33.5187
2023-10-30,33.51
2023-10-31,33.5313
2023-11-01,33.8763
2023-11-02,34.168
2023-11-03,34.1301
2023-11-06,34.1484
2023-11-07,34.1506
2023-11-08,33.7889
2023-11-09,33.51
2023-11-10,36.4801
2023-11-13,36.1624
2023-11-14,36.1932
2023-11-15,36.1441
2023-11-16,36.2002
2023-11-17,36.4789
2023-11-20,36.3351
2023-11-21,36.0142
2023-11-22,35.4923
2023-11-23,34.3863
2023-11-24,39.7721
2023-11-27,39.6546
2023-11-28,39.6016
2023-11-29,40.1406
2023-11-30,41.4484
2023-12-01,41.4835
2023-12-04,41.4375
2023-12-05,41.0443
2023-12-06,39.4772
2023-12-07,39.1902
2023-12-08,41.3076
2023-12-11,40.9492
2023-12-12,40.502
2023-12-13,40.1237
2023-12-14,40.1288
2023-12-15,40.0205
2023-12-18,39.1275
2023-12-19,38.8917
2023-12-20,39.0497
2023-12-21,38.8811
2023-12-22,42.3662
2023-12-25,41.9152
2023-12-26,41.4519
2023-12-27,41.522
2023-12-28,41.5893
2023-12-29,43.6274
2024-01-01,
2024-01-02,41.8038
2024-01-03,41.46
2024-01-04,42.2548
2024-01-05,43.3139
2024-01-08,42.2497
2024-01-09,41.974
2024-01-10,41.8475
2024-01-11,41.4827
2024-01-12,41.4439
2024-01-15,41.057
2024-01-16,41.2029
2024-01-17,41.4151
2024-01-18,41.655
2024-01-19,43.6904
2024-01-22,43.7008
2024-01-23,43.4678
2024-01-24,43.1517
2024-01-25,42.0257
2024-01-26,43.5041
2024-01-29,43.5065
2024-01-30,43.5124
2024-01-31,43.5044
2024-02-01,44.5056
2024-02-02,46.3234
2024-02-05,46.0331
2024-02-06,45.8854
2024-02-07,45.7147
2024-02-08,45.3618
2024-02-09,45.2185
2024-02-12,44.7522
2024-02-13,43.8545
2024-02-14,44.933
2024-02-15,46.0428
2024-02-16,45.885
2024-02-19,44.9613
2024-02-20,44.9375
2024-02-21,45.8854
2024-02-22,46.469
2024-02-23,46.49
2024-02-26,46.4824
2024-02-27,46.4314
2024-02-28,46.026
2024-02-29,44.4332
2024-03-01,46.3696
2024-03-04,46.4936
2024-03-05,46.494
2024-03-06,46.4955
2024-03-07,46.4954
2024-03-08,46.4962
2024-03-11,46.4938
2024-03-12,46.4941
2024-03-13,46.4942
2024-03-14,46.4969
2024-03-15,46.4474
2024-03-18,46.4727
2024-03-19,
2024-03-20,46.4949
2024-03-21,46.4953
2024-03-22,52.7545
2024-03-25,52.8268
2024-03-26,52.4189
2024-03-27,51.4817
2024-03-28,52.4171
2024-03-29,52.9904
2024-04-01,52.2231
2024-04-02,52.2007
2024-04-03,52.4856
2024-04-04,52.9525
2024-04-05,52.9919
2024-04-08,51.4758
2024-04-09,48.8128
2024-04-10,
2024-04-11,
2024-04-12,
2024-04-15,52.5104
2024-04-16,52.9671
2024-04-17,52.9907
2024-04-18,52.9941
2024-04-19,52.9924
2024-04-22,52.9906
2024-04-23,
2024-04-24,52.9902
2024-04-25,52.9914
2024-04-26,52.9918
2024-04-29,
2024-04-30,52.9914
2024-05-01,
2024-05-02,52.99
2024-05-03,52.9908
2024-05-06,52.9897
2024-05-07,49.1538
2024-05-08,47.948
2024-05-09,50.0002
2024-05-10,52.99
2024-05-13,52.1851
2024-05-14,51.3448
2024-05-15,50.6852
2024-05-16,50.1796
2024-05-17,48.3943
2024-05-20,48.1307
2024-05-21,47.1255
2024-05-22,47.1614
2024-05-23,51.0183
2024-05-24,52.99
2024-05-27,52.957
2024-05-28,52.2449
2024-05-29,52.134
2024-05-30,52.2091
2024-05-31,52.3423
2024-06-03,52.6713
2024-06-04,52.6798
2024-06-05,52.8312
2024-06-06,50.4913
2024-06-07,50.0566
2024-06-10,50.2325
2024-06-11,50.0964
2024-06-12,51.0793
2024-06-13,49.4028
2024-06-14,48.4213
2024-06-17,
2024-06-18,
2024-06-19,
2024-06-20,47.0247
2024-06-21,50.3459
2024-06-24,49.5783
2024-06-25,
2024-06-26,50.8764
2024-06-27,50.4467
2024-06-28,52.6454
2024-07-01,50.6073
2024-07-02,51.7992
2024-07-03,52.5316
2024-07-04,52.2586
2024-07-05,52.4118
2024-07-08,52.4476
2024-07-09,52.3546
2024-07-10,52.2632
2024-07-11,
2024-07-12,50.1163
2024-07-15,
2024-07-16,48.4364
2024-07-17,47.8724
2024-07-18,47.8833
2024-07-19,49.6362
2024-07-22,49.9972
2024-07-23,51.1162
2024-07-24,50.9549
2024-07-25,48.9177
2024-07-26,48.3286
2024-07-29,47.9803
2024-07-30,47.2575
2024-07-31,47.0161
2024-08-01,48.3066
2024-08-02,51.0963
2024-08-05,51.7523
2024-08-06,52.7846
2024-08-07,52.962
2024-08-08,52.9476
2024-08-09,52.3461
2024-08-12,51.2359
2024-08-13,49.9659
2024-08-14,
2024-08-15,50.3466
2024-08-16,49.814
2024-08-19,49.2389
2024-08-20,49.3515
2024-08-21,50.1215
2024-08-22,
2024-08-23,50.608
2024-08-26,49.854
2024-08-27,50.1145
2024-08-28,49.9654
2024-08-29,52.5273
2024-08-30,
2024-09-02,52.9439
2024-09-03,52.991
2024-09-04,
2024-09-05,52.9911
2024-09-06,52.9911
2024-09-09,52.99
2024-09-10,52.5283
2024-09-11,52.2072
2024-09-12,51.0595
2024-09-13,49.1845
2024-09-16,47.7959
2024-09-17,47.3626
2024-09-18,47.0385
2024-09-19,47.4179
2024-09-20,48.7372
2024-09-23,50.2547
2024-09-24,49.9075
2024-09-25,47.2726
2024-09-26,47.1152
2024-09-27,48.4031
2024-09-30,50.5749
2024-10-01,49.6145
2024-10-02,49.7813
2024-10-03,49.7344
2024-10-04,49.9949
2024-10-07,49.8229
2024-10-08,49.9565
2024-10-09,49.8138
2024-10-10,49.71
2024-10-11,48.9504
2024-10-14,48.4093
2024-10-15,48.4173
2024-10-16,48.5104
2024-10-17,48.9438
2024-10-18,49.103
2024-10-21,49.305
2024-10-22,49.2782
2024-10-23,49.1835
2024-10-24,48.5443
2024-10-25,48.7948
2024-10-28,48.6841
2024-10-29,
2024-10-30,48.6061
2024-10-31,48.6169
2024-11-01,49.381
2024-11-04,49.8167
2024-11-05,
2024-11-06,49.9215
2024-11-07,49.7506
2024-11-08,49.5388
2024-11-11,49.3882
2024-11-12,49.3224
2024-11-13,48.9834
2024-11-14,49.0536
2024-11-15,49.1647
2024-11-18,49.1519
2024-11-19,49.1692
2024-11-20,49.2678
2024-11-21,49.3296
2024-11-22,49.425
2024-11-25,49.379
2024-11-26,49.3205
2024-11-27,49.3514
2024-11-28,49.4125
2024-11-29,49.7151
2024-12-02,49.7118
2024-12-03,49.5828
2024-12-04,49.3714
2024-12-05,49.4838
2024-12-06,50.009
2024-12-09,50.0604
2024-12-10,49.9179
2024-12-11,49.5271
2024-12-12,49.3312
2024-12-13,49.3182
2024-12-16,49.2055
2024-12-17,49.2439
2024-12-18,49.3302
2024-12-19,49.2447
2024-12-20,49.3466
2024-12-23,49.296
2024-12-24,49.309
2024-12-25,49.4242
2024-12-26,48.7801
2024-12-27,47.0796
2024-12-30,47.0615
2024-12-31,48.7972
2025-01-01,
2025-01-02,46.6232
2025-01-03,46.7629
2025-01-06,46.9186
2025-01-07,46.8244
2025-01-08,46.6829
2025-01-09,46.636
2025-01-10,46.6822
2025-01-13,46.4987
2025-01-14,46.5284
2025-01-15,46.6073
2025-01-16,46.6784
2025-01-17,46.7211
2025-01-20,46.6422
2025-01-21,46.5125
2025-01-22,
2025-01-23,46.2088
2025-01-24,
2025-01-27,44.3334
2025-01-28,44.3578
2025-01-29,44.3841
2025-01-30,44.4767
2025-01-31,44.487
2025-02-03,44.4889
2025-02-04,44.5905
2025-02-05,44.6477
2025-02-06,44.6111
2025-02-07,44.6453
2025-02-10,44.5928
2025-02-11,44.6266
2025-02-12,44.6629
2025-02-13,44.5011
2025-02-14,44.5113
2025-02-17,44.5124
2025-02-18,44.5117
2025-02-19,44.6596
2025-02-20,44.7751
2025-02-21,44.5984
2025-02-24,44.6679
2025-02-25,44.7051
2025-02-26,44.7118
2025-02-27,44.7304
2025-02-28,44.6362
2025-03-03,44.6939
2025-03-04,44.7272
2025-03-05,44.7305
2025-03-06,44.5019
2025-03-07,42.8617
2025-03-10,42.6926
2025-03-11,42.3486
2025-03-12,42.2256
2025-03-13,42.1837
2025-03-14,42.1628
2025-03-17,42.0251
2025-03-18,42.0218
2025-03-19,42.235
2025-03-20,43.6399
2025-03-21,45.7246
2025-03-24,45.9784
2025-03-25,45.983
2025-03-26,45.99
2025-03-27,
2025-03-28,45.9937
2025-03-31,
2025-04-01,
2025-04-02,45.9939
2025-04-03,45.9941
2025-04-04,45.9947
2025-04-07,45.9952
2025-04-08,45.9956
2025-04-09,45.9964
2025-04-10,45.9965
2025-04-11,45.9962
2025-04-14,45.9969
2025-04-15,45.9967
2025-04-16,45.996
2025-04-17,45.9963
2025-04-18,48.9902
2025-04-21,48.9932
2025-04-22,48.9927
2025-04-23,
2025-04-24,48.9918
2025-04-25,48.993
2025-04-28,48.9936
2025-04-29,48.9937
2025-04-30,48.9941
2025-05-01,
2025-05-02,48.9943
2025-05-05,
2025-05-06,48.9935
2025-05-07,48.993
2025-05-08,48.9945
2025-05-09,48.9948
2025-05-12,48.994
2025-05-13,48.992
2025-05-14,48.9921
2025-05-15,48.9904
2025-05-16,48.9778
2025-05-19,
2025-05-20,48.8789
2025-05-21,48.6186
2025-05-22,45.795
2025-05-23,48.8996
2025-05-26,48.9883
2025-05-27,48.9932
2025-05-28,48.9934
2025-05-29,48.9946
2025-05-30,48.994
2025-06-02,48.9942
2025-06-03,48.9946
2025-06-04,48.997
2025-06-05,48.9962
2025-06-06,
2025-06-09,
2025-06-10,48.9928
2025-06-11,48.9922
2025-06-12,48.5428
2025-06-13,47.1258
2025-06-16,46.3382
2025-06-17,46.1156
2025-06-18,46.1835
2025-06-19,47.0344
2025-06-20,46.3988
2025-06-23,46.4464
2025-06-24,46.557
2025-06-25,48.3955
2025-06-26,46.7095
2025-06-27,46.6851
2025-06-30,46.9709
2025-07-01,45.8966
2025-07-02,45.946
2025-07-03,46.1572
2025-07-04,46.845
2025-07-07,46.57
2025-07-08,46.0152
2025-07-09,45.9481
2025-07-10,45.8741
2025-07-11,45.5643
2025-07-14,45.5165
2025-07-15,
2025-07-16,45.6042
2025-07-17,45.7049
2025-07-18,45.5817
2025-07-21,45.6088
2025-07-22,45.5746
2025-07-23,45.6598
2025-07-24,45.6951
2025-07-25,42.8411
2025-07-28,42.6501
2025-07-29,42.6454
2025-07-30,42.6627
2025-07-31,42.6511
2025-08-01,42.6848
2025-08-04,42.6886
2025-08-05,42.7141
2025-08-06,42.7983
2025-08-07,42.8025
2025-08-08,42.7902
2025-08-11,42.6777
2025-08-12,42.6699
2025-08-13,42.6374
2025-08-14,42.6497
2025-08-15,42.6563
2025-08-18,42.6618
2025-08-19,42.6854
2025-08-20,42.77
2025-08-21,42.7744
2025-08-22,42.7324
2025-08-25,
2025-08-26,42.6808
2025-08-27,42.7011
2025-08-28,42.6708
2025-08-29,42.7211
2025-09-01,42.6995
2025-09-02,42.7263
2025-09-03,42.9092
2025-09-04,42.9004
2025-09-05,42.8282
2025-09-08,42.675
2025-09-09,42.6634
2025-09-10,42.9906
2025-09-11,42.9084
2025-09-12,40.1457
2025-09-15,40.0015
2025-09-16,40.0336
2025-09-17,40.0329
2025-09-18,40.1268
2025-09-19,40.0746
2025-09-22,40.1567
2025-09-23,40.2158
2025-09-24,40.3603
2025-09-25,40.1803
2025-09-26,40.2043
2025-09-29,40.2307
2025-09-30,40.2292
2025-10-01,40.1748
2025-10-02,40.2388
2025-10-03,40.2784
2025-10-06,40.286
2025-10-07,40.318
2025-10-08,40.3534
2025-10-09,40.2762
2025-10-10,40.2313
2025-10-13,40.1382
2025-10-14,40.0918
2025-10-15,40.1468
2025-10-16,40.1531
2025-10-17,40.0921
2025-10-20,40.1905
2025-10-21,40.2552
2025-10-22,40.2468
2025-10-23,40.2128
2025-10-24,39.1854
2025-10-27,39.1919
2025-10-28,39.2384
2025-10-29,
2025-10-30,39.243
2025-10-31,39.2338
2025-11-03,39.2312
2025-11-04,39.24
2025-11-05,39.2816
2025-11-06,39.2715
2025-11-07,39.2828
2025-11-10,39.2184
2025-11-11,39.2874
2025-11-12,39.2774
2025-11-13,39.2918
2025-11-14,39.3252
2025-11-17,39.3413
2025-11-18,39.345
2025-11-19,39.3039
2025-11-20,39.2893
2025-11-21,39.3328
2025-11-24,39.3097
2025-11-25,39.3354
2025-11-26,39.3705
2025-11-27,39.3624
2025-11-28,39.3832
2025-12-01,39.414
2025-12-02,39.3994
2025-12-03,39.3847
2025-12-04,39.3461
2025-12-05,39.3702
2025-12-08,39.2329
2025-12-09,39.2683
2025-12-10,39.3589
2025-12-11,39.3703
2025-12-12,37.8497
2025-12-15,37.744
2025-12-16,37.7181
2025-12-17,37.7264
2025-12-18,37.7092
2025-12-19,37.7681
2025-12-22,37.7485
2025-12-23,37.7719
2025-12-24,37.7752
2025-12-25,37.8143
2025-12-26,37.8657
2025-12-29,37.838
2025-12-30,37.8739
2025-12-31,37.9629
2026-01-01,
2026-01-02,37.7455
2026-01-05,37.7951
2026-01-06,37.8222
2026-01-07,37.8456
2026-01-08,37.8857
2026-01-09,37.8932
2026-01-12,37.8034
2026-01-13,37.7354
2026-01-14,37.6511
2026-01-15,37.615
2026-01-16,37.6272
2026-01-19,37.5865
2026-01-20,37.6453
2026-01-21,37.6765
2026-01-22,37.6193
2026-01-23,36.7439
2026-01-26,36.6818
2026-01-27,36.6662
2026-01-28,36.687
2026-01-29,36.803
2026-01-30,36.818
2026-02-02,36.8472
2026-02-03,36.962
2026-02-04,36.961
2026-02-05,36.9538
2026-02-06,36.9498
2026-02-09,36.9435
2026-02-10,36.921
2026-02-11,36.8686
2026-02-12,36.7394
2026-02-13,36.7293
2026-02-16,36.6837
2026-02-17,36.7038
2026-02-18,36.7198
2026-02-19,36.7251
2026-02-20,36.8506
2026-02-23,36.8874
2026-02-24,36.8403
2026-02-25,36.7839
2026-02-26,36.7634
2026-02-27,36.8726
2026-03-02,39.8379
2026-03-03,39.9314
2026-03-04,39.991
2026-03-05,39.9923
2026-03-06,39.9924
2026-03-09,39.9938
2026-03-10,39.9945
2026-03-11,39.9939
2026-03-12,39.9904
2026-03-13,39.9912
2026-03-16,39.9926
2026-03-17,39.9922
2026-03-18,39.9944
2026-03-19,39.994
2026-03-20,
2026-03-23,39.9952
2026-03-24,39.9949
2026-03-25,39.9957
2026-03-26,39.9961
2026-03-27,39.997
2026-03-30,39.9978
2026-03-31,39.9978
2026-04-01,39.9964
2026-04-02,39.9956
2026-04-03,39.9948
2026-04-06,39.9944
2026-04-07,39.9948
2026-04-08,39.9944
2026-04-09,39.9927
2026-04-10,39.9932
2026-04-13,39.9895
2026-04-14,39.9804
2026-04-15,39.9447
2026-04-16,39.8729
2026-04-17,39.8118
2026-04-20,39.8807
2026-04-21,39.9549
2026-04-22,39.9436
2026-04-23,
2026-04-24,39.9889
2026-04-27,39.9846
2026-04-28,39.9729
2026-04-29,39.9882
2026-04-30,39.9913
2026-05-01,
2026-05-04,39.9917
2026-05-05,39.993
2026-05-06,39.9921
2026-05-07,39.9918
2026-05-08,39.9932
2026-05-11,39.9935
2026-05-12,39.9932
2026-05-13,39.9913
2026-05-14,39.9908
2026-05-15,39.9914
2026-05-18,39.9907
2026-05-19,
2026-05-20,39.9835
2026-05-21,39.9837
2026-05-22,39.9951
2026-05-25,39.9963
2026-05-26,39.9959
2026-05-27,
2026-05-28,
2026-05-29,
2026-06-01,39.9957
2026-06-02,39.9946
2026-06-03,39.9934
2026-06-04,39.9926
2026-06-05,39.9938
2026-06-08,39.9957
2026-06-09,39.9958
2026-06-10,39.9959
2026-06-11,39.9945
2026-06-12,39.9945
2026-06-15,39.9944
2026-06-16,39.9941
2026-06-17,39.993
2026-06-18,39.9917
2026-06-19,39.9913
2026-06-22,39.9929
2026-06-23,39.9921
2026-06-24,39.9929
2026-06-25,39.9927
2026-06-26,39.9925
2026-06-29,39.9931
2026-06-30,39.9929
2026-07-01,39.9929
2026-07-02,39.9924
2026-07-03,39.9937
2026-07-06,39.9938
2026-07-07,39.9931
2026-07-08,39.9942
2026-07-09,39.9938
2026-07-10,39.9935
2026-07-13,39.9908
2026-07-14,39.984
2026-07-15,
2026-07-16,39.9128
2026-07-17,39.9123
2026-07-20,39.8966
2026-07-21,39.8866
2026-07-22,39.8971
2026-07-23,39.936
2026-07-24,39.941
2026-07-27,39.9128
2026-07-28,39.891
2026-07-29,39.8372
2026-07-30,39.8201
2026-07-31,39.9543
2026-08-03,39.99
2026-08-04,39.99
2026-08-05,39.99
2026-08-06,39.99
2026-08-07,39.9219
2026-08-10,39.9113
2026-08-11,39.9022
2026-08-12,39.8893
2026-08-13,39.8133
2026-08-14,39.7965
2026-08-17,39.7916
2026-08-18,39.8271
2026-08-19,39.8297
