dt,PYUK1,PYUK2,PYUK3,PYUK4
2015-03-20,49721.7,44315.1,102.0,-137.2
2015-03-27,51912.5,45054.5,201.0,1052.5
2015-04-03,52821.3,45284.8,-107.0,175.4
2015-04-10,52956.1,45005.7,-112.0,-201.5
2015-04-17,51016.9,41997.1,197.0,-719.7
2015-04-24,52650.2,41736.9,294.0,-292.1
2015-05-01,53606.0,41739.0,632.0,-29.7
2015-05-08,51562.4,40214.5,-171.0,-809.9
2015-05-15,56007.3,42226.2,9.0,101.5
2015-05-22,56479.5,42539.4,326.0,-552.2
2015-05-29,53077.6,40691.5,-90.0,-212.5
2015-06-05,51215.6,40060.9,-132.0,-113.9
2015-06-12,49482.7,38522.6,-26.0,-560.1
2015-06-19,50861.5,38125.2,-99.0,-764.9
2015-06-26,52683.8,39489.2,174.0,319.9
2015-07-03,50873.9,39283.2,-89.0,411.0
2015-07-10,52056.0,39656.9,-161.0,-113.9
2015-07-17,53031.0,40180.0,654.0,160.2
2015-07-24,48646.0,38245.9,-323.5,-505.4
2015-07-31,47992.0,36898.9,-144.0,-335.7
2015-08-07,47566.0,36504.4,-3.0,-240.4
2015-08-14,46885.0,36576.2,36.0,128.0
2015-08-21,42033.0,33275.4,-248.0,-266.8
2015-08-28,42962.0,34204.5,-133.0,46.9
2015-09-04,41571.0,32857.9,-106.0,-763.2
2015-09-11,39355.0,31547.1,-87.0,28.6
2015-09-18,41376.0,31683.6,27.0,-14.4
2015-09-25,41856.0,31857.0,62.0,109.6
2015-10-02,41577.0,31381.2,-132.0,-69.3
2015-10-09,45310.0,32368.3,419.0,-197.2
2015-10-16,45836.5,33293.7,-56.6,-160.6
2015-10-23,46469.0,33853.6,-347.0,322.8
2015-10-30,45416.0,33897.1,220.0,29.0
2015-11-06,48001.0,34236.9,1.0,-223.8
2015-11-13,47314.0,34075.8,-261.4,31.9
2015-11-20,46855.0,34076.6,-317.0,-216.9
2015-11-27,42746.6,33232.7,-435.1,4.1
2015-12-04,42125.7,33237.1,-152.7,-358.0
2015-12-11,39968.4,32519.2,-131.0,-255.3
2015-12-18,40268.2,31688.8,-179.1,-368.1
2015-12-25,41002.0,31744.2,16.6,-125.3
2016-01-01,40210.0,31794.0,-30.4,-358.3
2016-01-08,38032.6,30693.3,-232.5,272.2
2016-01-15,37841.9,30514.3,107.1,-93.7
2016-01-22,36605.0,30198.4,-309.4,-76.0
2016-01-29,39224.1,30854.3,174.1,-194.5
2016-02-05,40958.8,31904.6,54.0,36.3
2016-02-12,38706.0,31691.9,-179.5,169.5
2016-02-19,39606.9,31811.1,258.9,554.8
2016-02-26,41502.2,32501.1,269.4,187.0
2016-03-04,42672.6,32751.3,308.0,-224.3
2016-03-11,44773.6,33590.0,239.6,281.8
2016-03-18,47079.9,34360.0,174.5,282.0
2016-03-25,46624.9,34352.4,260.2,346.6
2016-04-01,48286.0,34858.6,191.2,-209.4
2016-04-08,47455.4,34618.6,-64.8,-4.5
2016-04-15,49426.1,35725.8,335.5,878.6
2016-04-22,50352.3,36876.5,84.4,176.5
2016-04-29,50278.3,36868.1,10.1,-81.7
2016-05-06,44114.5,34751.5,-298.3,-182.6
2016-05-13,43521.9,34690.3,-174.3,268.3
2016-05-20,42311.2,34277.7,-163.6,166.1
2016-05-27,43456.5,35019.3,-146.2,0.3
2016-06-03,43141.5,35302.6,-96.2,-50.0
2016-06-10,43617.4,36035.1,58.3,-60.6
2016-06-17,41802.5,35235.7,-188.8,-264.6
2016-06-24,42259.9,36156.7,109.2,65.9
2016-07-01,43489.5,36915.7,-180.1,470.6
2016-07-08,43609.7,37006.1,-24.1,-104.7
2016-07-15,46367.2,37721.6,374.2,812.1
2016-07-22,37955.7,34015.3,-221.5,-239.6
2016-07-29,40033.7,34852.6,-328.5,-117.2
2016-08-05,40458.4,34804.1,-67.3,67.4
2016-08-12,42580.4,36231.1,186.2,477.5
2016-08-19,42631.1,36619.4,20.0,-105.9
2016-08-26,41723.1,36759.3,-132.2,556.4
2016-09-02,41469.2,36443.4,37.7,-135.3
2016-09-09,42327.8,37164.3,145.7,253.7
2016-09-16,41595.7,36674.8,47.5,-76.6
2016-09-23,43461.3,36473.1,-28.3,-351.2
2016-09-30,41127.8,36427.3,127.6,533.6
2016-10-07,41185.2,34977.9,-15.2,-796.0
2016-10-14,39969.8,33870.5,16.6,-311.2
2016-10-21,41623.5,34104.9,284.2,-188.7
2016-10-28,41094.3,33811.6,184.2,96.3
2016-11-04,39205.0,33377.8,27.4,-107.0
2016-11-11,38089.3,31551.4,-305.7,-678.4
2016-11-18,36456.2,29735.2,-201.4,-371.6
2016-11-25,34980.8,27619.1,-15.8,-969.2
2016-12-02,33925.0,27425.8,-47.7,-85.1
2016-12-09,36178.6,28037.7,98.9,-143.3
2016-12-16,35488.3,26545.4,37.0,37.6
2016-12-23,35454.4,26912.7,52.6,-44.7
2016-12-30,35533.5,26739.4,-30.3,101.2
2017-01-06,34391.2,26638.2,-55.0,268.8
2017-01-13,34064.9,24177.6,102.8,-477.9
2017-01-20,35653.5,24424.1,456.3,-156.5
2017-01-27,35808.2,23964.4,32.7,-321.5
2017-02-03,38801.0,24981.6,348.8,169.7
2017-02-10,39507.8,24977.4,121.3,-261.7
2017-02-17,39847.1,25262.5,-49.9,166.2
2017-02-24,40905.2,26247.6,50.9,258.4
2017-03-03,40380.0,25329.2,133.5,-99.4
2017-03-10,39676.1,24917.9,-94.3,354.0
2017-03-17,40877.4,25503.8,44.0,-58.1
2017-03-24,41308.0,26442.5,-58.5,398.8
2017-03-31,40588.4,26253.5,-101.9,149.8
2017-04-07,39663.9,26209.8,116.0,487.3
2017-04-14,41190.8,26812.9,173.3,80.2
2017-04-21,42319.1,27081.5,-111.3,40.6
2017-04-28,44118.3,28748.7,129.4,739.4
2017-05-05,43895.0,28717.8,52.2,-231.3
2017-05-12,44904.3,28651.8,130.0,263.0
2017-05-19,44923.0,29229.0,14.0,491.0
2017-05-26,46222.1,29802.9,134.4,472.3
2017-06-02,47433.0,30272.0,477.4,114.0
2017-06-09,47372.6,30118.7,-168.4,-88.0
2017-06-16,48180.6,31221.6,252.0,755.6
2017-06-23,48673.7,31365.7,25.9,176.6
2017-06-30,49100.9,31695.6,48.0,187.7
2017-07-07,47529.8,30385.4,48.2,-222.4
2017-07-14,50457.6,31170.3,155.3,345.7
2017-07-21,52127.8,33448.3,269.2,1880.2
2017-07-28,52614.0,33300.7,-18.6,-179.8
2017-08-04,52532.5,33151.5,-36.9,-44.4
2017-08-11,52100.6,32934.1,144.5,-98.1
2017-08-18,52573.9,32874.9,220.1,-213.0
2017-08-25,54795.2,34365.9,92.7,1242.5
2017-09-01,55674.0,34924.0,265.8,209.6
2017-09-08,55056.1,34804.1,-134.0,-49.3
2017-09-15,54034.8,35217.6,-60.2,724.5
2017-09-22,51469.5,34640.2,70.8,173.8
2017-09-29,49814.7,33825.1,-125.4,-15.0
2017-10-06,50251.4,33928.8,40.4,50.1
2017-10-13,50165.0,32334.0,5.2,-600.9
2017-10-20,51126.2,32313.9,-14.2,141.0
2017-10-27,49200.6,31468.9,63.8,451.0
2017-11-03,50810.1,31053.1,217.4,-22.9
2017-11-10,48291.6,29800.1,-513.6,-532.6
2017-11-17,47256.5,29650.8,98.9,79.2
2017-11-24,46106.3,28950.4,182.6,87.4
2017-12-01,45488.0,29023.6,70.7,-55.0
2017-12-08,48017.8,30186.0,-116.5,102.3
2017-12-15,48997.5,30675.3,8.7,226.2
2017-12-22,50212.2,30491.8,110.5,-286.8
2017-12-29,51983.7,30941.7,74.7,110.7
2018-01-05,53378.9,31704.2,205.7,35.5
2018-01-12,52001.1,31660.6,-304.4,253.7
2018-01-19,52669.2,31300.9,287.1,-45.0
2018-01-26,55462.4,32769.4,112.3,710.0
2018-02-02,54538.5,33306.4,5.2,557.0
2018-02-09,51436.1,32267.2,-368.0,-516.2
2018-02-16,53684.2,32244.4,-139.9,-246.9
2018-02-23,53748.0,32080.9,142.1,241.0
2018-03-02,53264.4,31956.9,-14.2,-107.3
2018-03-09,53141.5,30966.7,-222.8,-476.5
2018-03-16,52154.7,30027.9,105.8,135.3
2018-03-23,51244.7,30123.7,25.7,234.4
2018-03-30,49439.8,29305.4,-255.9,116.7
2018-04-06,48721.3,28807.4,-57.8,-242.2
2018-04-13,45544.1,28190.7,10.9,195.8
2018-04-20,47018.9,29602.1,-146.8,283.1
2018-04-27,44881.5,29614.2,-196.6,204.3
2018-05-04,41511.8,28430.1,-50.9,-29.9
2018-05-11,40832.5,27101.3,28.8,-230.9
2018-05-18,39586.5,24693.6,-72.0,-637.9
2018-05-25,37480.0,23252.9,-9.4,-144.3
2018-06-01,38096.5,24828.5,15.0,29.4
2018-06-08,36210.3,23662.5,-218.6,-170.9
2018-06-15,34839.0,22298.3,289.1,-459.5
2018-06-22,34921.4,21695.5,225.4,131.5
2018-06-29,36121.6,22403.0,-179.8,83.2
2018-07-06,36279.8,22280.8,-80.8,397.4
2018-07-13,32781.1,20552.3,-213.8,49.4
2018-07-20,31192.5,20500.0,-222.2,-256.4
2018-07-27,32564.2,20376.5,28.3,-18.2
2018-08-03,31645.1,18622.3,77.6,-182.1
2018-08-10,29363.1,17078.8,45.8,-196.5
2018-08-17,25162.5,14766.7,-111.9,-168.0
2018-08-24,25210.3,13940.7,0.0,-7.3
2018-08-31,24357.0,12779.3,-21.5,-167.4
2018-09-07,23798.4,12574.9,4.5,-133.9
2018-09-14,25246.1,12972.1,-59.6,-96.0
2018-09-21,26223.9,13558.8,137.9,-117.6
2018-09-28,27573.0,14258.7,-153.4,74.2
2018-10-05,25917.3,14230.6,-60.7,443.1
2018-10-12,26858.3,14575.3,-72.6,-105.2
2018-10-19,29262.0,16509.3,125.6,-45.1
2018-10-26,27388.1,15803.1,31.7,2.9
2018-11-02,28145.4,16319.8,-71.5,-211.5
2018-11-09,28813.2,18086.9,151.4,447.9
2018-11-16,29105.9,18227.3,49.5,-22.2
2018-11-23,29607.2,18494.8,45.9,76.4
2018-11-30,31373.5,19375.5,102.8,-20.1
2018-12-07,29676.9,18323.7,-15.1,-177.4
2018-12-14,28727.0,17849.2,-70.3,-63.2
2018-12-21,29734.1,18810.7,102.5,158.6
2018-12-28,29349.7,18324.7,-5.3,-470.9
2019-01-04,27461.3,17672.7,-83.3,-101.5
2019-01-11,28638.5,17447.7,115.1,-141.9
2019-01-18,31780.3,18021.6,711.8,-121.7
2019-01-25,33846.3,18334.6,321.5,-69.9
2019-02-01,35003.0,19246.4,270.1,105.9
2019-02-08,34497.5,18772.7,-105.6,-205.7
2019-02-15,33959.4,18512.5,-63.7,-102.7
2019-02-22,34096.0,18011.2,29.7,-18.1
2019-03-01,34468.5,18094.7,198.7,-50.9
2019-03-08,33180.7,17318.6,46.3,-112.6
2019-03-15,33307.5,16835.3,-106.5,-121.6
2019-03-22,32998.5,17116.4,145.2,102.2
2019-03-29,29135.2,14513.8,-600.8,-735.8
2019-04-05,30239.7,14476.0,-156.4,-38.9
2019-04-12,29020.1,14151.7,153.4,-131.8
2019-04-19,28964.6,13795.9,64.4,-162.7
2019-04-26,27767.2,13269.4,-82.2,-155.8
2019-05-03,27441.5,12640.5,183.3,-225.5
2019-05-10,24806.5,11590.8,-214.5,-340.3
2019-05-17,24923.3,12458.2,-134.5,-73.5
2019-05-24,24033.7,12197.2,-96.1,51.2
2019-05-31,26156.5,12810.9,65.6,48.1
2019-06-07,27077.6,13097.7,54.9,-128.5
2019-06-14,26815.7,13635.4,43.2,79.3
2019-06-21,28253.6,14375.0,64.6,190.7
2019-06-28,28824.7,14622.2,21.3,-11.0
2019-07-05,30997.5,15183.4,130.1,-70.8
2019-07-12,30200.2,14945.5,-112.2,229.8
2019-07-19,31299.7,14981.6,48.4,-157.9
2019-07-26,31421.8,15314.9,63.9,175.4
2019-08-02,31337.7,15881.3,-135.0,58.1
2019-08-09,31550.4,16727.6,-146.9,294.6
2019-08-16,30199.1,16302.0,5.2,-101.1
2019-08-23,29002.9,15136.6,-230.7,-131.7
2019-08-30,28719.9,14999.4,-45.8,-54.4
2019-09-06,30183.0,15615.3,111.0,-25.4
2019-09-13,30891.8,15423.3,112.3,-42.9
2019-09-20,30387.1,15569.7,-33.4,-2.6
2019-09-27,31589.1,16149.4,-27.1,150.2
2019-10-04,31238.0,16086.4,-9.4,-148.4
2019-10-11,28831.9,15084.4,-210.2,-239.6
2019-10-18,28175.5,14126.1,-318.5,-641.4
2019-10-25,29485.1,15527.5,16.9,329.7
2019-11-01,29018.5,15698.2,-19.4,-141.4
2019-11-08,30418.7,15665.7,61.9,-113.2
2019-11-15,30921.4,15711.3,301.3,9.2
2019-11-22,31907.8,15979.9,56.6,-12.3
2019-11-29,31402.5,15713.4,-158.5,-54.4
2019-12-06,32010.1,15872.6,88.4,35.7
2019-12-13,32272.8,15888.6,-79.3,170.1
2019-12-20,31664.4,15581.3,79.6,108.1
2019-12-27,32421.5,15448.0,18.8,-270.9
2020-01-03,32292.0,15414.0,-12.3,-25.7
2020-01-10,33847.8,15500.7,-107.8,-177.7
2020-01-17,34884.1,15596.7,200.1,-325.3
2020-01-24,34849.1,15474.5,-118.5,-49.5
2020-01-31,33377.0,15481.4,-313.3,51.1
2020-02-07,33862.3,14859.8,-82.8,-548.7
2020-02-14,33185.2,13861.8,-259.1,-566.2
2020-02-21,31662.3,12991.0,-95.4,-492.7
2020-02-28,28186.8,12513.8,-250.0,-194.1
2020-03-06,29653.8,12569.6,-270.0,-380.2
2020-03-13,25350.7,11476.1,-201.5,-632.2
2020-03-20,21555.9,9852.8,-308.2,-742.3
2020-03-27,22289.7,9756.2,-257.2,-273.7
2020-04-03,21194.2,9031.1,-184.9,-338.1
2020-04-10,22382.7,8584.7,-182.5,-328.2
2020-04-17,22086.4,8250.6,-111.8,-66.7
2020-04-24,21870.0,8307.7,-150.7,-327.6
2020-05-01,22153.7,8394.6,-245.8,-41.8
2020-05-08,20472.9,7179.5,-229.1,-821.8
2020-05-15,21330.6,7055.1,-405.0,-389.9
2020-05-22,22414.8,7635.0,-213.7,322.9
2020-05-29,22737.6,7564.4,-160.7,-97.2
2020-06-05,23857.8,7849.7,-13.5,119.2
2020-06-12,23453.0,7102.8,49.9,-719.8
2020-06-19,24326.4,7151.1,76.0,86.0
2020-06-26,24429.1,7138.7,-112.0,-46.4
2020-07-03,24585.7,7147.2,-94.5,21.4
2020-07-10,24056.6,6738.6,-101.7,-279.4
2020-07-17,25044.2,6697.6,-174.0,-66.1
2020-07-24,25386.8,7013.5,-60.3,280.0
2020-07-31,23880.3,6613.9,-69.2,-211.6
2020-08-07,20274.4,6140.8,-566.5,-141.4
2020-08-14,20897.1,5599.1,-334.6,-360.0
2020-08-21,21541.6,5658.3,-85.9,71.3
2020-08-28,20556.6,5625.1,-43.6,-28.1
2020-09-04,20774.3,5650.4,-91.2,70.5
2020-09-11,20899.1,5571.4,-30.2,-32.4
2020-09-18,21097.8,5392.4,2.6,-133.5
2020-09-25,20770.8,5365.0,-101.9,115.6
2020-10-02,21097.1,5927.5,131.2,489.7
2020-10-09,20490.5,5403.2,-91.3,-349.5
2020-10-16,21129.6,5370.2,-28.4,-17.4
2020-10-23,21764.7,5509.0,-10.8,35.0
2020-10-30,19354.8,5157.5,-116.6,-69.3
2020-11-06,19728.6,4960.2,-22.0,-4.5
2020-11-13,23507.6,5803.8,614.4,293.9
2020-11-20,25306.8,6151.8,389.6,175.5
2020-11-27,25059.6,6114.1,231.7,147.2
2020-12-04,25043.3,6195.0,-23.3,91.4
2020-12-11,25317.1,6248.6,41.0,99.0
2020-12-18,26540.1,8028.3,244.0,1661.8
2020-12-25,27275.0,8270.8,-18.8,106.7
2021-01-01,29168.1,8597.5,90.7,35.1
2021-01-08,30874.4,9159.0,287.7,491.1
2021-01-15,30534.5,8981.2,31.4,-17.7
2021-01-22,30429.7,9062.0,-117.7,33.4
2021-01-29,28920.0,9523.2,-493.7,418.7
2021-02-05,30814.9,9961.5,-183.2,140.5
2021-02-12,31019.6,10249.9,-62.3,128.2
2021-02-19,31378.0,10474.5,-122.8,194.5
2021-02-26,28563.1,10254.2,-117.6,83.2
2021-03-05,28969.9,9853.1,-10.1,49.8
2021-03-12,29154.0,9604.2,-117.6,-126.4
2021-03-19,28946.4,9956.7,60.4,427.2
2021-03-26,23782.3,7670.5,-813.9,-1104.8
2021-04-02,23405.5,7370.4,-364.4,-140.4
2021-04-09,22776.3,7464.0,-46.0,77.9
2021-04-16,23192.1,7786.5,0.0,164.9
2021-04-23,21755.5,7473.5,104.5,-252.6
2021-04-30,22002.3,7481.6,31.5,33.0
2021-05-07,22182.2,7440.1,87.7,23.7
2021-05-14,22386.9,7591.0,51.7,118.5
2021-05-21,22366.7,7707.8,51.0,174.8
2021-05-28,21624.0,7671.9,6.8,69.2
2021-06-04,21307.0,7447.6,-93.8,-64.1
2021-06-11,21982.5,7630.4,33.5,80.3
2021-06-18,21084.8,7551.5,-3.2,-3.6
2021-06-25,21071.8,7782.4,-3.4,172.5
2021-07-02,20713.3,7885.1,-37.9,83.0
2021-07-09,20829.0,7875.5,54.2,5.9
2021-07-16,20726.0,8035.5,-62.0,56.5
2021-07-23,20789.0,8136.7,0.0,16.1
2021-07-30,21255.4,8421.0,-51.8,300.7
2021-08-06,22047.5,8570.7,168.0,113.8
