dt,AB_A01,AB_A02,AB_A03,AB_A05,AB_A06,AB_A15,AB_A16,AB_A17,UNIXTIME
1980-12-01,,,,,,,,,"{""numberLong"":""344473200""}"
1980-12-02,,,,,,,,,"{""numberLong"":""344559600""}"
1980-12-03,,,,,,,,,"{""numberLong"":""344646000""}"
1980-12-04,,,,,,,,,"{""numberLong"":""344732400""}"
1980-12-05,,,,,,,,,"{""numberLong"":""344818800""}"
1980-12-08,,,,,,,,,"{""numberLong"":""345078000""}"
1980-12-09,,,,,,,,,"{""numberLong"":""345164400""}"
1980-12-10,,,,,,,,,"{""numberLong"":""345250800""}"
1980-12-11,,,,,,,,,"{""numberLong"":""345337200""}"
1980-12-12,,,,,,,,,"{""numberLong"":""345423600""}"
1980-12-15,,,,,,,,,"{""numberLong"":""345682800""}"
1980-12-16,,,,,,,,,"{""numberLong"":""345769200""}"
1980-12-17,,,,,,,,,"{""numberLong"":""345855600""}"
1980-12-18,,,,,,,,,"{""numberLong"":""345942000""}"
1980-12-19,,,,,,,,,"{""numberLong"":""346028400""}"
1980-12-22,,,,,,,,,"{""numberLong"":""346287600""}"
1980-12-23,,,,,,,,,"{""numberLong"":""346374000""}"
1980-12-24,,,,,,,,,"{""numberLong"":""346460400""}"
1980-12-25,,,,,,,,,"{""numberLong"":""346546800""}"
1980-12-26,1504.7,184.1,1320.6,617.3,281.3,564.2,506.2,265.6,"{""numberLong"":""346633200""}"
1980-12-29,,,,,,,,,"{""numberLong"":""346892400""}"
1980-12-30,,,,,,,,,"{""numberLong"":""346978800""}"
1980-12-31,,,,,,,,,"{""numberLong"":""347065200""}"
1981-01-01,,,,,,,,,"{""numberLong"":""347151600""}"
1981-01-02,,,,,,,,,"{""numberLong"":""347238000""}"
1981-01-05,,,,,,,,,"{""numberLong"":""347497200""}"
1981-01-06,,,,,,,,,"{""numberLong"":""347583600""}"
1981-01-07,,,,,,,,,"{""numberLong"":""347670000""}"
1981-01-08,,,,,,,,,"{""numberLong"":""347756400""}"
1981-01-09,,,,,,,,,"{""numberLong"":""347842800""}"
1981-01-12,,,,,,,,,"{""numberLong"":""348102000""}"
1981-01-13,,,,,,,,,"{""numberLong"":""348188400""}"
1981-01-14,,,,,,,,,"{""numberLong"":""348274800""}"
1981-01-15,,,,,,,,,"{""numberLong"":""348361200""}"
1981-01-16,,,,,,,,,"{""numberLong"":""348447600""}"
1981-01-19,,,,,,,,,"{""numberLong"":""348706800""}"
1981-01-20,,,,,,,,,"{""numberLong"":""348793200""}"
1981-01-21,,,,,,,,,"{""numberLong"":""348879600""}"
1981-01-22,,,,,,,,,"{""numberLong"":""348966000""}"
1981-01-23,,,,,,,,,"{""numberLong"":""349052400""}"
1981-01-26,,,,,,,,,"{""numberLong"":""349311600""}"
1981-01-27,,,,,,,,,"{""numberLong"":""349398000""}"
1981-01-28,,,,,,,,,"{""numberLong"":""349484400""}"
1981-01-29,,,,,,,,,"{""numberLong"":""349570800""}"
1981-01-30,,,,,,,,,"{""numberLong"":""349657200""}"
1981-02-02,,,,,,,,,"{""numberLong"":""349916400""}"
1981-02-03,,,,,,,,,"{""numberLong"":""350002800""}"
1981-02-04,,,,,,,,,"{""numberLong"":""350089200""}"
1981-02-05,,,,,,,,,"{""numberLong"":""350175600""}"
1981-02-06,,,,,,,,,"{""numberLong"":""350262000""}"
1981-02-09,,,,,,,,,"{""numberLong"":""350521200""}"
1981-02-10,,,,,,,,,"{""numberLong"":""350607600""}"
1981-02-11,,,,,,,,,"{""numberLong"":""350694000""}"
1981-02-12,,,,,,,,,"{""numberLong"":""350780400""}"
1981-02-13,,,,,,,,,"{""numberLong"":""350866800""}"
1981-02-16,,,,,,,,,"{""numberLong"":""351126000""}"
1981-02-17,,,,,,,,,"{""numberLong"":""351212400""}"
1981-02-18,,,,,,,,,"{""numberLong"":""351298800""}"
1981-02-19,,,,,,,,,"{""numberLong"":""351385200""}"
1981-02-20,,,,,,,,,"{""numberLong"":""351471600""}"
1981-02-23,,,,,,,,,"{""numberLong"":""351730800""}"
1981-02-24,,,,,,,,,"{""numberLong"":""351817200""}"
1981-02-25,,,,,,,,,"{""numberLong"":""351903600""}"
1981-02-26,,,,,,,,,"{""numberLong"":""351990000""}"
1981-02-27,,,,,,,,,"{""numberLong"":""352076400""}"
1981-03-02,,,,,,,,,"{""numberLong"":""352335600""}"
1981-03-03,,,,,,,,,"{""numberLong"":""352422000""}"
1981-03-04,,,,,,,,,"{""numberLong"":""352508400""}"
1981-03-05,,,,,,,,,"{""numberLong"":""352594800""}"
1981-03-06,,,,,,,,,"{""numberLong"":""352681200""}"
1981-03-09,,,,,,,,,"{""numberLong"":""352940400""}"
1981-03-10,,,,,,,,,"{""numberLong"":""353026800""}"
1981-03-11,,,,,,,,,"{""numberLong"":""353113200""}"
1981-03-12,,,,,,,,,"{""numberLong"":""353199600""}"
1981-03-13,,,,,,,,,"{""numberLong"":""353286000""}"
1981-03-16,,,,,,,,,"{""numberLong"":""353545200""}"
1981-03-17,,,,,,,,,"{""numberLong"":""353631600""}"
1981-03-18,,,,,,,,,"{""numberLong"":""353718000""}"
1981-03-19,,,,,,,,,"{""numberLong"":""353804400""}"
1981-03-20,,,,,,,,,"{""numberLong"":""353890800""}"
1981-03-23,,,,,,,,,"{""numberLong"":""354150000""}"
1981-03-24,,,,,,,,,"{""numberLong"":""354236400""}"
1981-03-25,,,,,,,,,"{""numberLong"":""354322800""}"
1981-03-26,,,,,,,,,"{""numberLong"":""354409200""}"
1981-03-27,,,,,,,,,"{""numberLong"":""354495600""}"
1981-03-30,,,,,,,,,"{""numberLong"":""354751200""}"
1981-03-31,,,,,,,,,"{""numberLong"":""354837600""}"
1981-04-01,,,,,,,,,"{""numberLong"":""354924000""}"
1981-04-02,,,,,,,,,"{""numberLong"":""355010400""}"
1981-04-03,,,,,,,,,"{""numberLong"":""355096800""}"
1981-04-06,,,,,,,,,"{""numberLong"":""355356000""}"
1981-04-07,,,,,,,,,"{""numberLong"":""355442400""}"
1981-04-08,,,,,,,,,"{""numberLong"":""355528800""}"
1981-04-09,,,,,,,,,"{""numberLong"":""355615200""}"
1981-04-10,,,,,,,,,"{""numberLong"":""355701600""}"
1981-04-13,,,,,,,,,"{""numberLong"":""355960800""}"
1981-04-14,,,,,,,,,"{""numberLong"":""356047200""}"
1981-04-15,,,,,,,,,"{""numberLong"":""356133600""}"
1981-04-16,,,,,,,,,"{""numberLong"":""356220000""}"
1981-04-17,,,,,,,,,"{""numberLong"":""356306400""}"
1981-04-20,,,,,,,,,"{""numberLong"":""356565600""}"
1981-04-21,,,,,,,,,"{""numberLong"":""356652000""}"
1981-04-22,,,,,,,,,"{""numberLong"":""356738400""}"
1981-04-23,,,,,,,,,"{""numberLong"":""356824800""}"
1981-04-24,,,,,,,,,"{""numberLong"":""356911200""}"
1981-04-27,,,,,,,,,"{""numberLong"":""357170400""}"
1981-04-28,,,,,,,,,"{""numberLong"":""357256800""}"
1981-04-29,,,,,,,,,"{""numberLong"":""357343200""}"
1981-04-30,,,,,,,,,"{""numberLong"":""357429600""}"
1981-05-01,,,,,,,,,"{""numberLong"":""357516000""}"
1981-05-04,,,,,,,,,"{""numberLong"":""357775200""}"
1981-05-05,,,,,,,,,"{""numberLong"":""357861600""}"
1981-05-06,,,,,,,,,"{""numberLong"":""357948000""}"
1981-05-07,,,,,,,,,"{""numberLong"":""358034400""}"
1981-05-08,,,,,,,,,"{""numberLong"":""358120800""}"
1981-05-11,,,,,,,,,"{""numberLong"":""358380000""}"
1981-05-12,,,,,,,,,"{""numberLong"":""358466400""}"
1981-05-13,,,,,,,,,"{""numberLong"":""358552800""}"
1981-05-14,,,,,,,,,"{""numberLong"":""358639200""}"
1981-05-15,,,,,,,,,"{""numberLong"":""358725600""}"
1981-05-18,,,,,,,,,"{""numberLong"":""358984800""}"
1981-05-19,,,,,,,,,"{""numberLong"":""359071200""}"
1981-05-20,,,,,,,,,"{""numberLong"":""359157600""}"
1981-05-21,,,,,,,,,"{""numberLong"":""359244000""}"
1981-05-22,,,,,,,,,"{""numberLong"":""359330400""}"
1981-05-25,,,,,,,,,"{""numberLong"":""359589600""}"
1981-05-26,,,,,,,,,"{""numberLong"":""359676000""}"
1981-05-27,,,,,,,,,"{""numberLong"":""359762400""}"
1981-05-28,,,,,,,,,"{""numberLong"":""359848800""}"
1981-05-29,,,,,,,,,"{""numberLong"":""359935200""}"
1981-06-01,,,,,,,,,"{""numberLong"":""360194400""}"
1981-06-02,,,,,,,,,"{""numberLong"":""360280800""}"
1981-06-03,,,,,,,,,"{""numberLong"":""360367200""}"
1981-06-04,,,,,,,,,"{""numberLong"":""360453600""}"
1981-06-05,,,,,,,,,"{""numberLong"":""360540000""}"
1981-06-08,,,,,,,,,"{""numberLong"":""360799200""}"
1981-06-09,,,,,,,,,"{""numberLong"":""360885600""}"
1981-06-10,,,,,,,,,"{""numberLong"":""360972000""}"
1981-06-11,,,,,,,,,"{""numberLong"":""361058400""}"
1981-06-12,,,,,,,,,"{""numberLong"":""361144800""}"
1981-06-15,,,,,,,,,"{""numberLong"":""361404000""}"
1981-06-16,,,,,,,,,"{""numberLong"":""361490400""}"
1981-06-17,,,,,,,,,"{""numberLong"":""361576800""}"
1981-06-18,,,,,,,,,"{""numberLong"":""361663200""}"
1981-06-19,,,,,,,,,"{""numberLong"":""361749600""}"
1981-06-22,,,,,,,,,"{""numberLong"":""362008800""}"
1981-06-23,,,,,,,,,"{""numberLong"":""362095200""}"
1981-06-24,,,,,,,,,"{""numberLong"":""362181600""}"
1981-06-25,,,,,,,,,"{""numberLong"":""362268000""}"
1981-06-26,,,,,,,,,"{""numberLong"":""362354400""}"
1981-06-29,,,,,,,,,"{""numberLong"":""362613600""}"
1981-06-30,,,,,,,,,"{""numberLong"":""362700000""}"
1981-07-01,,,,,,,,,"{""numberLong"":""362786400""}"
1981-07-02,,,,,,,,,"{""numberLong"":""362872800""}"
1981-07-03,,,,,,,,,"{""numberLong"":""362959200""}"
1981-07-06,,,,,,,,,"{""numberLong"":""363218400""}"
1981-07-07,,,,,,,,,"{""numberLong"":""363304800""}"
1981-07-08,,,,,,,,,"{""numberLong"":""363391200""}"
1981-07-09,,,,,,,,,"{""numberLong"":""363477600""}"
1981-07-10,,,,,,,,,"{""numberLong"":""363564000""}"
1981-07-13,,,,,,,,,"{""numberLong"":""363823200""}"
1981-07-14,,,,,,,,,"{""numberLong"":""363909600""}"
1981-07-15,,,,,,,,,"{""numberLong"":""363996000""}"
1981-07-16,,,,,,,,,"{""numberLong"":""364082400""}"
1981-07-17,,,,,,,,,"{""numberLong"":""364168800""}"
1981-07-20,,,,,,,,,"{""numberLong"":""364428000""}"
1981-07-21,,,,,,,,,"{""numberLong"":""364514400""}"
1981-07-22,,,,,,,,,"{""numberLong"":""364600800""}"
1981-07-23,,,,,,,,,"{""numberLong"":""364687200""}"
1981-07-24,,,,,,,,,"{""numberLong"":""364773600""}"
1981-07-27,,,,,,,,,"{""numberLong"":""365032800""}"
1981-07-28,,,,,,,,,"{""numberLong"":""365119200""}"
1981-07-29,,,,,,,,,"{""numberLong"":""365205600""}"
1981-07-30,,,,,,,,,"{""numberLong"":""365292000""}"
1981-07-31,,,,,,,,,"{""numberLong"":""365378400""}"
1981-08-03,,,,,,,,,"{""numberLong"":""365637600""}"
1981-08-04,,,,,,,,,"{""numberLong"":""365724000""}"
1981-08-05,,,,,,,,,"{""numberLong"":""365810400""}"
1981-08-06,,,,,,,,,"{""numberLong"":""365896800""}"
1981-08-07,,,,,,,,,"{""numberLong"":""365983200""}"
1981-08-10,,,,,,,,,"{""numberLong"":""366242400""}"
1981-08-11,,,,,,,,,"{""numberLong"":""366328800""}"
1981-08-12,,,,,,,,,"{""numberLong"":""366415200""}"
1981-08-13,,,,,,,,,"{""numberLong"":""366501600""}"
1981-08-14,,,,,,,,,"{""numberLong"":""366588000""}"
1981-08-17,,,,,,,,,"{""numberLong"":""366847200""}"
1981-08-18,,,,,,,,,"{""numberLong"":""366933600""}"
1981-08-19,,,,,,,,,"{""numberLong"":""367020000""}"
1981-08-20,,,,,,,,,"{""numberLong"":""367106400""}"
1981-08-21,,,,,,,,,"{""numberLong"":""367192800""}"
1981-08-24,,,,,,,,,"{""numberLong"":""367452000""}"
1981-08-25,,,,,,,,,"{""numberLong"":""367538400""}"
1981-08-26,,,,,,,,,"{""numberLong"":""367624800""}"
1981-08-27,,,,,,,,,"{""numberLong"":""367711200""}"
1981-08-28,,,,,,,,,"{""numberLong"":""367797600""}"
1981-08-31,,,,,,,,,"{""numberLong"":""368056800""}"
1981-09-01,,,,,,,,,"{""numberLong"":""368143200""}"
1981-09-02,,,,,,,,,"{""numberLong"":""368229600""}"
1981-09-03,,,,,,,,,"{""numberLong"":""368316000""}"
1981-09-04,,,,,,,,,"{""numberLong"":""368402400""}"
1981-09-07,,,,,,,,,"{""numberLong"":""368661600""}"
1981-09-08,,,,,,,,,"{""numberLong"":""368748000""}"
1981-09-09,,,,,,,,,"{""numberLong"":""368834400""}"
1981-09-10,,,,,,,,,"{""numberLong"":""368920800""}"
1981-09-11,,,,,,,,,"{""numberLong"":""369007200""}"
1981-09-14,,,,,,,,,"{""numberLong"":""369266400""}"
1981-09-15,,,,,,,,,"{""numberLong"":""369352800""}"
1981-09-16,,,,,,,,,"{""numberLong"":""369439200""}"
1981-09-17,,,,,,,,,"{""numberLong"":""369525600""}"
1981-09-18,,,,,,,,,"{""numberLong"":""369612000""}"
1981-09-21,,,,,,,,,"{""numberLong"":""369871200""}"
1981-09-22,,,,,,,,,"{""numberLong"":""369957600""}"
1981-09-23,,,,,,,,,"{""numberLong"":""370044000""}"
1981-09-24,,,,,,,,,"{""numberLong"":""370130400""}"
1981-09-25,,,,,,,,,"{""numberLong"":""370216800""}"
1981-09-28,,,,,,,,,"{""numberLong"":""370479600""}"
1981-09-29,,,,,,,,,"{""numberLong"":""370566000""}"
1981-09-30,,,,,,,,,"{""numberLong"":""370652400""}"
1981-10-01,,,,,,,,,"{""numberLong"":""370738800""}"
1981-10-02,,,,,,,,,"{""numberLong"":""370825200""}"
1981-10-05,,,,,,,,,"{""numberLong"":""371084400""}"
1981-10-06,,,,,,,,,"{""numberLong"":""371170800""}"
1981-10-07,,,,,,,,,"{""numberLong"":""371257200""}"
1981-10-08,,,,,,,,,"{""numberLong"":""371343600""}"
1981-10-09,,,,,,,,,"{""numberLong"":""371430000""}"
1981-10-12,,,,,,,,,"{""numberLong"":""371689200""}"
1981-10-13,,,,,,,,,"{""numberLong"":""371775600""}"
1981-10-14,,,,,,,,,"{""numberLong"":""371862000""}"
1981-10-15,,,,,,,,,"{""numberLong"":""371948400""}"
1981-10-16,,,,,,,,,"{""numberLong"":""372034800""}"
1981-10-19,,,,,,,,,"{""numberLong"":""372294000""}"
1981-10-20,,,,,,,,,"{""numberLong"":""372380400""}"
1981-10-21,,,,,,,,,"{""numberLong"":""372466800""}"
1981-10-22,,,,,,,,,"{""numberLong"":""372553200""}"
1981-10-23,,,,,,,,,"{""numberLong"":""372639600""}"
1981-10-26,,,,,,,,,"{""numberLong"":""372898800""}"
1981-10-27,,,,,,,,,"{""numberLong"":""372985200""}"
1981-10-28,,,,,,,,,"{""numberLong"":""373071600""}"
1981-10-29,,,,,,,,,"{""numberLong"":""373158000""}"
1981-10-30,,,,,,,,,"{""numberLong"":""373244400""}"
1981-11-02,,,,,,,,,"{""numberLong"":""373503600""}"
1981-11-03,,,,,,,,,"{""numberLong"":""373590000""}"
1981-11-04,,,,,,,,,"{""numberLong"":""373676400""}"
1981-11-05,,,,,,,,,"{""numberLong"":""373762800""}"
1981-11-06,,,,,,,,,"{""numberLong"":""373849200""}"
1981-11-09,,,,,,,,,"{""numberLong"":""374108400""}"
1981-11-10,,,,,,,,,"{""numberLong"":""374194800""}"
1981-11-11,,,,,,,,,"{""numberLong"":""374281200""}"
1981-11-12,,,,,,,,,"{""numberLong"":""374367600""}"
1981-11-13,,,,,,,,,"{""numberLong"":""374454000""}"
1981-11-16,,,,,,,,,"{""numberLong"":""374713200""}"
1981-11-17,,,,,,,,,"{""numberLong"":""374799600""}"
1981-11-18,,,,,,,,,"{""numberLong"":""374886000""}"
1981-11-19,,,,,,,,,"{""numberLong"":""374972400""}"
1981-11-20,,,,,,,,,"{""numberLong"":""375058800""}"
1981-11-23,,,,,,,,,"{""numberLong"":""375318000""}"
1981-11-24,,,,,,,,,"{""numberLong"":""375404400""}"
1981-11-25,,,,,,,,,"{""numberLong"":""375490800""}"
1981-11-26,,,,,,,,,"{""numberLong"":""375577200""}"
1981-11-27,,,,,,,,,"{""numberLong"":""375663600""}"
1981-11-30,,,,,,,,,"{""numberLong"":""375922800""}"
1981-12-01,,,,,,,,,"{""numberLong"":""376009200""}"
1981-12-02,,,,,,,,,"{""numberLong"":""376095600""}"
1981-12-03,,,,,,,,,"{""numberLong"":""376182000""}"
1981-12-04,,,,,,,,,"{""numberLong"":""376268400""}"
1981-12-07,,,,,,,,,"{""numberLong"":""376527600""}"
1981-12-08,,,,,,,,,"{""numberLong"":""376614000""}"
1981-12-09,,,,,,,,,"{""numberLong"":""376700400""}"
1981-12-10,,,,,,,,,"{""numberLong"":""376786800""}"
1981-12-11,,,,,,,,,"{""numberLong"":""376873200""}"
1981-12-14,,,,,,,,,"{""numberLong"":""377132400""}"
1981-12-15,,,,,,,,,"{""numberLong"":""377218800""}"
1981-12-16,,,,,,,,,"{""numberLong"":""377305200""}"
1981-12-17,,,,,,,,,"{""numberLong"":""377391600""}"
1981-12-18,,,,,,,,,"{""numberLong"":""377478000""}"
1981-12-21,,,,,,,,,"{""numberLong"":""377737200""}"
1981-12-22,,,,,,,,,"{""numberLong"":""377823600""}"
1981-12-23,,,,,,,,,"{""numberLong"":""377910000""}"
1981-12-24,,,,,,,,,"{""numberLong"":""377996400""}"
1981-12-25,2428.1,250.8,2177.3,1157.0,424.7,1058.0,787.4,354.6,"{""numberLong"":""378082800""}"
1981-12-28,,,,,,,,,"{""numberLong"":""378342000""}"
1981-12-29,,,,,,,,,"{""numberLong"":""378428400""}"
1981-12-30,,,,,,,,,"{""numberLong"":""378514800""}"
1981-12-31,,,,,,,,,"{""numberLong"":""378601200""}"
1982-01-01,,,,,,,,,"{""numberLong"":""378687600""}"
1982-01-04,,,,,,,,,"{""numberLong"":""378946800""}"
1982-01-05,,,,,,,,,"{""numberLong"":""379033200""}"
1982-01-06,,,,,,,,,"{""numberLong"":""379119600""}"
1982-01-07,,,,,,,,,"{""numberLong"":""379206000""}"
1982-01-08,,,,,,,,,"{""numberLong"":""379292400""}"
1982-01-11,,,,,,,,,"{""numberLong"":""379551600""}"
1982-01-12,,,,,,,,,"{""numberLong"":""379638000""}"
1982-01-13,,,,,,,,,"{""numberLong"":""379724400""}"
1982-01-14,,,,,,,,,"{""numberLong"":""379810800""}"
1982-01-15,,,,,,,,,"{""numberLong"":""379897200""}"
1982-01-18,,,,,,,,,"{""numberLong"":""380156400""}"
1982-01-19,,,,,,,,,"{""numberLong"":""380242800""}"
1982-01-20,,,,,,,,,"{""numberLong"":""380329200""}"
1982-01-21,,,,,,,,,"{""numberLong"":""380415600""}"
1982-01-22,,,,,,,,,"{""numberLong"":""380502000""}"
1982-01-25,,,,,,,,,"{""numberLong"":""380761200""}"
1982-01-26,,,,,,,,,"{""numberLong"":""380847600""}"
1982-01-27,,,,,,,,,"{""numberLong"":""380934000""}"
1982-01-28,,,,,,,,,"{""numberLong"":""381020400""}"
1982-01-29,,,,,,,,,"{""numberLong"":""381106800""}"
1982-02-01,,,,,,,,,"{""numberLong"":""381366000""}"
1982-02-02,,,,,,,,,"{""numberLong"":""381452400""}"
1982-02-03,,,,,,,,,"{""numberLong"":""381538800""}"
1982-02-04,,,,,,,,,"{""numberLong"":""381625200""}"
1982-02-05,,,,,,,,,"{""numberLong"":""381711600""}"
1982-02-08,,,,,,,,,"{""numberLong"":""381970800""}"
1982-02-09,,,,,,,,,"{""numberLong"":""382057200""}"
1982-02-10,,,,,,,,,"{""numberLong"":""382143600""}"
1982-02-11,,,,,,,,,"{""numberLong"":""382230000""}"
1982-02-12,,,,,,,,,"{""numberLong"":""382316400""}"
1982-02-15,,,,,,,,,"{""numberLong"":""382575600""}"
1982-02-16,,,,,,,,,"{""numberLong"":""382662000""}"
1982-02-17,,,,,,,,,"{""numberLong"":""382748400""}"
1982-02-18,,,,,,,,,"{""numberLong"":""382834800""}"
1982-02-19,,,,,,,,,"{""numberLong"":""382921200""}"
1982-02-22,,,,,,,,,"{""numberLong"":""383180400""}"
1982-02-23,,,,,,,,,"{""numberLong"":""383266800""}"
1982-02-24,,,,,,,,,"{""numberLong"":""383353200""}"
1982-02-25,,,,,,,,,"{""numberLong"":""383439600""}"
1982-02-26,,,,,,,,,"{""numberLong"":""383526000""}"
1982-03-01,,,,,,,,,"{""numberLong"":""383785200""}"
1982-03-02,,,,,,,,,"{""numberLong"":""383871600""}"
1982-03-03,,,,,,,,,"{""numberLong"":""383958000""}"
1982-03-04,,,,,,,,,"{""numberLong"":""384044400""}"
1982-03-05,,,,,,,,,"{""numberLong"":""384130800""}"
1982-03-08,,,,,,,,,"{""numberLong"":""384390000""}"
1982-03-09,,,,,,,,,"{""numberLong"":""384476400""}"
1982-03-10,,,,,,,,,"{""numberLong"":""384562800""}"
1982-03-11,,,,,,,,,"{""numberLong"":""384649200""}"
1982-03-12,,,,,,,,,"{""numberLong"":""384735600""}"
1982-03-15,,,,,,,,,"{""numberLong"":""384994800""}"
1982-03-16,,,,,,,,,"{""numberLong"":""385081200""}"
1982-03-17,,,,,,,,,"{""numberLong"":""385167600""}"
1982-03-18,,,,,,,,,"{""numberLong"":""385254000""}"
1982-03-19,,,,,,,,,"{""numberLong"":""385340400""}"
1982-03-22,,,,,,,,,"{""numberLong"":""385599600""}"
1982-03-23,,,,,,,,,"{""numberLong"":""385686000""}"
1982-03-24,,,,,,,,,"{""numberLong"":""385772400""}"
1982-03-25,,,,,,,,,"{""numberLong"":""385858800""}"
1982-03-26,,,,,,,,,"{""numberLong"":""385945200""}"
1982-03-29,,,,,,,,,"{""numberLong"":""386200800""}"
1982-03-30,,,,,,,,,"{""numberLong"":""386287200""}"
1982-03-31,,,,,,,,,"{""numberLong"":""386373600""}"
1982-04-01,,,,,,,,,"{""numberLong"":""386460000""}"
1982-04-02,,,,,,,,,"{""numberLong"":""386546400""}"
1982-04-05,,,,,,,,,"{""numberLong"":""386805600""}"
1982-04-06,,,,,,,,,"{""numberLong"":""386892000""}"
1982-04-07,,,,,,,,,"{""numberLong"":""386978400""}"
1982-04-08,,,,,,,,,"{""numberLong"":""387064800""}"
1982-04-09,,,,,,,,,"{""numberLong"":""387151200""}"
1982-04-12,,,,,,,,,"{""numberLong"":""387410400""}"
1982-04-13,,,,,,,,,"{""numberLong"":""387496800""}"
1982-04-14,,,,,,,,,"{""numberLong"":""387583200""}"
1982-04-15,,,,,,,,,"{""numberLong"":""387669600""}"
1982-04-16,,,,,,,,,"{""numberLong"":""387756000""}"
1982-04-19,,,,,,,,,"{""numberLong"":""388015200""}"
1982-04-20,,,,,,,,,"{""numberLong"":""388101600""}"
1982-04-21,,,,,,,,,"{""numberLong"":""388188000""}"
1982-04-22,,,,,,,,,"{""numberLong"":""388274400""}"
1982-04-23,,,,,,,,,"{""numberLong"":""388360800""}"
1982-04-26,,,,,,,,,"{""numberLong"":""388620000""}"
1982-04-27,,,,,,,,,"{""numberLong"":""388706400""}"
1982-04-28,,,,,,,,,"{""numberLong"":""388792800""}"
1982-04-29,,,,,,,,,"{""numberLong"":""388879200""}"
1982-04-30,,,,,,,,,"{""numberLong"":""388965600""}"
1982-05-03,,,,,,,,,"{""numberLong"":""389224800""}"
1982-05-04,,,,,,,,,"{""numberLong"":""389311200""}"
1982-05-05,,,,,,,,,"{""numberLong"":""389397600""}"
1982-05-06,,,,,,,,,"{""numberLong"":""389484000""}"
1982-05-07,,,,,,,,,"{""numberLong"":""389570400""}"
1982-05-10,,,,,,,,,"{""numberLong"":""389829600""}"
1982-05-11,,,,,,,,,"{""numberLong"":""389916000""}"
1982-05-12,,,,,,,,,"{""numberLong"":""390002400""}"
1982-05-13,,,,,,,,,"{""numberLong"":""390088800""}"
1982-05-14,,,,,,,,,"{""numberLong"":""390175200""}"
1982-05-17,,,,,,,,,"{""numberLong"":""390434400""}"
1982-05-18,,,,,,,,,"{""numberLong"":""390520800""}"
1982-05-19,,,,,,,,,"{""numberLong"":""390607200""}"
1982-05-20,,,,,,,,,"{""numberLong"":""390693600""}"
1982-05-21,,,,,,,,,"{""numberLong"":""390780000""}"
1982-05-24,,,,,,,,,"{""numberLong"":""391039200""}"
1982-05-25,,,,,,,,,"{""numberLong"":""391125600""}"
1982-05-26,,,,,,,,,"{""numberLong"":""391212000""}"
1982-05-27,,,,,,,,,"{""numberLong"":""391298400""}"
1982-05-28,,,,,,,,,"{""numberLong"":""391384800""}"
1982-05-31,,,,,,,,,"{""numberLong"":""391644000""}"
1982-06-01,,,,,,,,,"{""numberLong"":""391730400""}"
1982-06-02,,,,,,,,,"{""numberLong"":""391816800""}"
1982-06-03,,,,,,,,,"{""numberLong"":""391903200""}"
1982-06-04,,,,,,,,,"{""numberLong"":""391989600""}"
1982-06-07,,,,,,,,,"{""numberLong"":""392248800""}"
1982-06-08,,,,,,,,,"{""numberLong"":""392335200""}"
1982-06-09,,,,,,,,,"{""numberLong"":""392421600""}"
1982-06-10,,,,,,,,,"{""numberLong"":""392508000""}"
1982-06-11,,,,,,,,,"{""numberLong"":""392594400""}"
1982-06-14,,,,,,,,,"{""numberLong"":""392853600""}"
1982-06-15,,,,,,,,,"{""numberLong"":""392940000""}"
1982-06-16,,,,,,,,,"{""numberLong"":""393026400""}"
1982-06-17,,,,,,,,,"{""numberLong"":""393112800""}"
1982-06-18,,,,,,,,,"{""numberLong"":""393199200""}"
1982-06-21,,,,,,,,,"{""numberLong"":""393458400""}"
1982-06-22,,,,,,,,,"{""numberLong"":""393544800""}"
1982-06-23,,,,,,,,,"{""numberLong"":""393631200""}"
1982-06-24,,,,,,,,,"{""numberLong"":""393717600""}"
1982-06-25,,,,,,,,,"{""numberLong"":""393804000""}"
1982-06-28,,,,,,,,,"{""numberLong"":""394063200""}"
1982-06-29,,,,,,,,,"{""numberLong"":""394149600""}"
1982-06-30,,,,,,,,,"{""numberLong"":""394236000""}"
1982-07-01,,,,,,,,,"{""numberLong"":""394322400""}"
1982-07-02,,,,,,,,,"{""numberLong"":""394408800""}"
1982-07-05,,,,,,,,,"{""numberLong"":""394668000""}"
1982-07-06,,,,,,,,,"{""numberLong"":""394754400""}"
1982-07-07,,,,,,,,,"{""numberLong"":""394840800""}"
1982-07-08,,,,,,,,,"{""numberLong"":""394927200""}"
1982-07-09,,,,,,,,,"{""numberLong"":""395013600""}"
1982-07-12,,,,,,,,,"{""numberLong"":""395272800""}"
1982-07-13,,,,,,,,,"{""numberLong"":""395359200""}"
1982-07-14,,,,,,,,,"{""numberLong"":""395445600""}"
1982-07-15,,,,,,,,,"{""numberLong"":""395532000""}"
1982-07-16,,,,,,,,,"{""numberLong"":""395618400""}"
1982-07-19,,,,,,,,,"{""numberLong"":""395877600""}"
1982-07-20,,,,,,,,,"{""numberLong"":""395964000""}"
1982-07-21,,,,,,,,,"{""numberLong"":""396050400""}"
1982-07-22,,,,,,,,,"{""numberLong"":""396136800""}"
1982-07-23,,,,,,,,,"{""numberLong"":""396223200""}"
1982-07-26,,,,,,,,,"{""numberLong"":""396482400""}"
1982-07-27,,,,,,,,,"{""numberLong"":""396568800""}"
1982-07-28,,,,,,,,,"{""numberLong"":""396655200""}"
