dt,AB_A01,AB_A02,AB_A03,AB_A05,AB_A06,AB_A15,AB_A16,AB_A17,UNIXTIME
1984-04-12,,,,,,,,,"{""numberLong"":""450568800""}"
1984-04-13,,,,,,,,,"{""numberLong"":""450655200""}"
1984-04-16,,,,,,,,,"{""numberLong"":""450914400""}"
1984-04-17,,,,,,,,,"{""numberLong"":""451000800""}"
1984-04-18,,,,,,,,,"{""numberLong"":""451087200""}"
1984-04-19,,,,,,,,,"{""numberLong"":""451173600""}"
1984-04-20,,,,,,,,,"{""numberLong"":""451260000""}"
1984-04-23,,,,,,,,,"{""numberLong"":""451519200""}"
1984-04-24,,,,,,,,,"{""numberLong"":""451605600""}"
1984-04-25,,,,,,,,,"{""numberLong"":""451692000""}"
1984-04-26,,,,,,,,,"{""numberLong"":""451778400""}"
1984-04-27,,,,,,,,,"{""numberLong"":""451864800""}"
1984-04-30,,,,,,,,,"{""numberLong"":""452124000""}"
1984-05-01,,,,,,,,,"{""numberLong"":""452210400""}"
1984-05-02,,,,,,,,,"{""numberLong"":""452296800""}"
1984-05-03,,,,,,,,,"{""numberLong"":""452383200""}"
1984-05-04,,,,,,,,,"{""numberLong"":""452469600""}"
1984-05-07,,,,,,,,,"{""numberLong"":""452728800""}"
1984-05-08,,,,,,,,,"{""numberLong"":""452815200""}"
1984-05-09,,,,,,,,,"{""numberLong"":""452901600""}"
1984-05-10,,,,,,,,,"{""numberLong"":""452988000""}"
1984-05-11,,,,,,,,,"{""numberLong"":""453074400""}"
1984-05-14,,,,,,,,,"{""numberLong"":""453333600""}"
1984-05-15,,,,,,,,,"{""numberLong"":""453420000""}"
1984-05-16,,,,,,,,,"{""numberLong"":""453506400""}"
1984-05-17,,,,,,,,,"{""numberLong"":""453592800""}"
1984-05-18,,,,,,,,,"{""numberLong"":""453679200""}"
1984-05-21,,,,,,,,,"{""numberLong"":""453938400""}"
1984-05-22,,,,,,,,,"{""numberLong"":""454024800""}"
1984-05-23,,,,,,,,,"{""numberLong"":""454111200""}"
1984-05-24,,,,,,,,,"{""numberLong"":""454197600""}"
1984-05-25,,,,,,,,,"{""numberLong"":""454284000""}"
1984-05-28,,,,,,,,,"{""numberLong"":""454543200""}"
1984-05-29,,,,,,,,,"{""numberLong"":""454629600""}"
1984-05-30,,,,,,,,,"{""numberLong"":""454716000""}"
1984-05-31,,,,,,,,,"{""numberLong"":""454802400""}"
1984-06-01,,,,,,,,,"{""numberLong"":""454888800""}"
1984-06-04,,,,,,,,,"{""numberLong"":""455148000""}"
1984-06-05,,,,,,,,,"{""numberLong"":""455234400""}"
1984-06-06,,,,,,,,,"{""numberLong"":""455320800""}"
1984-06-07,,,,,,,,,"{""numberLong"":""455407200""}"
1984-06-08,,,,,,,,,"{""numberLong"":""455493600""}"
1984-06-11,,,,,,,,,"{""numberLong"":""455752800""}"
1984-06-12,,,,,,,,,"{""numberLong"":""455839200""}"
1984-06-13,,,,,,,,,"{""numberLong"":""455925600""}"
1984-06-14,,,,,,,,,"{""numberLong"":""456012000""}"
1984-06-15,,,,,,,,,"{""numberLong"":""456098400""}"
1984-06-18,,,,,,,,,"{""numberLong"":""456357600""}"
1984-06-19,,,,,,,,,"{""numberLong"":""456444000""}"
1984-06-20,,,,,,,,,"{""numberLong"":""456530400""}"
1984-06-21,,,,,,,,,"{""numberLong"":""456616800""}"
1984-06-22,,,,,,,,,"{""numberLong"":""456703200""}"
1984-06-25,,,,,,,,,"{""numberLong"":""456962400""}"
1984-06-26,,,,,,,,,"{""numberLong"":""457048800""}"
1984-06-27,,,,,,,,,"{""numberLong"":""457135200""}"
1984-06-28,,,,,,,,,"{""numberLong"":""457221600""}"
1984-06-29,,,,,,,,,"{""numberLong"":""457308000""}"
1984-07-02,,,,,,,,,"{""numberLong"":""457567200""}"
1984-07-03,,,,,,,,,"{""numberLong"":""457653600""}"
1984-07-04,,,,,,,,,"{""numberLong"":""457740000""}"
1984-07-05,,,,,,,,,"{""numberLong"":""457826400""}"
1984-07-06,,,,,,,,,"{""numberLong"":""457912800""}"
1984-07-09,,,,,,,,,"{""numberLong"":""458172000""}"
1984-07-10,,,,,,,,,"{""numberLong"":""458258400""}"
1984-07-11,,,,,,,,,"{""numberLong"":""458344800""}"
1984-07-12,,,,,,,,,"{""numberLong"":""458431200""}"
1984-07-13,,,,,,,,,"{""numberLong"":""458517600""}"
1984-07-16,,,,,,,,,"{""numberLong"":""458776800""}"
1984-07-17,,,,,,,,,"{""numberLong"":""458863200""}"
1984-07-18,,,,,,,,,"{""numberLong"":""458949600""}"
1984-07-19,,,,,,,,,"{""numberLong"":""459036000""}"
1984-07-20,,,,,,,,,"{""numberLong"":""459122400""}"
1984-07-23,,,,,,,,,"{""numberLong"":""459381600""}"
1984-07-24,,,,,,,,,"{""numberLong"":""459468000""}"
1984-07-25,,,,,,,,,"{""numberLong"":""459554400""}"
1984-07-26,,,,,,,,,"{""numberLong"":""459640800""}"
1984-07-27,,,,,,,,,"{""numberLong"":""459727200""}"
1984-07-30,,,,,,,,,"{""numberLong"":""459986400""}"
1984-07-31,,,,,,,,,"{""numberLong"":""460072800""}"
1984-08-01,,,,,,,,,"{""numberLong"":""460159200""}"
1984-08-02,,,,,,,,,"{""numberLong"":""460245600""}"
1984-08-03,,,,,,,,,"{""numberLong"":""460332000""}"
1984-08-06,,,,,,,,,"{""numberLong"":""460591200""}"
1984-08-07,,,,,,,,,"{""numberLong"":""460677600""}"
1984-08-08,,,,,,,,,"{""numberLong"":""460764000""}"
1984-08-09,,,,,,,,,"{""numberLong"":""460850400""}"
1984-08-10,,,,,,,,,"{""numberLong"":""460936800""}"
1984-08-13,,,,,,,,,"{""numberLong"":""461196000""}"
1984-08-14,,,,,,,,,"{""numberLong"":""461282400""}"
1984-08-15,,,,,,,,,"{""numberLong"":""461368800""}"
1984-08-16,,,,,,,,,"{""numberLong"":""461455200""}"
1984-08-17,,,,,,,,,"{""numberLong"":""461541600""}"
1984-08-20,,,,,,,,,"{""numberLong"":""461800800""}"
1984-08-21,,,,,,,,,"{""numberLong"":""461887200""}"
1984-08-22,,,,,,,,,"{""numberLong"":""461973600""}"
1984-08-23,,,,,,,,,"{""numberLong"":""462060000""}"
1984-08-24,,,,,,,,,"{""numberLong"":""462146400""}"
1984-08-27,,,,,,,,,"{""numberLong"":""462405600""}"
1984-08-28,,,,,,,,,"{""numberLong"":""462492000""}"
1984-08-29,,,,,,,,,"{""numberLong"":""462578400""}"
1984-08-30,,,,,,,,,"{""numberLong"":""462664800""}"
1984-08-31,,,,,,,,,"{""numberLong"":""462751200""}"
1984-09-03,,,,,,,,,"{""numberLong"":""463010400""}"
1984-09-04,,,,,,,,,"{""numberLong"":""463096800""}"
1984-09-05,,,,,,,,,"{""numberLong"":""463183200""}"
1984-09-06,,,,,,,,,"{""numberLong"":""463269600""}"
1984-09-07,,,,,,,,,"{""numberLong"":""463356000""}"
1984-09-10,,,,,,,,,"{""numberLong"":""463615200""}"
1984-09-11,,,,,,,,,"{""numberLong"":""463701600""}"
1984-09-12,,,,,,,,,"{""numberLong"":""463788000""}"
1984-09-13,,,,,,,,,"{""numberLong"":""463874400""}"
1984-09-14,,,,,,,,,"{""numberLong"":""463960800""}"
1984-09-17,,,,,,,,,"{""numberLong"":""464220000""}"
1984-09-18,,,,,,,,,"{""numberLong"":""464306400""}"
1984-09-19,,,,,,,,,"{""numberLong"":""464392800""}"
1984-09-20,,,,,,,,,"{""numberLong"":""464479200""}"
1984-09-21,,,,,,,,,"{""numberLong"":""464565600""}"
1984-09-24,,,,,,,,,"{""numberLong"":""464824800""}"
1984-09-25,,,,,,,,,"{""numberLong"":""464911200""}"
1984-09-26,,,,,,,,,"{""numberLong"":""464997600""}"
1984-09-27,,,,,,,,,"{""numberLong"":""465084000""}"
1984-09-28,,,,,,,,,"{""numberLong"":""465170400""}"
1984-10-01,,,,,,,,,"{""numberLong"":""465433200""}"
1984-10-02,,,,,,,,,"{""numberLong"":""465519600""}"
1984-10-03,,,,,,,,,"{""numberLong"":""465606000""}"
1984-10-04,,,,,,,,,"{""numberLong"":""465692400""}"
1984-10-05,,,,,,,,,"{""numberLong"":""465778800""}"
1984-10-08,,,,,,,,,"{""numberLong"":""466038000""}"
1984-10-09,,,,,,,,,"{""numberLong"":""466124400""}"
1984-10-10,,,,,,,,,"{""numberLong"":""466210800""}"
1984-10-11,,,,,,,,,"{""numberLong"":""466297200""}"
1984-10-12,,,,,,,,,"{""numberLong"":""466383600""}"
1984-10-15,,,,,,,,,"{""numberLong"":""466642800""}"
1984-10-16,,,,,,,,,"{""numberLong"":""466729200""}"
1984-10-17,,,,,,,,,"{""numberLong"":""466815600""}"
1984-10-18,,,,,,,,,"{""numberLong"":""466902000""}"
1984-10-19,,,,,,,,,"{""numberLong"":""466988400""}"
1984-10-22,,,,,,,,,"{""numberLong"":""467247600""}"
1984-10-23,,,,,,,,,"{""numberLong"":""467334000""}"
1984-10-24,,,,,,,,,"{""numberLong"":""467420400""}"
1984-10-25,,,,,,,,,"{""numberLong"":""467506800""}"
1984-10-26,,,,,,,,,"{""numberLong"":""467593200""}"
1984-10-29,,,,,,,,,"{""numberLong"":""467852400""}"
1984-10-30,,,,,,,,,"{""numberLong"":""467938800""}"
1984-10-31,,,,,,,,,"{""numberLong"":""468025200""}"
1984-11-01,,,,,,,,,"{""numberLong"":""468111600""}"
1984-11-02,,,,,,,,,"{""numberLong"":""468198000""}"
1984-11-05,,,,,,,,,"{""numberLong"":""468457200""}"
1984-11-06,,,,,,,,,"{""numberLong"":""468543600""}"
1984-11-07,,,,,,,,,"{""numberLong"":""468630000""}"
1984-11-08,,,,,,,,,"{""numberLong"":""468716400""}"
1984-11-09,,,,,,,,,"{""numberLong"":""468802800""}"
1984-11-12,,,,,,,,,"{""numberLong"":""469062000""}"
1984-11-13,,,,,,,,,"{""numberLong"":""469148400""}"
1984-11-14,,,,,,,,,"{""numberLong"":""469234800""}"
1984-11-15,,,,,,,,,"{""numberLong"":""469321200""}"
1984-11-16,,,,,,,,,"{""numberLong"":""469407600""}"
1984-11-19,,,,,,,,,"{""numberLong"":""469666800""}"
1984-11-20,,,,,,,,,"{""numberLong"":""469753200""}"
1984-11-21,,,,,,,,,"{""numberLong"":""469839600""}"
1984-11-22,,,,,,,,,"{""numberLong"":""469926000""}"
1984-11-23,,,,,,,,,"{""numberLong"":""470012400""}"
1984-11-26,,,,,,,,,"{""numberLong"":""470271600""}"
1984-11-27,,,,,,,,,"{""numberLong"":""470358000""}"
1984-11-28,,,,,,,,,"{""numberLong"":""470444400""}"
1984-11-29,,,,,,,,,"{""numberLong"":""470530800""}"
1984-11-30,,,,,,,,,"{""numberLong"":""470617200""}"
1984-12-03,,,,,,,,,"{""numberLong"":""470876400""}"
1984-12-04,,,,,,,,,"{""numberLong"":""470962800""}"
1984-12-05,,,,,,,,,"{""numberLong"":""471049200""}"
1984-12-06,,,,,,,,,"{""numberLong"":""471135600""}"
1984-12-07,,,,,,,,,"{""numberLong"":""471222000""}"
1984-12-10,,,,,,,,,"{""numberLong"":""471481200""}"
1984-12-11,,,,,,,,,"{""numberLong"":""471567600""}"
1984-12-12,,,,,,,,,"{""numberLong"":""471654000""}"
1984-12-13,,,,,,,,,"{""numberLong"":""471740400""}"
1984-12-14,,,,,,,,,"{""numberLong"":""471826800""}"
1984-12-17,,,,,,,,,"{""numberLong"":""472086000""}"
1984-12-18,,,,,,,,,"{""numberLong"":""472172400""}"
1984-12-19,,,,,,,,,"{""numberLong"":""472258800""}"
1984-12-20,,,,,,,,,"{""numberLong"":""472345200""}"
1984-12-21,,,,,,,,,"{""numberLong"":""472431600""}"
1984-12-24,,,,,,,,,"{""numberLong"":""472690800""}"
1984-12-25,,,,,,,,,"{""numberLong"":""472777200""}"
1984-12-26,,,,,,,,,"{""numberLong"":""472863600""}"
1984-12-27,,,,,,,,,"{""numberLong"":""472950000""}"
1984-12-28,,,,,,,,,"{""numberLong"":""473036400""}"
1984-12-31,6453.3,1073.5,5379.8,3025.1,554.5,2387.9,2203.8,918.9,"{""numberLong"":""473295600""}"
1985-01-01,,,,,,,,,"{""numberLong"":""473382000""}"
1985-01-02,,,,,,,,,"{""numberLong"":""473468400""}"
1985-01-03,,,,,,,,,"{""numberLong"":""473554800""}"
1985-01-04,,,,,,,,,"{""numberLong"":""473641200""}"
1985-01-07,,,,,,,,,"{""numberLong"":""473900400""}"
1985-01-08,,,,,,,,,"{""numberLong"":""473986800""}"
1985-01-09,,,,,,,,,"{""numberLong"":""474073200""}"
1985-01-10,,,,,,,,,"{""numberLong"":""474159600""}"
1985-01-11,,,,,,,,,"{""numberLong"":""474246000""}"
1985-01-14,,,,,,,,,"{""numberLong"":""474505200""}"
1985-01-15,,,,,,,,,"{""numberLong"":""474591600""}"
1985-01-16,,,,,,,,,"{""numberLong"":""474678000""}"
1985-01-17,,,,,,,,,"{""numberLong"":""474764400""}"
1985-01-18,,,,,,,,,"{""numberLong"":""474850800""}"
1985-01-21,,,,,,,,,"{""numberLong"":""475110000""}"
1985-01-22,,,,,,,,,"{""numberLong"":""475196400""}"
1985-01-23,,,,,,,,,"{""numberLong"":""475282800""}"
1985-01-24,,,,,,,,,"{""numberLong"":""475369200""}"
1985-01-25,6432.7,1321.6,5111.1,2661.6,375.7,2618.3,2318.4,911.1,"{""numberLong"":""475455600""}"
1985-01-28,,,,,,,,,"{""numberLong"":""475714800""}"
1985-01-29,,,,,,,,,"{""numberLong"":""475801200""}"
1985-01-30,,,,,,,,,"{""numberLong"":""475887600""}"
1985-01-31,,,,,,,,,"{""numberLong"":""475974000""}"
1985-02-01,,,,,,,,,"{""numberLong"":""476060400""}"
1985-02-04,,,,,,,,,"{""numberLong"":""476319600""}"
1985-02-05,,,,,,,,,"{""numberLong"":""476406000""}"
1985-02-06,,,,,,,,,"{""numberLong"":""476492400""}"
1985-02-07,,,,,,,,,"{""numberLong"":""476578800""}"
1985-02-08,,,,,,,,,"{""numberLong"":""476665200""}"
1985-02-11,,,,,,,,,"{""numberLong"":""476924400""}"
1985-02-12,,,,,,,,,"{""numberLong"":""477010800""}"
1985-02-13,,,,,,,,,"{""numberLong"":""477097200""}"
1985-02-14,,,,,,,,,"{""numberLong"":""477183600""}"
1985-02-15,,,,,,,,,"{""numberLong"":""477270000""}"
1985-02-18,,,,,,,,,"{""numberLong"":""477529200""}"
1985-02-19,,,,,,,,,"{""numberLong"":""477615600""}"
1985-02-20,,,,,,,,,"{""numberLong"":""477702000""}"
1985-02-21,,,,,,,,,"{""numberLong"":""477788400""}"
1985-02-22,6881.9,1305.3,5576.6,2585.6,401.4,2699.1,2439.6,922.1,"{""numberLong"":""477874800""}"
1985-02-25,,,,,,,,,"{""numberLong"":""478134000""}"
1985-02-26,,,,,,,,,"{""numberLong"":""478220400""}"
1985-02-27,,,,,,,,,"{""numberLong"":""478306800""}"
1985-02-28,,,,,,,,,"{""numberLong"":""478393200""}"
1985-03-01,,,,,,,,,"{""numberLong"":""478479600""}"
1985-03-04,,,,,,,,,"{""numberLong"":""478738800""}"
1985-03-05,,,,,,,,,"{""numberLong"":""478825200""}"
1985-03-06,,,,,,,,,"{""numberLong"":""478911600""}"
1985-03-07,,,,,,,,,"{""numberLong"":""478998000""}"
1985-03-08,,,,,,,,,"{""numberLong"":""479084400""}"
1985-03-11,,,,,,,,,"{""numberLong"":""479343600""}"
1985-03-12,,,,,,,,,"{""numberLong"":""479430000""}"
1985-03-13,,,,,,,,,"{""numberLong"":""479516400""}"
1985-03-14,,,,,,,,,"{""numberLong"":""479602800""}"
1985-03-15,,,,,,,,,"{""numberLong"":""479689200""}"
1985-03-18,,,,,,,,,"{""numberLong"":""479948400""}"
1985-03-19,,,,,,,,,"{""numberLong"":""480034800""}"
1985-03-20,,,,,,,,,"{""numberLong"":""480121200""}"
1985-03-21,,,,,,,,,"{""numberLong"":""480207600""}"
1985-03-22,,,,,,,,,"{""numberLong"":""480294000""}"
1985-03-25,,,,,,,,,"{""numberLong"":""480553200""}"
1985-03-26,,,,,,,,,"{""numberLong"":""480639600""}"
1985-03-27,,,,,,,,,"{""numberLong"":""480726000""}"
1985-03-28,,,,,,,,,"{""numberLong"":""480812400""}"
1985-03-29,7258.6,1767.5,5491.1,2466.9,403.3,2675.3,2524.3,966.4,"{""numberLong"":""480898800""}"
1985-04-01,,,,,,,,,"{""numberLong"":""481154400""}"
1985-04-02,,,,,,,,,"{""numberLong"":""481240800""}"
1985-04-03,,,,,,,,,"{""numberLong"":""481327200""}"
1985-04-04,,,,,,,,,"{""numberLong"":""481413600""}"
1985-04-05,,,,,,,,,"{""numberLong"":""481500000""}"
1985-04-08,,,,,,,,,"{""numberLong"":""481759200""}"
1985-04-09,,,,,,,,,"{""numberLong"":""481845600""}"
1985-04-10,,,,,,,,,"{""numberLong"":""481932000""}"
1985-04-11,,,,,,,,,"{""numberLong"":""482018400""}"
1985-04-12,,,,,,,,,"{""numberLong"":""482104800""}"
1985-04-15,,,,,,,,,"{""numberLong"":""482364000""}"
1985-04-16,,,,,,,,,"{""numberLong"":""482450400""}"
1985-04-17,,,,,,,,,"{""numberLong"":""482536800""}"
1985-04-18,,,,,,,,,"{""numberLong"":""482623200""}"
1985-04-19,,,,,,,,,"{""numberLong"":""482709600""}"
1985-04-22,,,,,,,,,"{""numberLong"":""482968800""}"
1985-04-23,,,,,,,,,"{""numberLong"":""483055200""}"
1985-04-24,,,,,,,,,"{""numberLong"":""483141600""}"
1985-04-25,,,,,,,,,"{""numberLong"":""483228000""}"
1985-04-26,7530.2,1863.8,5666.4,2458.1,394.9,2777.2,2600.8,974.3,"{""numberLong"":""483314400""}"
1985-04-29,,,,,,,,,"{""numberLong"":""483573600""}"
1985-04-30,,,,,,,,,"{""numberLong"":""483660000""}"
1985-05-01,,,,,,,,,"{""numberLong"":""483746400""}"
1985-05-02,,,,,,,,,"{""numberLong"":""483832800""}"
1985-05-03,,,,,,,,,"{""numberLong"":""483919200""}"
1985-05-06,,,,,,,,,"{""numberLong"":""484178400""}"
1985-05-07,,,,,,,,,"{""numberLong"":""484264800""}"
1985-05-08,,,,,,,,,"{""numberLong"":""484351200""}"
1985-05-09,,,,,,,,,"{""numberLong"":""484437600""}"
1985-05-10,,,,,,,,,"{""numberLong"":""484524000""}"
1985-05-13,,,,,,,,,"{""numberLong"":""484783200""}"
1985-05-14,,,,,,,,,"{""numberLong"":""484869600""}"
1985-05-15,,,,,,,,,"{""numberLong"":""484956000""}"
1985-05-16,,,,,,,,,"{""numberLong"":""485042400""}"
1985-05-17,,,,,,,,,"{""numberLong"":""485128800""}"
1985-05-20,,,,,,,,,"{""numberLong"":""485388000""}"
1985-05-21,,,,,,,,,"{""numberLong"":""485474400""}"
1985-05-22,,,,,,,,,"{""numberLong"":""485560800""}"
1985-05-23,,,,,,,,,"{""numberLong"":""485647200""}"
1985-05-24,,,,,,,,,"{""numberLong"":""485733600""}"
1985-05-27,,,,,,,,,"{""numberLong"":""485992800""}"
1985-05-28,,,,,,,,,"{""numberLong"":""486079200""}"
1985-05-29,,,,,,,,,"{""numberLong"":""486165600""}"
1985-05-30,,,,,,,,,"{""numberLong"":""486252000""}"
1985-05-31,7764.3,1861.9,5902.4,2507.1,403.0,2811.6,2572.3,1068.9,"{""numberLong"":""486338400""}"
1985-06-03,,,,,,,,,"{""numberLong"":""486597600""}"
1985-06-04,,,,,,,,,"{""numberLong"":""486684000""}"
1985-06-05,,,,,,,,,"{""numberLong"":""486770400""}"
1985-06-06,,,,,,,,,"{""numberLong"":""486856800""}"
1985-06-07,,,,,,,,,"{""numberLong"":""486943200""}"
1985-06-10,,,,,,,,,"{""numberLong"":""487202400""}"
1985-06-11,,,,,,,,,"{""numberLong"":""487288800""}"
1985-06-12,,,,,,,,,"{""numberLong"":""487375200""}"
1985-06-13,,,,,,,,,"{""numberLong"":""487461600""}"
1985-06-14,,,,,,,,,"{""numberLong"":""487548000""}"
1985-06-17,,,,,,,,,"{""numberLong"":""487807200""}"
1985-06-18,,,,,,,,,"{""numberLong"":""487893600""}"
1985-06-19,,,,,,,,,"{""numberLong"":""487980000""}"
1985-06-20,,,,,,,,,"{""numberLong"":""488066400""}"
1985-06-21,,,,,,,,,"{""numberLong"":""488152800""}"
1985-06-24,,,,,,,,,"{""numberLong"":""488412000""}"
1985-06-25,,,,,,,,,"{""numberLong"":""488498400""}"
1985-06-26,,,,,,,,,"{""numberLong"":""488584800""}"
1985-06-27,,,,,,,,,"{""numberLong"":""488671200""}"
1985-06-28,7967.3,1814.7,6152.6,2641.1,419.5,2851.7,2710.5,1190.2,"{""numberLong"":""488757600""}"
1985-07-01,,,,,,,,,"{""numberLong"":""489016800""}"
1985-07-02,,,,,,,,,"{""numberLong"":""489103200""}"
1985-07-03,,,,,,,,,"{""numberLong"":""489189600""}"
1985-07-04,,,,,,,,,"{""numberLong"":""489276000""}"
1985-07-05,,,,,,,,,"{""numberLong"":""489362400""}"
1985-07-08,,,,,,,,,"{""numberLong"":""489621600""}"
1985-07-09,,,,,,,,,"{""numberLong"":""489708000""}"
1985-07-10,,,,,,,,,"{""numberLong"":""489794400""}"
1985-07-11,,,,,,,,,"{""numberLong"":""489880800""}"
1985-07-12,,,,,,,,,"{""numberLong"":""489967200""}"
1985-07-15,,,,,,,,,"{""numberLong"":""490226400""}"
1985-07-16,,,,,,,,,"{""numberLong"":""490312800""}"
1985-07-17,,,,,,,,,"{""numberLong"":""490399200""}"
1985-07-18,,,,,,,,,"{""numberLong"":""490485600""}"
1985-07-19,,,,,,,,,"{""numberLong"":""490572000""}"
1985-07-22,,,,,,,,,"{""numberLong"":""490831200""}"
1985-07-23,,,,,,,,,"{""numberLong"":""490917600""}"
1985-07-24,,,,,,,,,"{""numberLong"":""491004000""}"
1985-07-25,,,,,,,,,"{""numberLong"":""491090400""}"
1985-07-26,8198.0,1758.8,6439.2,2798.6,411.7,2924.1,2760.7,1166.8,"{""numberLong"":""491176800""}"
1985-07-29,,,,,,,,,"{""numberLong"":""491436000""}"
1985-07-30,,,,,,,,,"{""numberLong"":""491522400""}"
1985-07-31,,,,,,,,,"{""numberLong"":""491608800""}"
1985-08-01,,,,,,,,,"{""numberLong"":""491695200""}"
1985-08-02,,,,,,,,,"{""numberLong"":""491781600""}"
1985-08-05,,,,,,,,,"{""numberLong"":""492040800""}"
1985-08-06,,,,,,,,,"{""numberLong"":""492127200""}"
1985-08-07,,,,,,,,,"{""numberLong"":""492213600""}"
1985-08-08,,,,,,,,,"{""numberLong"":""492300000""}"
1985-08-09,,,,,,,,,"{""numberLong"":""492386400""}"
1985-08-12,,,,,,,,,"{""numberLong"":""492645600""}"
1985-08-13,,,,,,,,,"{""numberLong"":""492732000""}"
1985-08-14,,,,,,,,,"{""numberLong"":""492818400""}"
1985-08-15,,,,,,,,,"{""numberLong"":""492904800""}"
1985-08-16,,,,,,,,,"{""numberLong"":""492991200""}"
1985-08-19,,,,,,,,,"{""numberLong"":""493250400""}"
1985-08-20,,,,,,,,,"{""numberLong"":""493336800""}"
1985-08-21,,,,,,,,,"{""numberLong"":""493423200""}"
1985-08-22,,,,,,,,,"{""numberLong"":""493509600""}"
1985-08-23,8590.5,1886.0,6704.5,2870.4,479.8,3185.6,3019.1,1463.2,"{""numberLong"":""493596000""}"
1985-08-26,,,,,,,,,"{""numberLong"":""493855200""}"
1985-08-27,,,,,,,,,"{""numberLong"":""493941600""}"
1985-08-28,,,,,,,,,"{""numberLong"":""494028000""}"
1985-08-29,,,,,,,,,"{""numberLong"":""494114400""}"
1985-08-30,,,,,,,,,"{""numberLong"":""494200800""}"
1985-09-02,,,,,,,,,"{""numberLong"":""494460000""}"
1985-09-03,,,,,,,,,"{""numberLong"":""494546400""}"
1985-09-04,,,,,,,,,"{""numberLong"":""494632800""}"
1985-09-05,,,,,,,,,"{""numberLong"":""494719200""}"
1985-09-06,,,,,,,,,"{""numberLong"":""494805600""}"
1985-09-09,,,,,,,,,"{""numberLong"":""495064800""}"
1985-09-10,,,,,,,,,"{""numberLong"":""495151200""}"
1985-09-11,,,,,,,,,"{""numberLong"":""495237600""}"
1985-09-12,,,,,,,,,"{""numberLong"":""495324000""}"
1985-09-13,,,,,,,,,"{""numberLong"":""495410400""}"
1985-09-16,,,,,,,,,"{""numberLong"":""495669600""}"
1985-09-17,,,,,,,,,"{""numberLong"":""495756000""}"
1985-09-18,,,,,,,,,"{""numberLong"":""495842400""}"
1985-09-19,,,,,,,,,"{""numberLong"":""495928800""}"
1985-09-20,,,,,,,,,"{""numberLong"":""496015200""}"
1985-09-23,,,,,,,,,"{""numberLong"":""496274400""}"
1985-09-24,,,,,,,,,"{""numberLong"":""496360800""}"
1985-09-25,,,,,,,,,"{""numberLong"":""496447200""}"
1985-09-26,,,,,,,,,"{""numberLong"":""496533600""}"
1985-09-27,8706.9,1888.8,6818.1,2973.1,450.8,3179.2,3046.5,1376.3,"{""numberLong"":""496620000""}"
1985-09-30,,,,,,,,,"{""numberLong"":""496882800""}"
1985-10-01,,,,,,,,,"{""numberLong"":""496969200""}"
1985-10-02,,,,,,,,,"{""numberLong"":""497055600""}"
1985-10-03,,,,,,,,,"{""numberLong"":""497142000""}"
1985-10-04,,,,,,,,,"{""numberLong"":""497228400""}"
1985-10-07,,,,,,,,,"{""numberLong"":""497487600""}"
1985-10-08,,,,,,,,,"{""numberLong"":""497574000""}"
1985-10-09,,,,,,,,,"{""numberLong"":""497660400""}"
1985-10-10,,,,,,,,,"{""numberLong"":""497746800""}"
1985-10-11,,,,,,,,,"{""numberLong"":""497833200""}"
1985-10-14,,,,,,,,,"{""numberLong"":""498092400""}"
1985-10-15,,,,,,,,,"{""numberLong"":""498178800""}"
1985-10-16,,,,,,,,,"{""numberLong"":""498265200""}"
1985-10-17,,,,,,,,,"{""numberLong"":""498351600""}"
1985-10-18,,,,,,,,,"{""numberLong"":""498438000""}"
1985-10-21,,,,,,,,,"{""numberLong"":""498697200""}"
1985-10-22,,,,,,,,,"{""numberLong"":""498783600""}"
1985-10-23,,,,,,,,,"{""numberLong"":""498870000""}"
1985-10-24,,,,,,,,,"{""numberLong"":""498956400""}"
1985-10-25,8939.2,1935.2,7004.0,3123.7,425.2,3199.2,2995.0,1327.1,"{""numberLong"":""499042800""}"
1985-10-28,,,,,,,,,"{""numberLong"":""499302000""}"
1985-10-29,,,,,,,,,"{""numberLong"":""499388400""}"
1985-10-30,,,,,,,,,"{""numberLong"":""499474800""}"
1985-10-31,,,,,,,,,"{""numberLong"":""499561200""}"
1985-11-01,,,,,,,,,"{""numberLong"":""499647600""}"
1985-11-04,,,,,,,,,"{""numberLong"":""499906800""}"
1985-11-05,,,,,,,,,"{""numberLong"":""499993200""}"
1985-11-06,,,,,,,,,"{""numberLong"":""500079600""}"
1985-11-07,,,,,,,,,"{""numberLong"":""500166000""}"
1985-11-08,,,,,,,,,"{""numberLong"":""500252400""}"
1985-11-11,,,,,,,,,"{""numberLong"":""500511600""}"
1985-11-12,,,,,,,,,"{""numberLong"":""500598000""}"
1985-11-13,,,,,,,,,"{""numberLong"":""500684400""}"
1985-11-14,,,,,,,,,"{""numberLong"":""500770800""}"
1985-11-15,,,,,,,,,"{""numberLong"":""500857200""}"
1985-11-18,,,,,,,,,"{""numberLong"":""501116400""}"
1985-11-19,,,,,,,,,"{""numberLong"":""501202800""}"
1985-11-20,,,,,,,,,"{""numberLong"":""501289200""}"
1985-11-21,,,,,,,,,"{""numberLong"":""501375600""}"
1985-11-22,,,,,,,,,"{""numberLong"":""501462000""}"
1985-11-25,,,,,,,,,"{""numberLong"":""501721200""}"
1985-11-26,,,,,,,,,"{""numberLong"":""501807600""}"
1985-11-27,,,,,,,,,"{""numberLong"":""501894000""}"
